extraction_id	file_prefix	hpc_path	hpc_name	sequencing_type	duplicated_sequence_pair	file_forward	file_reverse
Tzo-CMta_053-Ex1	Tzo_CMta_053_Ex1_3E_lcwgs_1_2_L3	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMta	wahab	lcwgs	NA	Tzo_CMta_053_Ex1_3E_lcwgs_1_2_L3-1.fq.gz	Tzo_CMta_053_Ex1_3E_lcwgs_1_2_L3-2.fq.gz
Pba-CTat_093-Ex1	Pba-CTat_093-Ex1-7H-lcwgs_L6	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CTat_093-Ex1-7H-lcwgs_L6_1.fq.gz	Pba-CTat_093-Ex1-7H-lcwgs_L6_2.fq.gz
Tzo-AMvi_043-Ex1	Tzo_AMvi_043_Ex1_4D_lcwgs_1_2_L8	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMvi	wahab	lcwgs	NA	Tzo_AMvi_043_Ex1_4D_lcwgs_1_2_L8-1.fq.gz	Tzo_AMvi_043_Ex1_4D_lcwgs_1_2_L8-2.fq.gz
Sfa-ABas_029-Ex1	Sfa-ABas_029-Ex1-cssl	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/fq_raw	wahab	cssl	NA	Sfa-ABas_029-Ex1-cssl.1.fq.gz	Sfa-ABas_029-Ex1-cssl.2.fq.gz
Par-ARag_008-Ex1	Par-ARag_008-Ex1-7E-lcwgs-2-T	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Par-ARag_008-Ex1-7E-lcwgs-2-T.1.fq.gz	Par-ARag_008-Ex1-7E-lcwgs-2-T.2.fq.gz
Hte-CPnd_055-Ex1	Hte-CPnd_055-Ex1-12G-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5110	Hte-CPnd_055-Ex1-12G-lcwgs-1-T.1.fq.gz	Hte-CPnd_055-Ex1-12G-lcwgs-1-T.2.fq.gz
Hte-CPnd_055-Ex1	Hte-CPnd_055-Ex1-12G-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5110	Hte-CPnd_055-Ex1-12G-lcwgs-1-T.1.fq.gz	Hte-CPnd_055-Ex1-12G-lcwgs-1-T.2.fq.gz
Sob-CPnd_029-Ex1	Sob-CPnd_029-Ex1-10E-lcwgs-1-T	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sob-CPnd_029-Ex1-10E-lcwgs-1-T.1.fq.gz	Sob-CPnd_029-Ex1-10E-lcwgs-1-T.2.fq.gz
Pba-ABur_053-Ex1	Pba-ABur_053-Ex1-4E-lcwgs_L1	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ABur_053-Ex1-4E-lcwgs_L1_1.fq.gz	Pba-ABur_053-Ex1-4E-lcwgs_L1_2.fq.gz
Hte-CMvi_019-Ex1	Hte-CMvi_019-Ex1-1F-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5113	Hte-CMvi_019-Ex1-1F-lcwgs-1-T.1.fq.gz	Hte-CMvi_019-Ex1-1F-lcwgs-1-T.2.fq.gz
Hte-CMvi_019-Ex1	Hte-CMvi_019-Ex1-1F-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5113	Hte-CMvi_019-Ex1-1F-lcwgs-1-T.1.fq.gz	Hte-CMvi_019-Ex1-1F-lcwgs-1-T.2.fq.gz
Sgr-CBir_054-Ex1	Sgr-CBir_054-Ex1-7D-lwgs-1-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-CBir_054-Ex1-7D-lwgs-1-1.1.fq.gz	Sgr-CBir_054-Ex1-7D-lwgs-1-1.2.fq.gz
Sne-ATaw_014-Ex1	Sne-ATaw_014-Ex1-lcwgs	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-ATaw_014-Ex1-lcwgs.1.fq.gz	Sne-ATaw_014-Ex1-lcwgs.2.fq.gz
Och-CCat_011-Ex1	OcC0201102C_CKDL230029730-1A_HJLFCCCX2_L3	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5116	OcC0201102C_CKDL230029730-1A_HJLFCCCX2_L3_1.fq.gz	OcC0201102C_CKDL230029730-1A_HJLFCCCX2_L3_2.fq.gz
Och-CCat_011-Ex1	Och-CCat_011-Ex1-2C-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5116	Och-CCat_011-Ex1-2C-lcwgs-1-1.1.fq.gz	Och-CCat_011-Ex1-2C-lcwgs-1-1.2.fq.gz
Sde-ABul_022-Ex1	Sde-ABul_022-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-ABul_022-Ex1-cssl.1.fq.gz	Sde-ABul_022-Ex1-cssl.2.fq.gz
Adu-CSub_038-Ex1	Adu-CSub_038-Ex1-1A-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CSub_038-Ex1-1A-lcwgs-1-1.1.fq.gz	Adu-CSub_038-Ex1-1A-lcwgs-1-1.2.fq.gz
Sde-ABul_079-Ex1	Sde-ABul_079-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-ABul_079-Ex1-cssl.1.fq.gz	Sde-ABul_079-Ex1-cssl.2.fq.gz
Par-CPas_064-Ex1	PaC0106406C_CKDL230012261-1A_HJLGYCCX2_L2	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5121	PaC0106406C_CKDL230012261-1A_HJLGYCCX2_L2_1.fq.gz	PaC0106406C_CKDL230012261-1A_HJLGYCCX2_L2_2.fq.gz
Par-CPas_064-Ex1	Par-CPas-064-Ex1-6C6D-lcwgs-1and2-1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5121	Par-CPas-064-Ex1-6C6D-lcwgs-1and2-1.1.fq.gz	Par-CPas-064-Ex1-6C6D-lcwgs-1and2-1.2.fq.gz
Zdi-ADup_023-Ex1	Zdi-ADup_023-Ex1-12D-lcwgs-1-2	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Zdi-ADup_023-Ex1-12D-lcwgs-1-2.1.fq.gz	Zdi-ADup_023-Ex1-12D-lcwgs-1-2.2.fq.gz
Hte-CJol_076-Ex1	Hte-CJol_076-Ex1-4C-lcwgs-1-2	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Hte-CJol_076-Ex1-4C-lcwgs-1-2.1.fq.gz	Hte-CJol_076-Ex1-4C-lcwgs-1-2.2.fq.gz
Hmi-CPar_033-Ex1	Hmi-CPar_033-Ex1-06C	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/1st_sequencing_run/raw_fq_capture	wahab	cssl	file_pair.5124	Hmi-CPar_033-Ex1-06C.1.fq.gz	Hmi-CPar_033-Ex1-06C.2.fq.gz
Hmi-CPar_033-Ex1	Hmi-CPar_033-Ex1-06C	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus/raw_fq_capture	wahab	cssl	file_pair.5124	Hmi-CPar_033-Ex1-06C.1.fq.gz	Hmi-CPar_033-Ex1-06C.2.fq.gz
Och-CBur_051-Ex1	Och-CBur_051_Ex1-2F-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-CBur_051_Ex1-2F-lcwgs-1-1.1.fq.gz	Och-CBur_051_Ex1-2F-lcwgs-1-1.2.fq.gz
Och-CCat_010-Ex1	Och-CCat_010-Ex1-2B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-CCat_010-Ex1-2B-lcwgs-1-2.1.fq.gz	Och-CCat_010-Ex1-2B-lcwgs-1-2.2.fq.gz
Abu-CPnd_066-Ex1	Abu-CPnd_066-Ex1-3G-lcwgs-1-2	/archive/carpenterlab/pire/pire_ambassis_buruensis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Abu-CPnd_066-Ex1-3G-lcwgs-1-2.1.fq.gz	Abu-CPnd_066-Ex1-3G-lcwgs-1-2.2.fq.gz
Gmi-CBas_064-Ex1	Gmi-CBas_064-Ex1-cssl2	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture	wahab	cssl	NA	Gmi-CBas_064-Ex1-cssl2.1.fq.gz	Gmi-CBas_064-Ex1-cssl2.2.fq.gz
Dar-CJol_009-Ex1	Dar-CJol_009-Ex1-3B-lcwgs-1-2	/archive/carpenterlab/pire/pire_dascyllus_aruanus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Dar-CJol_009-Ex1-3B-lcwgs-1-2.1.fq.gz	Dar-CJol_009-Ex1-3B-lcwgs-1-2.2.fq.gz
Tzo-CMvi_078-Ex1	Tzo_CMvi_078_Ex1_4B_lcwgs_2_2_L5	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMvi	wahab	lcwgs	NA	Tzo_CMvi_078_Ex1_4B_lcwgs_2_2_L5-1.fq.gz	Tzo_CMvi_078_Ex1_4B_lcwgs_2_2_L5-2.fq.gz
Adu-CSub_085-Ex1	Adu-CSub_085-Ex1-4C-lcwgs-1-3	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CSub_085-Ex1-4C-lcwgs-1-3.1.fq.gz	Adu-CSub_085-Ex1-4C-lcwgs-1-3.2.fq.gz
Sne-ABir_022-Ex1	Sne-ABir_022-Ex1-11F-lcwgs-1-2	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-ABir_022-Ex1-11F-lcwgs-1-2.1.fq.gz	Sne-ABir_022-Ex1-11F-lcwgs-1-2.2.fq.gz
Pba-ABur_002-Ex1	Pba-ABur_002-Ex1-2A-lcwgs_L7	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ABur_002-Ex1-2A-lcwgs_L7_1.fq.gz	Pba-ABur_002-Ex1-2A-lcwgs_L7_2.fq.gz
Pba-CTat_063-Ex1	Pba-CTat_063-Ex1-8D-lcwgs_L8	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CTat_063-Ex1-8D-lcwgs_L8_1.fq.gz	Pba-CTat_063-Ex1-8D-lcwgs_L8_2.fq.gz
Sde-CVal_012-Ex1	Sde-CVal_012-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-CVal_012-Ex1-cssl.1.fq.gz	Sde-CVal_012-Ex1-cssl.2.fq.gz
Lva-APnd_023-Ex1	Lva-APnd_023-Ex1-12B-lcwgs-1-1	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Lva-APnd_023-Ex1-12B-lcwgs-1-1.1.fq.gz	Lva-APnd_023-Ex1-12B-lcwgs-1-1.2.fq.gz
Gmi-CBas_083-Ex1	Gmi-CBas_083-Ex1-cssl2	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture	wahab	cssl	NA	Gmi-CBas_083-Ex1-cssl2.1.fq.gz	Gmi-CBas_083-Ex1-cssl2.2.fq.gz
Sgr-CMvi_057-Ex1	Sgr-CMvi_057-Ex1-8D-lwgs-2-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-CMvi_057-Ex1-8D-lwgs-2-1.1.fq.gz	Sgr-CMvi_057-Ex1-8D-lwgs-2-1.2.fq.gz
Hmi-CPar_041-Ex1	Hmi-CPar_041-Ex1-11A	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/1st_sequencing_run/raw_fq_capture	wahab	cssl	file_pair.5139	Hmi-CPar_041-Ex1-11A.1.fq.gz	Hmi-CPar_041-Ex1-11A.2.fq.gz
Hmi-CPar_041-Ex1	Hmi-CPar_041-Ex1-11A	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus/raw_fq_capture	wahab	cssl	file_pair.5139	Hmi-CPar_041-Ex1-11A.1.fq.gz	Hmi-CPar_041-Ex1-11A.2.fq.gz
Hmi-AMac_027-Ex1	Hmi-AMac_027-Ex1-02E	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/1st_sequencing_run/raw_fq_capture	wahab	cssl	file_pair.5140	Hmi-AMac_027-Ex1-02E.1.fq.gz	Hmi-AMac_027-Ex1-02E.2.fq.gz
Hmi-AMac_027-Ex1	Hmi-AMac_027-Ex1-02E	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus/raw_fq_capture	wahab	cssl	file_pair.5140	Hmi-AMac_027-Ex1-02E.1.fq.gz	Hmi-AMac_027-Ex1-02E.2.fq.gz
Sde-ABul_028-Ex1	Sde-ABul_028-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-ABul_028-Ex1-cssl.1.fq.gz	Sde-ABul_028-Ex1-cssl.2.fq.gz
Pba-AGal_007-Ex1	Pba-AGal_007-Ex1-9F-lcwgs_L2	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-AGal_007-Ex1-9F-lcwgs_L2_1.fq.gz	Pba-AGal_007-Ex1-9F-lcwgs_L2_2.fq.gz
Cha-APnd_001-Ex1	Cha-APnd_001-Ex1-1A-lcwgs-1-2-L4	/archive/carpenterlab/pire/pire_corythoichthys_haematopterus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Cha-APnd_001-Ex1-1A-lcwgs-1-2-L4-1.fq.gz	Cha-APnd_001-Ex1-1A-lcwgs-1-2-L4-2.fq.gz
Pba-AGal_001-Ex1	Pba-AGal_001-Ex1-8H-lcwgs_L6	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-AGal_001-Ex1-8H-lcwgs_L6_1.fq.gz	Pba-AGal_001-Ex1-8H-lcwgs_L6_2.fq.gz
Goy-APnd_058-Ex1	Goy-APnd_058-Ex1-8B-lcwgs-1-T	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Goy-APnd_058-Ex1-8B-lcwgs-1-T.1.fq.gz	Goy-APnd_058-Ex1-8B-lcwgs-1-T.2.fq.gz
Pba-AMar_003-Ex1	Pba-AMar_003-Ex1-3H-lcwgs_L8	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-AMar_003-Ex1-3H-lcwgs_L8_1.fq.gz	Pba-AMar_003-Ex1-3H-lcwgs_L8_2.fq.gz
Sde-CTum_062-Ex1	Sde-CTum_062-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-CTum_062-Ex1-cssl.1.fq.gz	Sde-CTum_062-Ex1-cssl.2.fq.gz
Pba-CCab_085-Ex1	Pba-CCab_085-Ex1-10E-lcwgs_L3	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CCab_085-Ex1-10E-lcwgs_L3_1.fq.gz	Pba-CCab_085-Ex1-10E-lcwgs_L3_2.fq.gz
Sob-CKal_018-Ex2	Sob-CKal_018_Ex2-9H-ssl_L2	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_ssl_data_processing/sphyraena_obtusata/fq_raw_ssl	wahab	ssl	NA	Sob-CKal_018_Ex2-9H-ssl_L2_1.fq.gz	Sob-CKal_018_Ex2-9H-ssl_L2_2.fq.gz
Sor-CPnd_049-Ex1	Sor-CPnd_049-Ex1-3B-lcwgs-1-T	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5153	Sor-CPnd_049-Ex1-3B-lcwgs-1-T.1.fq.gz	Sor-CPnd_049-Ex1-3B-lcwgs-1-T.2.fq.gz
Sor-CPnd_049-Ex1	Sor-CPnd_049-Ex1-3B-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_orbicularis/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5153	Sor-CPnd_049-Ex1-3B-lcwgs-1-T.1.fq.gz	Sor-CPnd_049-Ex1-3B-lcwgs-1-T.2.fq.gz
Adu-ASub_020-Ex1	Adu-ASub_020-Ex1-3D-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-ASub_020-Ex1-3D-lcwgs-1-1.1.fq.gz	Adu-ASub_020-Ex1-3D-lcwgs-1-1.2.fq.gz
Ssp-CGub_022-Ex1	Ssp-CGub_022-Ex1-cssl	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture	wahab	cssl	file_pair.5155	Ssp-CGub_022-Ex1-cssl.1.fq.gz	Ssp-CGub_022-Ex1-cssl.2.fq.gz
Ssp-CGub_022-Ex1	Ssp-CGub_022-Ex1-cssl	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/1st_sequencing_run/fq_raw	wahab	cssl	file_pair.5155	Ssp-CGub_022-Ex1-cssl.1.fq.gz	Ssp-CGub_022-Ex1-cssl.2.fq.gz
Sde-ABul_062-Ex1	Sde-ABul_062-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-ABul_062-Ex1-cssl.1.fq.gz	Sde-ABul_062-Ex1-cssl.2.fq.gz
Pba-CVer_048-Ex1	Pba-CVer_048-Ex1-2A-lcwgs_L8	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_048-Ex1-2A-lcwgs_L8_1.fq.gz	Pba-CVer_048-Ex1-2A-lcwgs_L8_2.fq.gz
Och-CCat_005-Ex1	Och-CCat_005-Ex1-1E-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-CCat_005-Ex1-1E-lcwgs-1-2.1.fq.gz	Och-CCat_005-Ex1-1E-lcwgs-1-2.2.fq.gz
Ssp-CGub_082-Ex1	Ssp-CGub_082-Ex1-cssl	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture	wahab	cssl	file_pair.5159	Ssp-CGub_082-Ex1-cssl.1.fq.gz	Ssp-CGub_082-Ex1-cssl.2.fq.gz
Ssp-CGub_082-Ex1	Ssp-CGub_082-Ex1-cssl	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/1st_sequencing_run/fq_raw	wahab	cssl	file_pair.5159	Ssp-CGub_082-Ex1-cssl.1.fq.gz	Ssp-CGub_082-Ex1-cssl.2.fq.gz
Hte-AJol_046-Ex1	Hte-AJol_046-Ex1-10D-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5160	Hte-AJol_046-Ex1-10D-lcwgs-1-T.1.fq.gz	Hte-AJol_046-Ex1-10D-lcwgs-1-T.2.fq.gz
Hte-AJol_046-Ex1	Hte-AJol_046-Ex1-10D-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5160	Hte-AJol_046-Ex1-10D-lcwgs-1-T.1.fq.gz	Hte-AJol_046-Ex1-10D-lcwgs-1-T.2.fq.gz
Par-CPas_046-Ex1	Par-CPas_046-Ex1-3G-lcwgs-1-T	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Par-CPas_046-Ex1-3G-lcwgs-1-T.1.fq.gz	Par-CPas_046-Ex1-3G-lcwgs-1-T.2.fq.gz
Hte-CBur_095-Ex1	Hte-CBur_095-Ex1-3E-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5162	Hte-CBur_095-Ex1-3E-lcwgs-1-T.1.fq.gz	Hte-CBur_095-Ex1-3E-lcwgs-1-T.2.fq.gz
Hte-CBur_095-Ex1	Hte-CBur_095-Ex1-3E-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5162	Hte-CBur_095-Ex1-3E-lcwgs-1-T.1.fq.gz	Hte-CBur_095-Ex1-3E-lcwgs-1-T.2.fq.gz
Abu-APnd_047-Ex1	Abu-APnd_047-Ex1-10C-lcwgs-1-T	/archive/carpenterlab/pire/pire_ambassis_buruensis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.5163	Abu-APnd_047-Ex1-10C-lcwgs-1-T.1.fq.gz	Abu-APnd_047-Ex1-10C-lcwgs-1-T.2.fq.gz
Abu-APnd_047-Ex1	AbA0604710C_CKDL230010744-1A_HJJH2CCX2_L8	/archive/carpenterlab/pire/pire_ambassis_buruensis_lcwgs/1st_sequencing_run/fq_raw/fq_raw	wahab	lcwgs	file_pair.5163	AbA0604710C_CKDL230010744-1A_HJJH2CCX2_L8_1.fq.gz	AbA0604710C_CKDL230010744-1A_HJJH2CCX2_L8_2.fq.gz
Goy-APnd_040-Ex1	Goy-APnd_040-Ex1-5H-lcwgs-1-T	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Goy-APnd_040-Ex1-5H-lcwgs-1-T.1.fq.gz	Goy-APnd_040-Ex1-5H-lcwgs-1-T.2.fq.gz
Gmi-CBat_056-Ex1	Gmi-CBat_056-Ex1-cssl	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture	wahab	cssl	NA	Gmi-CBat_056-Ex1-cssl.1.fq.gz	Gmi-CBat_056-Ex1-cssl.2.fq.gz
Sgr-CJol_041-Ex1	Sgr-CJol_041-Ex1-4B-lwgs-1-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-CJol_041-Ex1-4B-lwgs-1-1.1.fq.gz	Sgr-CJol_041-Ex1-4B-lwgs-1-1.2.fq.gz
Goy-APnd_038-Ex1	Goy-APnd_038-Ex1-5F-lcwgs-1-2	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Goy-APnd_038-Ex1-5F-lcwgs-1-2.1.fq.gz	Goy-APnd_038-Ex1-5F-lcwgs-1-2.2.fq.gz
Tzo-ABol_045-Ex1	Tzo_ABol_045_Ex1_9D_lcwgs_1_2_L3	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/ABol	wahab	lcwgs	NA	Tzo_ABol_045_Ex1_9D_lcwgs_1_2_L3-1.fq.gz	Tzo_ABol_045_Ex1_9D_lcwgs_1_2_L3-2.fq.gz
Sin-CPnd_023-Ex1	Sin-CPnd_023-Ex1-12B-lcwgs-1-2	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sin-CPnd_023-Ex1-12B-lcwgs-1-2.1.fq.gz	Sin-CPnd_023-Ex1-12B-lcwgs-1-2.2.fq.gz
Hmi-CBas_010-Ex1	Hmi-CBas_010-Ex1-06E	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/1st_sequencing_run/raw_fq_capture	wahab	cssl	file_pair.5170	Hmi-CBas_010-Ex1-06E.1.fq.gz	Hmi-CBas_010-Ex1-06E.2.fq.gz
Hmi-CBas_010-Ex1	Hmi-CBas_010-Ex1-06E	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus/raw_fq_capture	wahab	cssl	file_pair.5170	Hmi-CBas_010-Ex1-06E.1.fq.gz	Hmi-CBas_010-Ex1-06E.2.fq.gz
Pba-ABur_001-Ex1	Pba-ABur_001-Ex1-1A-lcwgs_L6	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ABur_001-Ex1-1A-lcwgs_L6_1.fq.gz	Pba-ABur_001-Ex1-1A-lcwgs_L6_2.fq.gz
Sor-CPnd_017-Ex1	Sor-CPnd_017-Ex1-3G-lcwgs-1-3	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sor-CPnd_017-Ex1-3G-lcwgs-1-3.1.fq.gz	Sor-CPnd_017-Ex1-3G-lcwgs-1-3.2.fq.gz
