extraction_id	file_prefix	hpc_path	hpc_name	sequencing_type	duplicated_sequence_pair	file_forward	file_reverse
Aen-CBat_024-Ex1	AeC01024_CKDL210012719-1a-AK5577-AK533_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12326	AeC01024_CKDL210012719-1a-AK5577-AK533_HF5TCDSX2_L1_1.fq.gz	AeC01024_CKDL210012719-1a-AK5577-AK533_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_024-Ex1	AeC01024_CKDL210012719-1a-AK5577-AK533_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12326	AeC01024_CKDL210012719-1a-AK5577-AK533_HF5TCDSX2_L1_1.fq.gz	AeC01024_CKDL210012719-1a-AK5577-AK533_HF5TCDSX2_L1_2.fq.gz
Lle-CNas_066-Ex1	LlC01066_CKDL210012719-1a-AK9142-AK4997_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01066_CKDL210012719-1a-AK9142-AK4997_HF5TCDSX2_L1_1.fq.gz	LlC01066_CKDL210012719-1a-AK9142-AK4997_HF5TCDSX2_L1_2.fq.gz
Lle-CNas_068-Ex1	LlC01068_CKDL210012719-1a-AK8410-AK4997_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01068_CKDL210012719-1a-AK8410-AK4997_HF5TCDSX2_L1_1.fq.gz	LlC01068_CKDL210012719-1a-AK8410-AK4997_HF5TCDSX2_L1_2.fq.gz
Lle-AHam_009-Ex1	LlA01009_CKDL210012719-1a-5UDI312-7UDI214_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlA01009_CKDL210012719-1a-5UDI312-7UDI214_HF5TCDSX2_L1_1.fq.gz	LlA01009_CKDL210012719-1a-5UDI312-7UDI214_HF5TCDSX2_L1_2.fq.gz
Psq-CVer_051-Ex1	PsC0105111D_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsC0105111D_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsC0105111D_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Sde-AMat_019-Ex1	SdA01019_CKDL210020579-1a-AK7078-AK7557_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA01019_CKDL210020579-1a-AK7078-AK7557_HKGLMDSX2_L2_1.fq.gz	SdA01019_CKDL210020579-1a-AK7078-AK7557_HKGLMDSX2_L2_2.fq.gz
Sde-CHam_090-Ex1	SdC02090_CKDL210020579-1a-AK8587-7UDI214_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdC02090_CKDL210020579-1a-AK8587-7UDI214_HKGLMDSX2_L2_1.fq.gz	SdC02090_CKDL210020579-1a-AK8587-7UDI214_HKGLMDSX2_L2_2.fq.gz
Psq-AGal_035-Ex1	PsA0103511C_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0103511C_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0103511C_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Lle-CNas_093-Ex1	LlC01093_CKDL210012719-1a-AK6260-7UDI227_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01093_CKDL210012719-1a-AK6260-7UDI227_HF5TCDSX2_L1_1.fq.gz	LlC01093_CKDL210012719-1a-AK6260-7UDI227_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_016-Ex1	AeC01016_CKDL210012719-1a-AK9143-AK7557_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12479	AeC01016_CKDL210012719-1a-AK9143-AK7557_HF5TCDSX2_L1_1.fq.gz	AeC01016_CKDL210012719-1a-AK9143-AK7557_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_016-Ex1	AeC01016_CKDL210012719-1a-AK9143-AK7557_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12479	AeC01016_CKDL210012719-1a-AK9143-AK7557_HF5TCDSX2_L1_1.fq.gz	AeC01016_CKDL210012719-1a-AK9143-AK7557_HF5TCDSX2_L1_2.fq.gz
Lle-CNas_031-Ex1	LlC01031_CKDL210012719-1a-AK7010-AK9148_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01031_CKDL210012719-1a-AK7010-AK9148_HF5TCDSX2_L1_1.fq.gz	LlC01031_CKDL210012719-1a-AK7010-AK9148_HF5TCDSX2_L1_2.fq.gz
Sde-AMat_022-Ex1	SdA01022_CKDL210020579-1a-AK7078-AK4236_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA01022_CKDL210020579-1a-AK7078-AK4236_HKGLMDSX2_L2_1.fq.gz	SdA01022_CKDL210020579-1a-AK7078-AK4236_HKGLMDSX2_L2_2.fq.gz
Psq-CVer_065-Ex1	PsC0106504A_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsC0106504A_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsC0106504A_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Aen-AHam_031-Ex1	AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12538	AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1_1.fq.gz	AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1_2.fq.gz
Aen-AHam_031-Ex1	AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12538	AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1_1.fq.gz	AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_092-Ex1	AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12581	AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1_1.fq.gz	AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_092-Ex1	AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12581	AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1_1.fq.gz	AeC01092_CKDL210012719-1a-5UDI245-GD06_HF5TCDSX2_L1_2.fq.gz
Gmi-CBat_045-Ex1	GmC01045_CKDL210018111-1a-AK6881-AK7558_HH72GDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/1st_sequencing_run/raw_fq_capture	wahab	cssl	NA	GmC01045_CKDL210018111-1a-AK6881-AK7558_HH72GDSX2_L1_1.fq.gz	GmC01045_CKDL210018111-1a-AK6881-AK7558_HH72GDSX2_L1_2.fq.gz
Sde-CMat_017-Ex1	SdC01017_CKDL210020579-1a-AK7759-7UDI227_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdC01017_CKDL210020579-1a-AK7759-7UDI227_HKGLMDSX2_L2_1.fq.gz	SdC01017_CKDL210020579-1a-AK7759-7UDI227_HKGLMDSX2_L2_2.fq.gz
Aen-CBat_015-Ex1	AeC01015_CKDL210012719-1a-AK7078-AK7557_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12615	AeC01015_CKDL210012719-1a-AK7078-AK7557_HF5TCDSX2_L1_1.fq.gz	AeC01015_CKDL210012719-1a-AK7078-AK7557_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_015-Ex1	AeC01015_CKDL210012719-1a-AK7078-AK7557_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12615	AeC01015_CKDL210012719-1a-AK7078-AK7557_HF5TCDSX2_L1_1.fq.gz	AeC01015_CKDL210012719-1a-AK7078-AK7557_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_028-Ex1	AeC01028_CKDL210012719-1a-AK9143-AK8488_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12635	AeC01028_CKDL210012719-1a-AK9143-AK8488_HF5TCDSX2_L1_1.fq.gz	AeC01028_CKDL210012719-1a-AK9143-AK8488_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_028-Ex1	AeC01028_CKDL210012719-1a-AK9143-AK8488_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12635	AeC01028_CKDL210012719-1a-AK9143-AK8488_HF5TCDSX2_L1_1.fq.gz	AeC01028_CKDL210012719-1a-AK9143-AK8488_HF5TCDSX2_L1_2.fq.gz
Psq-CVer_085-Ex1	PsC0108511E_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsC0108511E_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsC0108511E_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Sde-CMat_020-Ex1	SdC01020_CKDL210020579-1a-AK6881-7UDI243_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdC01020_CKDL210020579-1a-AK6881-7UDI243_HKGLMDSX2_L2_1.fq.gz	SdC01020_CKDL210020579-1a-AK6881-7UDI243_HKGLMDSX2_L2_2.fq.gz
Lle-AHam_002-Ex1	LlA01002_CKDL210012719-1a-AK6881-AK7558_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlA01002_CKDL210012719-1a-AK6881-AK7558_HF5TCDSX2_L1_1.fq.gz	LlA01002_CKDL210012719-1a-AK6881-AK7558_HF5TCDSX2_L1_2.fq.gz
Psq-AGal_057-Ex1	PsA0105709E_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0105709E_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0105709E_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Sde-CMat_024-Ex1	SdC01024_CKDL210020579-1a-AK7761-AK33_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdC01024_CKDL210020579-1a-AK7761-AK33_HKGLMDSX2_L2_1.fq.gz	SdC01024_CKDL210020579-1a-AK7761-AK33_HKGLMDSX2_L2_2.fq.gz
Psq-CVer_056-Ex1	PsC0105611A_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsC0105611A_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsC0105611A_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Sde-AMat_055-Ex1	SdA01055_CKDL210020579-1a-AK8593-GD06_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA01055_CKDL210020579-1a-AK8593-GD06_HKGLMDSX2_L2_1.fq.gz	SdA01055_CKDL210020579-1a-AK8593-GD06_HKGLMDSX2_L2_2.fq.gz
Lle-CNas_028-Ex1	LlC01028_CKDL210012719-1a-AK7761-7UDI227_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01028_CKDL210012719-1a-AK7761-7UDI227_HF5TCDSX2_L1_1.fq.gz	LlC01028_CKDL210012719-1a-AK7761-7UDI227_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_039-Ex1	AeC01039_CKDL210012719-1a-AK7078-GC06_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12726	AeC01039_CKDL210012719-1a-AK7078-GC06_HF5TCDSX2_L1_1.fq.gz	AeC01039_CKDL210012719-1a-AK7078-GC06_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_039-Ex1	AeC01039_CKDL210012719-1a-AK7078-GC06_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12726	AeC01039_CKDL210012719-1a-AK7078-GC06_HF5TCDSX2_L1_1.fq.gz	AeC01039_CKDL210012719-1a-AK7078-GC06_HF5TCDSX2_L1_2.fq.gz
Aen-AHam_012-Ex1	AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12737	AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1_1.fq.gz	AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1_2.fq.gz
Aen-AHam_012-Ex1	AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12737	AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1_1.fq.gz	AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1_2.fq.gz
Psq-AGal_030-Ex1	PsA0103006C_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0103006C_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0103006C_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Gmi-ABas_021-Ex1	GmA02021_CKDL210018111-1a-AK9144-GD06_HH72GDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/1st_sequencing_run/raw_fq_capture	wahab	cssl	NA	GmA02021_CKDL210018111-1a-AK9144-GD06_HH72GDSX2_L1_1.fq.gz	GmA02021_CKDL210018111-1a-AK9144-GD06_HH72GDSX2_L1_2.fq.gz
Psq-AGal_096-Ex1	PsA0109612H_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0109612H_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0109612H_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Psq-CVer_043-Ex1	PsC0104309B_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsC0104309B_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsC0104309B_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Lle-CNas_040-Ex1	LlC01040_CKDL210012719-1a-5UDI312-AK892_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01040_CKDL210012719-1a-5UDI312-AK892_HF5TCDSX2_L1_1.fq.gz	LlC01040_CKDL210012719-1a-5UDI312-AK892_HF5TCDSX2_L1_2.fq.gz
Sde-AMar_052-Ex1	SdA02052_CKDL210020579-1a-AK9143-7UDI304_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA02052_CKDL210020579-1a-AK9143-7UDI304_HKGLMDSX2_L2_1.fq.gz	SdA02052_CKDL210020579-1a-AK9143-7UDI304_HKGLMDSX2_L2_2.fq.gz
Gmi-CBas_007-Ex1	GmC02007_CKDL210018111-1a-AK7010-AK892_HH72GDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/1st_sequencing_run/raw_fq_capture	wahab	cssl	NA	GmC02007_CKDL210018111-1a-AK7010-AK892_HH72GDSX2_L1_1.fq.gz	GmC02007_CKDL210018111-1a-AK7010-AK892_HH72GDSX2_L1_2.fq.gz
Sde-CMat_029-Ex1	SdC01029_CKDL210020579-1a-AK8410-AK8544_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdC01029_CKDL210020579-1a-AK8410-AK8544_HKGLMDSX2_L2_1.fq.gz	SdC01029_CKDL210020579-1a-AK8410-AK8544_HKGLMDSX2_L2_2.fq.gz
Aen-CBat_020-Ex1	AeC01020_CKDL210012719-1a-5UDI245-AK7557_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.12895	AeC01020_CKDL210012719-1a-5UDI245-AK7557_HF5TCDSX2_L1_1.fq.gz	AeC01020_CKDL210012719-1a-5UDI245-AK7557_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_020-Ex1	AeC01020_CKDL210012719-1a-5UDI245-AK7557_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.12895	AeC01020_CKDL210012719-1a-5UDI245-AK7557_HF5TCDSX2_L1_1.fq.gz	AeC01020_CKDL210012719-1a-5UDI245-AK7557_HF5TCDSX2_L1_2.fq.gz
Sfu-CBai_037-Ex1	SfC0703711A_CKDL220033555-1A_HMMWCDSX5_L3	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/siganus_fuscescens/shotgun_raw_fq	wahab	ssl	NA	SfC0703711A_CKDL220033555-1A_HMMWCDSX5_L3_1.fq.gz	SfC0703711A_CKDL220033555-1A_HMMWCDSX5_L3_2.fq.gz
Psq-AGal_022-Ex1	PsA0102210B_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0102210B_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0102210B_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Psq-CVer_032-Ex1	PsC0103210B_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsC0103210B_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsC0103210B_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Sde-AMar_056-Ex1	SdA02056_CKDL210020579-1a-5UDI225-7UDI286_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA02056_CKDL210020579-1a-5UDI225-7UDI286_HKGLMDSX2_L2_1.fq.gz	SdA02056_CKDL210020579-1a-5UDI225-7UDI286_HKGLMDSX2_L2_2.fq.gz
Gmi-CBas_033-Ex1	GmC02033_CKDL210018111-1a-AK6881-7UDI227_HH72GDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/1st_sequencing_run/raw_fq_capture	wahab	cssl	NA	GmC02033_CKDL210018111-1a-AK6881-7UDI227_HH72GDSX2_L1_1.fq.gz	GmC02033_CKDL210018111-1a-AK6881-7UDI227_HH72GDSX2_L1_2.fq.gz
Gmi-CBas_082-Ex1	GmC02082_CKDL210018111-1a-AK3905-AK892_HH72GDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/1st_sequencing_run/raw_fq_capture	wahab	cssl	NA	GmC02082_CKDL210018111-1a-AK3905-AK892_HH72GDSX2_L1_1.fq.gz	GmC02082_CKDL210018111-1a-AK3905-AK892_HH72GDSX2_L1_2.fq.gz
Lle-AHam_028-Ex1	LlA01028_CKDL210012719-1a-AK6260-AK7558_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlA01028_CKDL210012719-1a-AK6260-AK7558_HF5TCDSX2_L1_1.fq.gz	LlA01028_CKDL210012719-1a-AK6260-AK7558_HF5TCDSX2_L1_2.fq.gz
Sde-CMat_085-Ex1	SdC01085_CKDL210020579-1a-AK7010-AK33_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdC01085_CKDL210020579-1a-AK7010-AK33_HKGLMDSX2_L2_1.fq.gz	SdC01085_CKDL210020579-1a-AK7010-AK33_HKGLMDSX2_L2_2.fq.gz
Psq-AGal_037-Ex1	PsA0103701D_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0103701D_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0103701D_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Aen-CBat_042-Ex1	AeC01042_CKDL210012719-1a-AK9144-GC06_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.13047	AeC01042_CKDL210012719-1a-AK9144-GC06_HF5TCDSX2_L1_1.fq.gz	AeC01042_CKDL210012719-1a-AK9144-GC06_HF5TCDSX2_L1_2.fq.gz
Aen-CBat_042-Ex1	AeC01042_CKDL210012719-1a-AK9144-GC06_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.13047	AeC01042_CKDL210012719-1a-AK9144-GC06_HF5TCDSX2_L1_1.fq.gz	AeC01042_CKDL210012719-1a-AK9144-GC06_HF5TCDSX2_L1_2.fq.gz
Sde-AMar_015-Ex1	SdA02015_CKDL210020579-1a-AK7078-7UDI286_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA02015_CKDL210020579-1a-AK7078-7UDI286_HKGLMDSX2_L2_1.fq.gz	SdA02015_CKDL210020579-1a-AK7078-7UDI286_HKGLMDSX2_L2_2.fq.gz
Gmi-CBas_022-Ex1	GmC02022_CKDL210018111-1a-AK3905-7UDI227_HH72GDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/1st_sequencing_run/raw_fq_capture	wahab	cssl	NA	GmC02022_CKDL210018111-1a-AK3905-7UDI227_HH72GDSX2_L1_1.fq.gz	GmC02022_CKDL210018111-1a-AK3905-7UDI227_HH72GDSX2_L1_2.fq.gz
Lle-CNas_085-Ex1	LlC01085_CKDL210012719-1a-AK3905-7UDI243_HF5TCDSX2_L1	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture	wahab	cssl	NA	LlC01085_CKDL210012719-1a-AK3905-7UDI243_HF5TCDSX2_L1_1.fq.gz	LlC01085_CKDL210012719-1a-AK3905-7UDI243_HF5TCDSX2_L1_2.fq.gz
Aen-AHam_041-Ex1	AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1	/archive/carpenterlab/pire/pire_atherinomorus_endrachtensis_cssl/fq_raw	wahab	cssl	file_pair.13142	AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1_1.fq.gz	AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1_2.fq.gz
Aen-AHam_041-Ex1	AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/atherinomorus_endrachtensis/fq_raw	wahab	cssl	file_pair.13142	AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1_1.fq.gz	AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1_2.fq.gz
Psq-AGal_011-Ex1	PsA0101111A_CKDL230020793-1A_HJFFNCCX2_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	PsA0101111A_CKDL230020793-1A_HJFFNCCX2_L4_1.fq.gz	PsA0101111A_CKDL230020793-1A_HJFFNCCX2_L4_2.fq.gz
Sde-AMat_068-Ex1	SdA01068_CKDL210020579-1a-5UDI294-AK4236_HKGLMDSX2_L2	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/fq_raw	wahab	cssl	NA	SdA01068_CKDL210020579-1a-5UDI294-AK4236_HKGLMDSX2_L2_1.fq.gz	SdA01068_CKDL210020579-1a-5UDI294-AK4236_HKGLMDSX2_L2_2.fq.gz
