extraction_id	file_prefix	hpc_path	hpc_name	sequencing_type	duplicated_sequence_pair	file_forward	file_reverse	correction_applied	correction_id	correction_details	correction_date
Sde-ASac_002-Ex1	SdA0900202AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900202AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900202AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_002-Ex1	SdA0900202AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900202AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900202AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_003-Ex1	SdA0900303AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900303AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900303AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_003-Ex1	SdA0900303AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900303AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900303AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_004-Ex1	SdA0900404AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900404AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900404AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_004-Ex1	SdA0900404AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900404AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900404AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_006-Ex1	SdA0900606AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900606AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900606AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_006-Ex1	SdA0900606AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900606AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900606AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_007-Ex1	SdA0900707AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900707AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900707AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_007-Ex1	SdA0900707AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900707AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900707AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_008-Ex1	SdA0900808AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900808AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900808AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_008-Ex1	SdA0900808AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900808AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900808AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_009-Ex1	SdA0900909AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900909AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0900909AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_009-Ex1	SdA0900909AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0900909AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0900909AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_010-Ex1	SdA0901010AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901010AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901010AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_010-Ex1	SdA0901010AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901010AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901010AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_011-Ex1	SdA0901111AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901111AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901111AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_011-Ex1	SdA0901111AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901111AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901111AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_012-Ex1	SdA0901212AWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901212AWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901212AWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_012-Ex1	SdA0901212AWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901212AWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901212AWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_013-Ex1	SdA0901301BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901301BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901301BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_013-Ex1	SdA0901301BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901301BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901301BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_014-Ex1	SdA0901402BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901402BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901402BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_014-Ex1	SdA0901402BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901402BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901402BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_015-Ex1	SdA0901503BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901503BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901503BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_015-Ex1	SdA0901503BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901503BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901503BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_016-Ex1	SdA0901604BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901604BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901604BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_016-Ex1	SdA0901604BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901604BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901604BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_017-Ex1	SdA0901705BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901705BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901705BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_017-Ex1	SdA0901705BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901705BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901705BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_018-Ex1	SdA0901806BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901806BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0901806BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_018-Ex1	SdA0901806BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0901806BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0901806BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_020-Ex1	SdA0902008BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902008BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902008BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_020-Ex1	SdA0902008BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902008BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902008BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_021-Ex1	SdA0902109BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902109BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902109BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_021-Ex1	SdA0902109BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902109BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902109BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_022-Ex1	SdA0902210BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902210BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902210BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_022-Ex1	SdA0902210BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902210BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902210BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_023-Ex1	SdA0902311BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902311BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902311BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_023-Ex1	SdA0902311BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902311BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902311BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_024-Ex1	SdA0902412BWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902412BWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902412BWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_024-Ex1	SdA0902412BWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902412BWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902412BWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_025-Ex1	SdA0902501CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902501CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902501CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_025-Ex1	SdA0902501CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902501CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902501CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_026-Ex1	SdA0902602CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902602CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902602CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_026-Ex1	SdA0902602CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902602CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902602CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_027-Ex1	SdA0902703CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902703CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902703CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_027-Ex1	SdA0902703CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902703CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902703CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_028-Ex1	SdA0902804CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902804CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902804CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_028-Ex1	SdA0902804CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902804CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902804CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_029-Ex1	SdA0902905CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902905CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0902905CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_029-Ex1	SdA0902905CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0902905CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0902905CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_031-Ex1	SdA0903107CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903107CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903107CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_031-Ex1	SdA0903107CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903107CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903107CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_032-Ex1	SdA0903208CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903208CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903208CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_032-Ex1	SdA0903208CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903208CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903208CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_033-Ex1	SdA0903309CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903309CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903309CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_033-Ex1	SdA0903309CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903309CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903309CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_034-Ex1	SdA0903410CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903410CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903410CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_034-Ex1	SdA0903410CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903410CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903410CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_035-Ex1	SdA0903511CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903511CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903511CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_035-Ex1	SdA0903511CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903511CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903511CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_036-Ex1	SdA0903612CWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903612CWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903612CWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_036-Ex1	SdA0903612CWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903612CWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903612CWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_037-Ex1	SdA0903701DWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903701DWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903701DWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_037-Ex1	SdA0903701DWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903701DWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903701DWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
Sde-ASac_038-Ex1	SdA0903802DWGSZ_WKDL260008953-1A_237VHMLT4_L4	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903802DWGSZ_WKDL260008953-1A_237VHMLT4_L4_1.fq.gz	SdA0903802DWGSZ_WKDL260008953-1A_237VHMLT4_L4_2.fq.gz	FALSE			
Sde-ASac_038-Ex1	SdA0903802DWGSZ_WKDL260008953-1A_237VHMLT4_L5	/archive/carpenterlab/pire/raw_sequence_archive/spratelloides_delicatulus/20260629_Sde-lcwgs	wahab	lcwgs		SdA0903802DWGSZ_WKDL260008953-1A_237VHMLT4_L5_1.fq.gz	SdA0903802DWGSZ_WKDL260008953-1A_237VHMLT4_L5_2.fq.gz	FALSE			
