Lot_ID	collection_year_start	collection_month_start	collection_day_start	collection_year_end	collection_month_end	collection_day_end	Date_Collected	Collection_era	Collector	Species_verified	Physical_location_of_lot	check_location?	Freezer_Location	Box_ID	Bottles	Storage_solution	Type_of_Study	ODU_collection_catalog_number	Individuals	Size-USNM_(mm)	size_direct_observation_(mm)	Species_valid_name_majority	Collection_site	Site_ID	Match_ID	latitude	longitude	Lot_status	Priority	project_owner	Notes	Collection_status	Duplicate_count
MTI-2023_03_04	2023	2	22	2023	2	22	44979	Contemporary	KEC_AB_Ting	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	MTI-2023_03_04	72	NA	NA	Sphaeramia orbicularis	Tamisan, Pujada Bay	Tam	Mati	6.8342457	126.290507	collected	NA	NA	NA	NA	NA
SAM-2022_02_10	2022	10	3	2022	10	3	44837	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	2	DESS	PIRE	SAM-2022_02_10	100	NA	NA	Sphaeramia_nematoptera	Biri, Northern Samar	Cab	Bali	12.6643633	124.361624	sent_to_TAMUCC	NA	NA	Albatross duplicate for Biri; collected off Sto. Nino, Biri Island. Site ID changed to Cab to reflect that it is the same area as Cabacungan. Downstream analyses will have issues with renaming if the new Site_ID is used.	NA	NA
171533	1909	6	2	1909	6	2	3441	Albatross	Albatross	Kent_Jem_on_11/30/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	10	NA	41-52	Sphaeramia_nematoptera	Biri_Channel	Bir	Bali	12.6218848	124.396526	sent_to_TAMUCC	1	Jem_(and_Eric?)	Despite_lack_of_markings,_ID_has_been_confirmed_by_Kent_&_Jem_by_looking_at_the_elongate_2nd_dorsal_fin_&_number_of_gill_rakers_on_1st_arch_(32-37)._Contemporary_match_had_15_individuals_only	collected_partial	15
171528	1909	6	1	1909	6	1	3440	Albatross	Albatross	Jem_on_1/18/2022	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	11	NA	35-54	Sphaeramia_nematoptera	Biri_Channel	Bir	Bali	12.6218848	124.396526	sent_to_TAMUCC	1	Jem_(and_Eric?)	ID_confirmed_by_Jem._Contemporary_match_had_15_individuals_only	collected_partial	15
171543	1909	6	1	1909	6	1	3440	Albatross	Albatross	Jem_on_1/18/2022	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	7	NA	35-54	Sphaeramia_nematoptera	Biri_Channel	Bir	Bali	12.6218848	124.396526	sent_to_TAMUCC	1	Jem_(and_Eric?)	ID_confirmed_by_Jem._Contemporary_match_had_15_individuals_only	collected_partial	15
Sul-2021-03_01	2021	10	11	2021	10	11	44480	Contemporary	Abner_Akkil_Argamar	Abner	SUML	NA	NA	NA	NA	DESS	PIRE	Sul-2021-03_01	92	NA	NA	Sphaeramia_nematoptera	Bongao_Channel	Taw	Tawi	5.0345263	119.744525	lcWGS	NA	Jem_(and_Eric?)	Stored_in_DESS_24_individuals_remained_unsubsampled_28_from_ETOH	NA	NA
Sul-2019-05_01	2019	5	24	2019	5	24	43609	Contemporary	Ting	NA	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	28	NA	NA	Sphaeramia_nematoptera	Bongao_Fish_Market,_Tawi-Tawi	Taw	Tawi	5.029866	119.775417	lcWGS	1	Jem_(and_Eric?)	Check_lot_match_from_Tataan_Pass_Anchorage,_Jolo,_Sulu_to_determine_Match_ID	NA	NA
Sam-2022-02_06	2022	2	3	2022	2	3	44595	Contemporary	Kent&Abner	Kent	NA	NA	NA	NA	1	DESS	PIRE	Sam_02_2022_06	15	NA	NA	Sphaeramia_nematoptera	Cabacungan,_Allen,_Northern_Samar	Cab	Bali	NA	NA	sent to TAMUCC	NA	Jem	fisherman_claimed_he_got_this_from_Magsaysay_near_Biri_Islands	NA	NA
Jol-2021-03_02	2021	12	12	2021	12	12	44542	Contemporary	Abner	Abner	NA	NA	NA	NA	1	DESS	Connectivity	Jol_03_02	100	NA	NA	Sphaeramia_nematoptera	Jolo_Island	Jol	NA	NA	NA	NA	NA	Jem	NA	NA	NA
Boh-2021-06_01	2021	11	10	2021	11	10	44510	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-06_01	71	NA	NA	Sphaeramia_nematoptera	Mantatao_Id	Mta	NA	9.9407386	123.852747	NA	NA	Jem_(and_Eric?)	NA	NA	NA
171546	1908	3	26	1908	3	26	3008	Albatross	Albatross	Jem_on_1/18/2022	ODU	Y	NA	NA	1	EtOH	PIRE	NA	6	NA	32-50	Sphaeramia_nematoptera	Romblon_Harbor	Rom	Romb	NA	NA	libReady	1	Jem_(and_Eric?)	ID_confirmed_by_Jem.	collected_full	94
171531	1908	3	25	1908	3	25	3007	Albatross	Albatross	Jem_on_1/18/2022	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	37	NA	35-43	Sphaeramia_nematoptera	Romblon_Harbor	Rom	Romb	12.5837098	122.272078	libReady	1	Jem_(and_Eric?)	There_were_only_37_individuals._ID_confirmed_by_Jem.	collected_full	94
Rom-2022-01_002	2022	7	13	2022	7	13	44755	Contemporary	Jem	JGB	SUML	NA	NA	NA	1	DESS	PIRE	Rom-2022-01_002	94	NA	NA	Sphaeramia_nematoptera	Sitio_Agbuyog	Rom	Romb	NA	NA	libReady	1	Jem	6_whole_88_tails._DESS_changed_on_7/21/22	NA	NA
171534	1908	2	20	1908	2	20	2973	Albatross	Albatross	Jem_on_1/18/2022	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	27	NA	31-49	Sphaeramia_nematoptera	Tataan_Pass_Anchorage	Taw	Tawi	5.0345263	119.744525	lcWGS	1	Jem_(and_Eric?)	24_subsampled._Contemporary_already_collected_by_Ting	extracted	NA
SIP-2023-07_02	2023	4	18	2023	4	18	45034	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	9	NA	NA	Sphaeramia_nematoptera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAI-2023-01_01	2023	6	2	2023	6	2	45079	Contemporary	KEC_AB	NA	ODU	NA	NA	NA	1	DESS	NA	BAI-2023-01_01	23	NA	NA	Sphaeramia_orbicularis	Bais, Negros Or.	NA	NA	NA	NA	collected	NA	NA	NA	NA	NA
MAS-2022-02_01	2022	4	18	2022	4	18	44669	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-02_01	37	NA	NA	Sphaeramia_orbicularis	Port_Busin	Bur	CanB	13.1258247	122.975714	NA	NA	NA	NA	NA	NA
Cor-2023-03_01	2023	1	31	2023	1	31	44957	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	Cor-2023_03_01	102	NA	NA	Sphaeramia_orbicularis	Tagumpay, Coron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIQ-2023-01_01	2023	6	25	2023	6	25	45102	Contemporary	KEC_AB	NA	ODU	NA	NA	NA	1	DESS	NA	SIQ-2023-01_01	62	NA	NA	Sphaeramia_orbicularis	NA	NA	NA	NA	NA	collected	NA	NA	NA	NA	NA
SIP-2023-07_03	2023	4	18	2023	4	18	45034	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	47	NA	NA	Sphaeramia_orbicularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEM-2023-03_02	2023	4	15	2023	4	15	45031	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	NA	100	NA	NA	Sphaeramia_orbicularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DUM-2023-01_01	2023	4	8	2023	4	8	45024	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	19	NA	NA	Sphaeramia_orbicularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171202	1909	3	11	1909	3	11	3358	Albatross	Albatross	Kent_Jem_on_11/30/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	55	NA	36-70	Sphaeramia_orbicularis 1	Canmahala_Bay	Can	CanB	13.2195058	123.041741	extracted	1	Eric_Garcia	(171202_171207_105345_to_combined_into_one)._4/50_subsampled._No_contemporary_samples_yet._Included_in_Cebu-Bohol_Guide._Confirmed_by_Kent_&_Jem_on_11/30/2021.	to_collect	0
105345	1909	3	8	1909	3	8	3355	Albatross	Albatross	NA	USNM_to_bring	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Sphaeramia_orbicularis 1	Port_Busin	Bur	CanB	13.0911153	122.951328	collected	1	Eric_Garcia	(171202_171207_105345_to_combined_into_one)._To_confirm_ID_Combined_lot,_previously_requested,_SI_staff_could_not_find_lot	to_collect	0
171207	1909	3	8	1909	3	8	3355	Albatross	Albatross	Kent_Jem_on_11/30/22	ODU	Y	NA	NA	1	EtOH	PIRE	NA	16	NA	34-60	Sphaeramia_orbicularis 1	Port_Busin	Bur	CanB	13.0911153	122.951328	extracted	1	Eric_Garcia	(171202_171207_105345_to_combined_into_one)_ID_confirmed_on_11/30/2021_by_Jem._There_were_only_16_plus_one_very_tiny_fish_that_is_20mm,_potentially_a_goby._USNM_should_be_informed_that_there_is_only_16.	to_collect	0
MAS-2022-02_07	2022	4	18	2022	4	18	44669	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-02_07	102	NA	NA	Sphaeramia_orbicularis 1	Port_Busin	Bur	CanB	13.1258247	122.975714	extracted	NA	NA	NA	NA	NA
Jol-2021-03_01	2021	12	12	2021	12	12	44542	Contemporary	Abner	Abner	NA	NA	NA	NA	1	DESS	connectivity	Jol_03_01	25	NA	NA	Sphaeramia_orbicularis 2	Jolo_Island	Jol	Jolo	NA	NA	collected	NA	NA	NA	NA	NA
171206	1908	4	7	1908	4	7	3020	Albatross	Albatross	Kent_Jem_on_11/30/22	ODU	Y	NA	NA	1	EtOH	PIRE	NA	22	NA	12-56	Sphaeramia_orbicularis 3	Cebu_Market	Ceb	Pand	10.2950309	123.912569	population_analyses	1	John_Whalen_&Eric	Confirmed_ID_by_Kent_&_Jem_on_11/30/2021._There_are_3_individuals_that_are_very_small_with_~12mm_SL._On_average,_SL=35mm.	collected	NA
Boh-2021-02_07	2021	11	6	2021	11	6	44506	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	PIRE	Boh-2021-02_07	38	NA	NA	Sphaeramia_orbicularis 3	Pandanon_Id	Pnd	Pand	10.1727237	124.078053	population_analyses	1	John_Whalen_&Eric	same_bottle_as_Boh-2021-02_12	NA	NA
Boh-2021-02_12	2021	11	6	2021	11	6	44506	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	PIRE	Boh-2021-02_12	34	NA	NA	Sphaeramia_orbicularis 3	Pandanon_Id	Pnd	Pand	10.1727237	124.078053	population_analyses	1	John_Whalen_&Eric	same_bottle_as_Boh-2021-02_07	NA	NA
PAL-2022-05_01	2022	8	15	2022	8	15	44788	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_05_01	100	NA	NA	Sphaeramia_orbicularis 4	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	collected by fishermen of Liminangcong	collected	NA
Cor-2023-02_01	2023	1	30	2023	1	30	44956	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	Cor-2023_02_01	103	NA	NA	Sphyraena obtusata	Coron Fish Market	NA	NA	NA	NA	NA	NA	NA	fishers claimed from Culion	NA	NA
BAI-2023-01_03	2023	6	2	2023	6	2	45079	Contemporary	KEC_AB	NA	ODU	NA	NA	NA	1	DESS	NA	BAI-2023-01_03	14	NA	NA	Sphyraena_obtusata	Bais, Negros Or.	NA	NA	NA	NA	collected	NA	NA	NA	NA	NA
REU-2019-009_009	2019	6	27	2019	6	27	43643	Contemporary	Ivan_Zoe_Adriana	Eric_Ivan_Maddy	ODU	Check_subsampled	NA	NA	cryovials	EtOH	Connectivity	REU-2019-09_(009)	34	NA	NA	Sphyraena_obtusata	Bais_Bay	Bai	NA	NA	NA	subsampled	4	John_Whalen	NA	NA	Connectivity
REU-2019-001_001	2019	7	15	2019	7	15	43661	Contemporary	Dioscoro_Inocencio	Eric_Ivan	ODU	Check_subsampled	NA	NA	cryovials	EtOH	Connectivity	REU-2019-01_(001)	116	NA	NA	Sphyraena_obtusata	Dumaguete	Dgt	NA	NA	NA	subsampled	4	John_Whalen	NA	NA	Connectivity
137219	1908	7	13	1908	7	13	3117	Albatross	Albatross	NA	ODU	NA	NA	NA	1	EtOH	PIRE	NA	28	NA	NA	Sphyraena_obtusata	Jamelo_Cove	Ham	HamC	14.1810585	120.604616	to_collect	1	John_Whalen	NA	to_collect	0
Kal-2019-002_002	2019	7	5	2019	7	5	43651	Contemporary	Abner_John_Eric	Abner_John_Eric	ODU	Check_refrigerator	NA	NA	cryovials	EtOH	Connectivity	Kal-2019-02_(002)	30	NA	NA	Sphyraena_obtusata	Kalibo_Public_Market	Kal	NA	NA	NA	extracted	4	John_Whalen	subsampled;_extracted_4._were_these_not_subsampled_by_REUs?	NA	Connectivity
137224	1909	3	23	1909	3	23	3370	Albatross	Albatross	Kent_Jem_on_12/22/21	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	117	48	36-53	Sphyraena_obtusata	Pandanon_Id	Pnd	Pand	10.1796678	124.090001	population_analyses	1	John_Whalen	ID_checked_for_10_out_of_117._2_gill_rakers_found.	collected	NA
Boh-2021-03_12	2021	11	7	2021	11	7	44507	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	PIRE	Boh-2021-03_12	50	NA	NA	Sphyraena_obtusata	Pandanon_Id	Pnd	Pand	10.1727237	124.078053	population_analyses	NA	John_Whalen	8_extracted_for_probes	NA	NA
Boh-2021-02_08	2021	11	6	2021	11	6	44506	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	PIRE	Boh-2021-02_08	58	NA	NA	Sphyraena_obtusata	Pandanon_Id	Pnd	Pand	10.1727237	124.078053	population_analyses	NA	John_Whalen	NA	NA	NA
137234	1908	5	8	1908	5	8	3051	Albatross	Albatross	Maddy	ODU	Yes_	NA	NA	3	EtOH	PIRE	NA	52	NA	42-102	Sphyraena_obtusata	Surigao	Bil	Bila	9.8011514	125.488763	extracted	2	John_Whalen	subsampled_16;_extracted_4._4/52_subsampled._Mindanao._There_are_about_4_individuals_that_are_very_large,_but_the_rest_are_between_42-60+_mm.	to_collect	0
LEY-2022_03_01	2022	11	8	2022	11	8	44873	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	1	DESS	NA	LEY-2022_03_01	44	NA	NA	Sphyraena_obtusata	Tanauan, Leyte	NA	NA	11.1195178	125.027304	collected	NA	NA	NA	NA	NA
137233	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	Kent_Jem_on_12/22/21	ODU	NA	NA	NA	1	EtOH	PIRE	NA	26	NA	43-86	Sphyraena_obtusata	Varadero_Bay	Gal	PGal	13.5722403	121.085873	to_collect	1	John_Whalen	ID_checked_for_6_out_of_26.	to_collect	NA
VER-2022-01_006	2022	7	25	2022	7	25	44767	Contemporary	Jem_Chandy	JGB_7/25/2022	ODU	NA	NA	NA	1	DESS	PIRE	VER-2022-01_006	2	NA	NA	Sphyraena_obtusata	Verde_Island	Gal	PGal	NA	NA	see notes	NA	Jem?	Collect more	NA	NA
SEM-2023-05_02	2023	4	17	2023	4	17	45033	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	26	NA	NA	Sphyraena_obtusata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZAM-2023-02_01	2023	3	30	2023	3	30	45015	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	52	NA	NA	Sphyraena_obtusata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAL-2022_01_04	2022	8	5	2022	8	5	44778	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_01_04	104	NA	NA	Sphyraena_obtusata/pingus?	Narra, Palawan	Nar	Narr	NA	NA	collected	NA	NA	Abner and Eric were unsure of ID. It did had 2 gill rakers but were not sure about the posterior edge operculum. There was a gradient of pointy (S.pinguis) and rounded (S.obtusata) and some indibiduals were in-between. Previous sites, including Albatross, probably need to be checked again. KEC & JGB cannot ID tails. If this lot will be used, make sure to barcode first.	collected	NA
SAM-2022_02_08	2022	10	3	2022	10	3	44837	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	2	DESS	PIRE	SAM-2022_02_08	110	NA	NA	Spratelloides_delicatulus	Biri, Northern Samar	Bir	NA	12.6643633	124.361624	collected	NA	NA	Albatross duplicate for Matnog Bay; collected in between Poblacion and Sto. Nino, Biri Island.	NA	NA
138978	1909	1	8	1909	1	8	3296	Albatross	Albatross	Kent_3/25/22	ODU (EG July 2024)	Y	r	NA	1	EtOH	PIRE	NA	45	NA	39-53_	Spratelloides_delicatulus	Cagayan_de_Jolo	Map	Mapu	6.9623337	118.479164	to_collect	2	Eric_Garcia	Confirmed_ID._Mapun_is_Cagayan_de_Sulu.	to_collect	0
PAL-2022_06_01	2022	12	10	2022	12	10	44905	Contemporary	Abner_Kent	Abner_Kent	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_06_01	110	NA	NA	Spratelloides_delicatulus	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	collected by fishermen of Liminangcong	collected	NA
138969	1908	6	4	1908	6	4	3078	Albatross	Albatross	Kent_3/25/22	ODU (EG July 2024)	Y	NA	NA	1	EtOH	PIRE	NA	40	NA	35-53_most_mid-large	Spratelloides_delicatulus	Mansalay_Bay (S Mindoro)	Man	NA	12.5161008	121.440651	pending	0	Eric_Garcia	Confirmed_ID.	pending	NA
120928	1909	3	25	1909	3	25	3372	Albatross	Albatross	Kent_3/25/22	ODU (EG July 2024)	NA	NA	NA	1	EtOH	PIRE	NA	16	NA	34-53_most_small_mid-range	Spratelloides_delicatulus	Maribojoc_Bay	NA	NA	9.7338178	123.835071	NA	NA	NA	Confirmed_ID.	NA	NA
Zam-2019-004_013	2019	4	30	2019	4	30	43585	Contemporary	Kent	Kent	ODU	Check_refrigerator	NA	NA	2	EtOH	Connectivity	Zam-2019-04_(013)	96	NA	NA	Spratelloides_delicatulus	Masinloc_Public_Market	Mvi	NA	NA	NA	pending	0	Eric_Garcia	otoliths of 3 individuals were extracted by John W	NA	Connectivity
138777	1908	1	21	1908	1	21	2943	Albatross	Albatross	TO_ID	USNM_returned	NA	NA	NA	1	EtOH	PIRE	NA	24	NA	NA	Spratelloides_delicatulus	Nasugbu (Hamelo cove)	Nas	Nasu	14.0498892	120.62174	to_collect	2	NA	note_on_map:TooSmall!._Check_the_size_of_individuals._not_in_Eric's_plans. Nasugbu_Bay_(Anchorage);_Balayan_Bay_and_Verde_Island_Passage	to_collect	NA
138968	1908	6	9	1908	6	9	3083	Albatross	Albatross	TO_ID	NA	Said at ODU but Couldn't__find (Eric couldn't find this at ODU on July 2024)	NA	NA	NA	EtOH	PIRE	NA	62	NA	NA	Spratelloides_delicatulus	Port_Galera	Gal	NA	13.5147982	120.954058	to_collect	1	Eric_Garcia	sent_to_TAMUCC_(but_no_records?)	to_collect	NA
150708	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	too_small	ODU (EG July 2024) ""USNM_to_return""	NA	NA	NA	NA	EtOH	PIRE	NA	21	NA	NA	Spratelloides_delicatulus	Port_Galera	Gal	NA	13.5147982	120.954058	to_collect	1	Eric_Garcia	NA	to_collect	NA
Boh-2021-07_01	2021	11	11	2021	11	11	44511	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-07_01	100	NA	NA	Spratelloides_delicatulus	Tagbilaran (Bohol)	Tag	Tagb	9.6400092	123.84784	pending	NA	Eric_Garcia	NA	NA	NA
DUM-2023_03_01	2023	5	2	2023	5	2	45048	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	DUM-2023_03_01	100	NA	NA	Spratelloides_delicatulus	Tinago, Dumaguete	Dgt	NA	NA	NA	pending	NA	NA	otoliths of 3 individuals were extracted by John W	NA	NA
120836	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	TO_ID	USNM_to_bring	NA	NA	NA	NA	EtOH	PIRE	NA	25	NA	NA	Spratelloides_delicatulus	Varadero_Bay	Gal	PGal	13.4964937	120.957885	to_collect	1	Eric_Garcia	NA	to_collect	NA
DUM-2023-03_01	2023	5	2	2023	5	2	45048	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	NA	100	NA	NA	Spratelloides_delicatulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZAM-2023-03-01	2023	4	15	2023	4	15	45031	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	100	NA	NA	Spratelloides_delicatulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIP-2023-05_01	2023	3	30	2023	3	30	45015	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	3	DESS	Connectivity	NA	120	NA	NA	Spratelloides_delicatulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120794	1908	1	8	1908	1	8	2930	Albatross	Albatross	Kent_Jem_on_12/9/21	ODU (EG July 2024)	Y	NA	NA	NA	EtOH	PIRE	NA	26	NA	NA	Spratelloides_delicatulus 1	Grande_Island	Sub	SubB	14.7376526	120.270131	sent_to_TAMUCC	1	Eric_Garcia	At_ODU,TISSUE_sent_to_TAMUCC._EXTRACTED?	sent_to_TAMUCC	NA
Zam-2019-001_001	2019	4	26	2019	4	26	43581	Contemporary	Kent	Kent	ODU	Check_subsampled	NA	NA	3	EtOH	PIRE	Zam-2019-01_(001)	100	NA	NA	Spratelloides_delicatulus 1	Silanguin	Sub	SubB	NA	NA	sent_to_TAMUCC	1	Eric_Garcia	NA	NA	NA
138964	1909	8	8	1909	8	8	3508	Albatross	Albatross	Kent_3/25/22	ODU (EG July 2024)	NA	NA	NA	NA	EtOH	PIRE	NA	64	NA	55-59_similar_in_size	Spratelloides_delicatulus 10	Inamucan_Bay	Ina	Dapi	8.6072026	123.726262	subsampled	1	Eric_Garcia_&_John?	Confirmed_ID.	to_collect	0
DAP-2022_01_01	2022	10	3	2022	10	3	44837	Contemporary	R. Balucan	Abner	ODU	NA	NA	NA	1	DESS	PIRE	DAP-2022_01_01	100	NA	NA	Spratelloides_delicatulus 10	Selinog Is., Dapitan	Dap	Dapi	8.8421993	123.41175	subsampled	NA	NA	Albatross duplicate for S. delicatulus from Inamucan Bay, Northern Mindanao	NA	NA
SUR-2022_01_02	2022	11	7	2022	11	7	44872	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	1	DESS	NA	SUR-2022_01_02	110	NA	NA	Spratelloides_delicatulus 11	Surigao Fish Market	Sur	Suri	9.7903696	125.497978	subsampled	NA	Eric_Garcia	NA	NA	NA
138785	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	TO_ID	USNM_to_bring	NA	NA	NA	NA	EtOH	PIRE	NA	19	NA	NA	Spratelloides_delicatulus 12?	Maculabo_Id	Mac	NA	14.4009069	122.803862	to_collect	1	Eric_Garcia	interesting site from the East	to_collect	NA
151378	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	To_ID	ODU (EG July 2024)	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	Spratelloides_delicatulus 12?	Rosa_Id	Ros	NA	13.7167319	123.66866	to_collect	1	Eric_Garcia	interesting site from the East	to_collect	NA
138979	1908	7	13	1908	7	13	3117	Albatross	Albatross	Kent_Jem_on_3/21/22	ODU (EG July 2024)	NA	NA	NA	NA	EtOH	PIRE	NA	28	NA	35-52	Spratelloides_delicatulus 2	Jamelo_Cove	Ham	PMar	14.1810585	120.604616	pending	0	Eric_Garcia	Confirmed_ID.	pending	NA
151368	1908	7	13	1908	7	13	3117	Albatross	Albatross	NA	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	20	NA	NA	Spratelloides_delicatulus 2	Jamelo_Cove	Ham	PMar	14.1810585	120.604616	pending	NA	NA	NA	pending	NA
120804	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	TO_ID	USNM_to_bring	NA	NA	NA	NA	EtOH	PIRE	NA	16	NA	NA	Spratelloides_delicatulus 2	Jamelo_Cove	Ham	PMar	14.1810585	120.604616	pending	1	NA	NA	pending	NA
Bat-2019-007_009	2019	3	23	2019	3	23	43547	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	1.2.3.2	26	1	EtOH	PIRE	Bat-2019-007_(009)	100	NA	NA	Spratelloides_delicatulus 2	Jamelo_Cove	Ham	PMar	NA	NA	sent_to_TAMUCC	1	Eric_Garcia	NA	NA	NA
138982	1908	7	20	1908	7	20	3124	Albatross	Albatross	Kent_Maddy	ODU (EG July 2024)	Check_subsampled	1.2.3.1	25	NA	EtOH	PIRE	NA	67	NA	NA	Spratelloides_delicatulus 2	Port_Maricaban	Mar	PMar	13.6791984	120.840502	sent_to_TAMUCC	1	Eric_Garcia	extracted_twice,_tissues_sent_to_TAMUCC	sent_to_TAMUCC	NA
Luz-2017-045_001	2017	11	8	2017	11	8	43047	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	NA	NA	2	EtOH	PIRE	Luz-2017-45_(321)	100	NA	NA	Spratelloides_delicatulus 3	Bulan	Mat	MatB	NA	NA	cssl_prep	1	Eric_Garcia_&_Brendan_Reid	The_Sample_ID_should_have_been_Cbul_to_conform_to_our_present_naming_method._The_MASTER_list_by_elution_is_mislabelled_for_collection_site_for_this_sample.	NA	NA
138966	1909	5	31	1909	5	31	3439	Albatross	Albatross	TO_ID	ODU (EG July 2024)	NA	1.1.3.4	12	1	EtOH	PIRE	NA	282	NA	15-37	Spratelloides_delicatulus 3	Matnog_Bay	Mat	MatB	12.6664671	123.87085	cssl_prep	1	Eric_Garcia_&_Brendan_Reid	48_extracted,_48-96_extracted_june10th_2021	cssl_prep	NA
138967	1909	9	13	1909	9	13	3544	Albatross	Albatross	Kent_Jem_on_12/9/21	ODU (EG July 2024)	NA	NA	NA	NA	EtOH	PIRE	NA	238	NA	27-51	Spratelloides_delicatulus 4	Bulan_Island	Bul	Jolo	6.1098091	120.977508	sent_to_TAMUCC	0	Eric_Garcia	At_ODU. one individual is not S. delicatulus, was separated. We have permission to destructively subsample 25 individuals.	collected	125
138789	1908	2	8	1908	2	8	2961	Albatross	Albatross	too_small	USNM_returned	Y	NA	NA	NA	EtOH	PIRE	NA	49	NA	18-24	Spratelloides_delicatulus 4	Jolo_Island	Jol	Jolo	6.059904	120.990973	pending	2	Eric_Garcia	TOO_SMALL	NA	NA
Sul-2019-10_01	NA	NA	NA	NA	NA	NA	NA	Contemporary	NA	Kent	ODU	NA	NA	NA	NA	EtOH	Connectivity	Sul-2019-10_01	125	NA	NA	Spratelloides_delicatulus 4	Panglima_Tahil,_Jolo	Jol	Jolo	6.1098091	120.977508	sent_to_TAMUCC	NA	Eric_Garcia	NA	NA	238
Sul-2019-01_02	2019	5	24	2019	5	24	43609	Contemporary	NA	NA	ODU	NA	NA	NA	2	EtOH	Connectivity	Sul-2019-01_02	100	NA	NA	Spratelloides_delicatulus 5	Bongao_Fish_Market,_Tawi-Tawi	Taw	Tumi	5.029866	119.775417	pending	NA	Eric_Garcia	NA	NA	NA
