Individual_ID	Extraction_ID	Storage_solution	Date_Subsampling	Subsampler	Date_Extracting	Tube_Stuffer	mg_Tissue_Extracted	Digestion_min	Extractor	Extraction_TubeID	PlateID	Elution_Buffer	num_elutions	Elution1_PlateID	Elution1_Plate_Column	Elution1_Plate_Row	Elution1_Total_volume_ul	Elution1_Vol_for_TAMUCC	Elution1_Vol_for_ODU	Elution1_nanodrop_ng_ul	Elution2_PlateID	Elution2_Plate_Column	Elution2_Plate_Row	Elution2_Total_volume_ul	Elution2_Vol_for_TAMUCC	Elution2_Vol_for_ODU	Elution2_nanodrop_ng_ul	Elution3_PlateID	Elution3_Plate_Column	Elution3_Plate_Row	Elution3_Total_volume_ul	Elution3_Vol_for_TAMUCC	Elution3_Vol_for_ODU	Elution3_nanodrop_ng_ul	Elution4_PlateID	Elution4_Plate_Column	Elution4_Plate_Row	Elution4_Total_volume_ul	Elution4_Vol_for_TAMUCC	Elution4_Vol_for_ODU	Elution4_nanodrop_ng_ul	Date_Gelled_ODU	ODU_Volume_Gelled_ul	ODU_Gel_Jockey	Elution1_Gel_Score_ODU	Elution2_Gel_Score_ODU	Elution3_Gel_Score_ODU	Elution4_Gel_Score_ODU	Elution1_Gel_Score_TAMUCC	Elution2_Gel_Score_TAMUCC	Elution3_Gel_Score_TAMUCC	Elution4_Gel_Score_TAMUCC	Elution_Used	Notes	
Gmi-CBat_067	Gmi-CBat_067-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	7	F	100	50	50	NA	Gmi-C_001_E2	7	F	100	50	50	NA	Gmi-C_001_E3	7	F	100	50	50	NA	Gmi-C_001_E4	7	F	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_068	Gmi-CBat_068-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	8	F	100	50	50	NA	Gmi-C_001_E2	8	F	100	50	50	NA	Gmi-C_001_E3	8	F	100	50	50	NA	Gmi-C_001_E4	8	F	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_069	Gmi-CBat_069-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	9	F	100	50	50	NA	Gmi-C_001_E2	9	F	100	50	50	NA	Gmi-C_001_E3	9	F	100	50	50	NA	Gmi-C_001_E4	9	F	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_070	Gmi-CBat_070-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	10	F	100	50	50	NA	Gmi-C_001_E2	10	F	100	50	50	NA	Gmi-C_001_E3	10	F	100	50	50	NA	Gmi-C_001_E4	10	F	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_071	Gmi-CBat_071-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	11	F	100	50	50	NA	Gmi-C_001_E2	11	F	100	50	50	NA	Gmi-C_001_E3	11	F	100	50	50	NA	Gmi-C_001_E4	11	F	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_072	Gmi-CBat_072-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	12	F	100	50	50	NA	Gmi-C_001_E2	12	F	100	50	50	NA	Gmi-C_001_E3	12	F	100	50	50	NA	Gmi-C_001_E4	12	F	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_073	Gmi-CBat_073-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	1	G	100	50	50	NA	Gmi-C_001_E2	1	G	100	50	50	NA	Gmi-C_001_E3	1	G	100	50	50	NA	Gmi-C_001_E4	1	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_074	Gmi-CBat_074-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	2	G	100	50	50	NA	Gmi-C_001_E2	2	G	100	50	50	NA	Gmi-C_001_E3	2	G	100	50	50	NA	Gmi-C_001_E4	2	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_075	Gmi-CBat_075-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	3	G	100	50	50	NA	Gmi-C_001_E2	3	G	100	50	50	NA	Gmi-C_001_E3	3	G	100	50	50	NA	Gmi-C_001_E4	3	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_076	Gmi-CBat_076-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	4	G	100	50	50	NA	Gmi-C_001_E2	4	G	100	50	50	NA	Gmi-C_001_E3	4	G	100	50	50	NA	Gmi-C_001_E4	4	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_077	Gmi-CBat_077-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	5	G	100	50	50	NA	Gmi-C_001_E2	5	G	100	50	50	NA	Gmi-C_001_E3	5	G	100	50	50	NA	Gmi-C_001_E4	5	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_078	Gmi-CBat_078-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	6	G	100	50	50	NA	Gmi-C_001_E2	6	G	100	50	50	NA	Gmi-C_001_E3	6	G	100	50	50	NA	Gmi-C_001_E4	6	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_079	Gmi-CBat_079-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	7	G	100	50	50	NA	Gmi-C_001_E2	7	G	100	50	50	NA	Gmi-C_001_E3	7	G	100	50	50	NA	Gmi-C_001_E4	7	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_080	Gmi-CBat_080-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	8	G	100	50	50	NA	Gmi-C_001_E2	8	G	100	50	50	NA	Gmi-C_001_E3	8	G	100	50	50	NA	Gmi-C_001_E4	8	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_081	Gmi-CBat_081-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	9	G	100	50	50	NA	Gmi-C_001_E2	9	G	100	50	50	NA	Gmi-C_001_E3	9	G	100	50	50	NA	Gmi-C_001_E4	9	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_082	Gmi-CBat_082-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	10	G	100	50	50	NA	Gmi-C_001_E2	10	G	100	50	50	NA	Gmi-C_001_E3	10	G	100	50	50	NA	Gmi-C_001_E4	10	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_083	Gmi-CBat_083-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	11	G	100	50	50	NA	Gmi-C_001_E2	11	G	100	50	50	NA	Gmi-C_001_E3	11	G	100	50	50	NA	Gmi-C_001_E4	11	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_084	Gmi-CBat_084-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	12	G	100	50	50	NA	Gmi-C_001_E2	12	G	100	50	50	NA	Gmi-C_001_E3	12	G	100	50	50	NA	Gmi-C_001_E4	12	G	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_085	Gmi-CBat_085-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	1	H	100	50	50	NA	Gmi-C_001_E2	1	H	100	50	50	NA	Gmi-C_001_E3	1	H	100	50	50	NA	Gmi-C_001_E4	1	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_086	Gmi-CBat_086-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	2	H	100	50	50	NA	Gmi-C_001_E2	2	H	100	50	50	NA	Gmi-C_001_E3	2	H	100	50	50	NA	Gmi-C_001_E4	2	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_087	Gmi-CBat_087-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	3	H	100	50	50	NA	Gmi-C_001_E2	3	H	100	50	50	NA	Gmi-C_001_E3	3	H	100	50	50	NA	Gmi-C_001_E4	3	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_088	Gmi-CBat_088-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	4	H	100	50	50	NA	Gmi-C_001_E2	4	H	100	50	50	NA	Gmi-C_001_E3	4	H	100	50	50	NA	Gmi-C_001_E4	4	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_089	Gmi-CBat_089-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	5	H	100	50	50	NA	Gmi-C_001_E2	5	H	100	50	50	NA	Gmi-C_001_E3	5	H	100	50	50	NA	Gmi-C_001_E4	5	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_090	Gmi-CBat_090-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	6	H	100	50	50	NA	Gmi-C_001_E2	6	H	100	50	50	NA	Gmi-C_001_E3	6	H	100	50	50	NA	Gmi-C_001_E4	6	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_091	Gmi-CBat_091-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	7	H	100	50	50	NA	Gmi-C_001_E2	7	H	100	50	50	NA	Gmi-C_001_E3	7	H	100	50	50	NA	Gmi-C_001_E4	7	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_092	Gmi-CBat_092-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	8	H	100	50	50	NA	Gmi-C_001_E2	8	H	100	50	50	NA	Gmi-C_001_E3	8	H	100	50	50	NA	Gmi-C_001_E4	8	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_093	Gmi-CBat_093-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	9	H	100	50	50	NA	Gmi-C_001_E2	9	H	100	50	50	NA	Gmi-C_001_E3	9	H	100	50	50	NA	Gmi-C_001_E4	9	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_094	Gmi-CBat_094-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	10	H	100	50	50	NA	Gmi-C_001_E2	10	H	100	50	50	NA	Gmi-C_001_E3	10	H	100	50	50	NA	Gmi-C_001_E4	10	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_095	Gmi-CBat_095-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	11	H	100	50	50	NA	Gmi-C_001_E2	11	H	100	50	50	NA	Gmi-C_001_E3	11	H	100	50	50	NA	Gmi-C_001_E4	11	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Gmi-CBat_096	Gmi-CBat_096-Ex1	EtOH	04/10/19	Jem_Baldisimo	5/10/2019	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001		4	Gmi-C_001_E1	12	H	100	50	50	NA	Gmi-C_001_E2	12	H	100	50	50	NA	Gmi-C_001_E3	12	H	100	50	50	NA	Gmi-C_001_E4	12	H	100	50	50	NA			NA	NA	NA	NA	NA						"Extra DNA from elutions  1-3 were sent to TAMUCC  June 1, 2021. E4  was  not  found "	
Goy-APnd_001	Goy-APnd_001_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	1	A				27.4																						9/26/2022	2	John_Schaefer											
Goy-APnd_002	Goy-APnd_002_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	2	A				32.3																						9/26/2022	2	John_Schaefer											
Goy-APnd_003	Goy-APnd_003_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	3	A				55																						9/26/2022	2	John_Schaefer											
Goy-APnd_004	Goy-APnd_004_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	4	A				53.4																						9/26/2022	2	John_Schaefer											
Goy-APnd_005	Goy-APnd_005_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	5	A				63.4																						9/26/2022	2	John_Schaefer											
Goy-APnd_006	Goy-APnd_006_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	6	A				25.7																						9/26/2022	2	John_Schaefer											
Goy-APnd_007	Goy-APnd_007_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	7	A				82.8																						9/26/2022	2	John_Schaefer											
Goy-APnd_008	Goy-APnd_008_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	8	A				84.6																						9/26/2022	2	John_Schaefer											
Goy-APnd_009	Goy-APnd_009_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	9	A				122.7																						9/26/2022	2	John_Schaefer											
Goy-APnd_010	Goy-APnd_010_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	10	A				144.3																						9/26/2022	2	John_Schaefer											
Goy-APnd_011	Goy-APnd_011_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	11	A				73.4																						9/26/2022	2	John_Schaefer											
Goy-APnd_012	Goy-APnd_012_E1	EtOH	9/1/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	12	A				106.1																						9/26/2022	2	John_Schaefer											
Goy-APnd_013	Goy-APnd_013_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	1	B				60																						9/26/2022	2	John_Schaefer											
Goy-APnd_014	Goy-APnd_014_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	2	B				82.4																						9/26/2022	2	John_Schaefer											
Goy-APnd_015	Goy-APnd_015_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	3	B				91.2																						9/26/2022	2	John_Schaefer											
Goy-APnd_016	Goy-APnd_016_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	4	B				68.9																						9/26/2022	2	John_Schaefer											
Goy-APnd_017	Goy-APnd_017_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	5	B				14.2																						9/26/2022	2	John_Schaefer											
Goy-APnd_018	Goy-APnd_018_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	6	B				27.7																						9/26/2022	2	John_Schaefer											
Goy-APnd_019	Goy-APnd_019_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	7	B				97.1																						9/26/2022	2	John_Schaefer											
Goy-APnd_020	Goy-APnd_020_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	8	B				104.3																						9/26/2022	2	John_Schaefer											
Goy-APnd_021	Goy-APnd_021_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	9	B				63.5																						9/26/2022	2	John_Schaefer											
Goy-APnd_022	Goy-APnd_022_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	10	B				64.7																						9/26/2022	2	John_Schaefer											
Goy-APnd_023	Goy-APnd_023_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	11	B				32.1																						9/26/2022	2	John_Schaefer											
Goy-APnd_024	Goy-APnd_024_E1	EtOH	9/12/2022	John_Schaefer	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	12	B				28.9																						9/26/2022	2	John_Schaefer											
Goy-APnd_025	Goy-APnd_025_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	1	C																																							
Goy-APnd_026	Goy-APnd_026_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	2	C																																							
Goy-APnd_027	Goy-APnd_027_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	3	C																																							
Goy-APnd_028	Goy-APnd_028_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	4	C																																							
Goy-APnd_029	Goy-APnd_029_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	5	C																																							
Goy-APnd_030	Goy-APnd_030_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	6	C																																							
Goy-APnd_031	Goy-APnd_031_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	7	C																																							
Goy-APnd_032	Goy-APnd_032_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	8	C																																							
Goy-APnd_033	Goy-APnd_033_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	9	C																																							
Goy-APnd_034	Goy-APnd_034_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	10	C																																							
Goy-APnd_035	Goy-APnd_035_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	11	C																																							
Goy-APnd_036	Goy-APnd_036_E1	EtOH	9/12/2022	Chandy_Jablonski	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	12	C																																							
Goy-APnd_037	Goy-APnd_037_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	1	D																																							
Goy-APnd_038	Goy-APnd_038_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	2	D																																							
Goy-APnd_039	Goy-APnd_039_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	3	D																																							
Goy-APnd_040	Goy-APnd_040_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	John_Schaefer	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	4	D																																							
Goy-APnd_041	Goy-APnd_041_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	5	D																																							
Goy-APnd_042	Goy-APnd_042_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	6	D																																							
Goy-APnd_043	Goy-APnd_043_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	7	D																																							
Goy-APnd_044	Goy-APnd_044_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	Jem_Baldisimo	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	8	D																																							
Goy-APnd_045	Goy-APnd_045_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	9	D																																							
Goy-APnd_046	Goy-APnd_046_E1	EtOH	9/14/2022	John_Schaefer_Gabriel_Salomon	9/26/2022	Chandy_Jablonski	45-50	90	John_Schaefer	NA	Goy-A_001	EB		Goy-A_001_E1	10	D																																							
