lot_id	site_id	match_id	collection_site	latitude	longitude	barangay	local_government_unit	province	region	island_group	notes	correction_applied	correction_id	correction_details	correction_date
313198	Bul		Bulan_Island	6.1610355	121.843915						"Can't use=These are larval samples. South_of_Zamboanga._Bulan_Id.,_North_."	FALSE			
350078	Sab		Sablayan	12.8296446	120.772437						Confirmed_by_G._Allen.	FALSE			
397902	Taw		Tawi-Tawi									FALSE			
397903	Taw		Tawi-Tawi									FALSE			
427521			Tawi_Tawi								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
444969	Rag	RagR	Ragay_River	13.7915294	122.73659						Already_IDd_by_KEC_as_A._urotaenia_but_w/_note_that_lateral_line_is_interrupted.	FALSE			
93415	Mur		Murcielagos_Bay	8.6682538	123.520978						Freshwater_fish.	FALSE			
94995	End	Mala	Endeavor_Strait	10.9551086	119.305553						Kent was not 100% sure of ID but probably correct species	FALSE			
96044	Ban	Bata	Batan_Id									FALSE			
96073			"East_Coast_of_Luzon,_San_Bernardino_Strait_to_San_Miguel_Bay;_Quinalasag_Island,_Masamat_Bay_(east)"									FALSE			
96770	Prn		Paron	13.1321851	123.919656							FALSE			
96774	Mta		Mantatao_Id	9.9396692	123.869166							FALSE			
96971	Gal	PGal	Port_Galera	13.5147982	120.954058							FALSE			
97072	Tat	Tawi	Tataan_Pass_Anchorage	5.2495245	119.972797						Confirmed_ID.	FALSE			
97211	Cat	Catb	Catbalogan	11.7746792	124.878165						Labeled_as_at_USNM	FALSE			
97458	Sab		Sablayan	12.8296446	120.772437						Confirmed_IDs.	FALSE			
97467	Ban	Bata	Batan_Id	13.2313797	123.982833						Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	FALSE			
97474	Ban	Bata	Batan_Id	13.2313797	123.982833						Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	FALSE			
97525	Sab		Sablayan	12.8296446	120.772437						Confirmed_IDs.	FALSE			
97574	Ban	Bata	Batan_Id	13.2313797	123.982833						Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	FALSE			
97584	Sab		Sablayan	12.8296446	120.772437						Confirmed_IDs.	FALSE			
98673	Ham	HamC	Jamelo_Cove	13.6791984	120.840502							FALSE			
98723	Bir	Bali	Biri_Channel	12.6218848	124.396526							FALSE			
99024	Ceb		Cebu_Market	10.2950309	123.912569						"Previously_requested,_SI_staff_could_not_find_lot"	FALSE			
99043			Nasipit	8.9933215	125.340299							FALSE			
99390	Gub	Guba	Port_Gubat	12.9233508	124.129582							FALSE			
99659	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
99739	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
99740	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
99845	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
99902	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
99947	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
?a			"Bais, Negros Or."	6.1098091	120.977508							FALSE			
?b			"Bais, Negros Or."	6.1098091	120.977508							FALSE			
?c			"Bais, Negros Or."	6.1098091	120.977508							FALSE			
BAI-2023-01_01			"Bais, Negros Or."									FALSE			
BAI-2023-01_02			"Bais, Negros Or."									FALSE			
BAI-2023-01_03			"Bais, Negros Or."									FALSE			
BAI-2023-01_04			"Bais, Negros Or."									FALSE			
BAI-2023-01_05			"Bais, Negros Or."									FALSE			
BAI-2023-01_06			"Bais, Negros Or."									FALSE			
Bat-2018-001_001	Bat	HamC	Jamelo_Cove	14.1779794	120.599424						dont_sample._Where_are_the_USNM_lots?_Here_at_ODU?_already_enough_individuals_from_other_lots	FALSE			
Bat-2018-006_008	Bat	HamC	Hamilo_Cove	14.1779794	120.599424						Same_site_as_Bat-2018-004_(006) Need_to_know_which_indivividuals_came_from_which_lot	FALSE			
Bat-2019-008_011	Cal		Calatagan									FALSE			
Bat-2019-009_012	Ham	HamC	Jamelo_Cove	14.1779794	120.599424						For_barcoding._Do_not_use_until_ID_is_confirmed.	FALSE			
Bat-2019-009_013	Ham		Jamilo_Cove									FALSE			
Bat-2019-009_015	Ham	Nasu	Hamilo_Cove								Careful._We_already_sent_55_individuals_from_Nasu._Lot_above._might_not_need_this_lot	FALSE			
Bat-2019-010_017	Ham	SanR	Jamilo_Cove									FALSE			
Bat-2019-010_018	Ham		Jamilo_Cove									FALSE			
Bat-2019-010_019	Ham	HamC	Jamelo_Cove	14.1779794	120.599424						For_barcoding._Do_not_use_until_ID_is_confirmed.	FALSE			
Boh-2021-02_02	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-02_05	Pnd	Pand	Pandanon_Id	10.1727237	124.078053						we could not tell appart Boh-2021-02_04 from Boh-2021-02_05 (no lot ID on bottles). So we assign Boh-2021-02_04 to the one with whole specimens and Boh-2021-02_05 to the one with mostly tails	FALSE			
Boh-2021-02_06	Pnd	Cebu	Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-02_09	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-02_10	Pnd	Pand	Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-02_11	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-03_01	Pnd	Pand	Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-03_02	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-03_04	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-03_05	Pnd		Pandanon_Id	10.1727237	124.078053						ID_needs_to_be_confirmed	FALSE			
Boh-2021-03_07	Pnd	Pand	Pandanon_Id	10.1727237	124.078053						do not process. already have this site	FALSE			
Boh-2021-03_10	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-03_11	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-04_01	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-04_03	Pnd	Pand	Pandanon_Id	10.1727237	124.078053						ID_needs_to_be_confirmed	FALSE			
Boh-2021-04_04	Pnd		Pandanon_Id	10.1727237	124.078053							FALSE			
Boh-2021-05_01	Pnd	Pand	Pandanon_Id	10.1727237	124.078053						ID_needs_to_be_confirmed	FALSE			
Boh-2021-06_01	Mta		Mantatao_Id	9.9407386	123.852747							FALSE			
Boh-2021-07_01	Tag	Tagb	Tagbilaran (Bohol)	9.6400092	123.84784							FALSE			
Boh-2021-08_02	Tag	Tagb	Tagbilaran	9.6400092	123.84784							FALSE			
Bol-2022-01_01	Dag	Dagu	Dagugan_Public_Market	16.074022	120.327416						replicates 191926	FALSE			
Bol-2022-02_01	Bol	Bln	Bolinao_Landing	16.4238962	119.940735						replicates 136851	FALSE			
Bol-2022-02_02	Bol	Bln	Bolinao_Landing	16.4238962	119.940735						replicates 136851	FALSE			
Bol-2022-02_03	Bol	Bln	Bolinao_Landing	16.4238962	119.940735						replicates 112160	FALSE			
Bol-2022-02_04	Bol	Boli	Bolinao_Landing	16.4238962	119.940735						replicates 112160. Difficult to ID. Didn’t proceed with ID since there are 2 other existing lots that could be used as a match for this site. Only use lot if you can barcode and if we need more individuals.	FALSE			
Bol-2022-02_05	Bol	Mala	Bolinao_Landing	16.4238962	119.940735						connectivity	FALSE			
Bol-2022-02_06	Bol	Bln	Bolinao_Landing	16.4238962	119.940735						replicates 112160	FALSE			
Bol-2022-02_07	Bol	Bln	Bolinao_Landing	16.4238962	119.940735						connectivity	FALSE			
Bol-2022-03_01	And	Boli	Anda_Island_Landing	16.3237019	120.012148						replicates 149417	FALSE			
COR-2022-02_005	Cor		Coron_Public_Market								"2_whole_specimens,_90_tails."	FALSE			
Cam-2019-001_001	Bas	SMig	Basud_River								Daet_Public_Market._Not_longer_needed_bc_we_already_have_a_C-lot_for_SMig	FALSE			
Cam-2019-007_008	Par	Basu	Paracale_Pulangdaga_Beach	14.2897039	122.815167							FALSE			
Cam-2019-008_010	Rag	RagR	Ragay_River									FALSE			
Cam-2019-009_012	Rag	RagR	Liboro_Market								low_numbers.don't_subsample_	FALSE			
Cam-2019-010_014	Rag	RagR	Sipocot_Public_Market								Can't_find_bottle/bag	FALSE			
Cam-2019-012_016	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cam-2019-014_020	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cam-2019-015_025	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cam-2019-016_026	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cam-2019-016_027	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cam-2019-018_031	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	Collected_in_Pasacao_Public_Market._For_connectivity. Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cam-2019-019_033	Jos		San_Jose								Barangay_Dolo_Sitio_Talisay	FALSE			
Cam-2019-020_035	Jos		San_Jose								Barangay_Dolo_Sitio_Talisay	FALSE			
Cam-2019-022_036	Jos	AtuB	San_Jose	13.5539719	123.550143						Barangay_Dolo_Sitio_Talisay;Not_enough_to_warrant_returning_to_ODU	FALSE			
Cam-2019-022_037	Jos		San_Jose								Barangay_Dolo_Sitio_Talisay	FALSE			
Cam-2019-15_024	Pas	RagR	Pasacao	13.4983	123.0566		Pasacao	Camarines Sur	Bicol	Luzon	low_numbers.don't_subsample_. Location information filled in based on lots 183271 & Cam-2019-015_023 which are the only lots with this site_id that have geographic data with all in agreement. JDS 5.15.2026	FALSE			
Cor-2022-01_001	Cor	Lina	Barangay_Tagumpay								"ID_cannot_be_confirmed_because_there_are_differing_notes_from_Allen_&_Erdmann_2012_and_Kuiter_&_Kozawa_2019._If_this_match_will_be_used,_make_sure_to_check_169599_and_barcode."	FALSE			
Cor-2022-01_002	Cor		Barangay_Tagumpay								Only_8_individuals._Need_to_confirm_ID.	FALSE			
Cor-2022-01_003	Bus	Busu	Barangay_Tagumpay								"JGB identified as A. duodecimalis due to DT during fieldwork, but proposed checking AF rays to determine whether lot is A. crenolepis (8-9 AF rays), A. duodecimalis (12-13 AF rays), or A. regina (10-12 AF rays). KEC confirmed presence of DT, but when AF rays were counted, specimens keyed out to A. regina. Matches with 136849 which has not been IDd."	FALSE			
Cor-2022-01_004	Cor		Barangay_Tagumpay									FALSE			
Cor-2023-01_01			Coron Fish Market									FALSE			
Cor-2023-01_02			Coron Fish Market								ID needs to be checked; can be used for connectivitity	FALSE			
Cor-2023-02_01			Coron Fish Market								fishers claimed from Culion	FALSE			
Cor-2023-02_02			Coron Fish Market									FALSE			
Cor-2023-02_03			Coron Fish Market								KEC interested to check pop gen of this species	FALSE			
Cor-2023-03_01			"Tagumpay, Coron"									FALSE			
Cor-2023-03_02			Coron Fish Market								already collected in 2022 (backup only)	FALSE			
Cor-2023-04_01			"Tagumpay, Coron"									FALSE			
Cor-2023-05_01a			"Tagumpay, Coron"									FALSE			
Cor-2023-05_01b			"Lakdayan Beach, Busuanga Is."									FALSE			
Cor-2023-05_01c			"Lakdayan Beach, Busuanga Is."									FALSE			
Cor-2023-05_02			"Tagumpay, Coron"								Probably A. duodecimalis(to check ID)	FALSE			
Cor-2023-06_01			"Lakdayan Beach, Busuanga Is."									FALSE			
Cor-2023-06_02			"Lakdayan Beach, Busuanga Is."									FALSE			
Cor-2023-07_01												FALSE			
DAV-2023_01_01	Dav	Dava	"Panabo Fish Market, Davao del Norte"	7.3063538	125.683389							FALSE			
DUM-2023-01_01												FALSE			
DUM-2023-01_02												FALSE			
DUM-2023-02_01												FALSE			
DUM-2023-03_01												FALSE			
DUM-2023_03_01	Dgt		"Tinago, Dumaguete"								otoliths of 3 individuals were extracted by John W	FALSE			
Jol-2021-01_04	Jol	Jolo	Jolo									FALSE			
Jol-2021-03_01	Jol	Jolo	Jolo_Island									FALSE			
Jol-2021-03_02	Jol		Jolo_Island									FALSE			
Jol-2021-03_03	Jol		Jolo									FALSE			
Jol-2021-04_01	Jolo	Jolo	Jolo									FALSE			
Jol-2021-05_01	Jol		Jolo									FALSE			
Kal-2019-004_005	Kal		Kalibo_Public_Market	11.71406021	122.3707674		Kalibo	Aklan	Western Visayas	Visayas	"Vendor_confirmed_that_these_were_landed_in_Iloilo,_potentially_collected_from_Guimaras_Straight. All geographic data entered google/wikipedia from the collection site Kalibo_Public_Market. JDS 5.15.26"	FALSE			
LEY-2022_01_01	Hin		"Hinunangan, Leyte"	10.2653278	125.267729							FALSE			
LEY-2022_02_01			"Abuyog, Leyte"	10.7544776	125.015892							FALSE			
LEY-2022_03_01			"Tanauan, Leyte"	11.1195178	125.027304							FALSE			
LEY-2022_04_01			"Dupon Bay, Isabel, Leyte"	10.9468872	124.417243							FALSE			
Ley-2022-04_03			"Dupon Bay, Isabel, Leyte"									FALSE			
Ley-2022-04_04			"Dupon Bay, Isabel, Leyte"								"Duplicate bottle label, changed from LEY_2022_04_03 to LEY-2022_04_04"	FALSE			
Luz-2017-027_001	Tab		Tabaco_Bay								Originally_identified_as_A._duodecimalis._Matnog_Bay_samples_probably_best.	FALSE			
Luz-2017-044_002	Mig		San_Miguel_Bay								Not_comparable_to_Albatross	FALSE			
MAS-2022-01_02	Bur		Port_Busin	13.1258247	122.975714						whole specimens.	FALSE			
MAS-2022-01_03a	Bur		Port_Busin	13.1258247	122.975714							FALSE			
MAS-2022-02_01	Bur	CanB	Port_Busin	13.1258247	122.975714							FALSE			
MAS-2022-02_04	Bur		Port_Busin	13.1258247	122.975714						See_note_on_albatross_duplicate	FALSE			
MAS-2022-04_02	Bur		Port_Busin	13.1258247	122.975714							FALSE			
MAS-2022-04_04	Bur		Port_Busin	13.1258247	122.975714						speared by fishers off Barangay Busing	FALSE			
MAS-2022-05_01	Bur	Buri	Animasola_Is (Burias)	13.215328	123.046225						caught by light trap and dip net	FALSE			
MTI-2023_01_01	Mti	Mati	Mati Fish Market	6.9571395	126.206693							FALSE			
MTI-2023_02_01	Mti	Mati	Mati Fish Market	6.9571395	126.206693							FALSE			
MTI-2023_02_02	Mti	Mati	Mati Fish Market	6.9571395	126.206693							FALSE			
MTI-2023_03_01	Tam	Mati	"Tamisan, Pujada Bay"	6.8342457	126.290507							FALSE			
MTI-2023_03_02	Tam	Mati	"Tamisan, Pujada Bay"	6.8342457	126.290507							FALSE			
MTI-2023_03_03	Tam	Mati	"Tamisan, Pujada Bay"	6.8342457	126.290507							FALSE			
MTI-2023_03_04	Tam	Mati	"Tamisan, Pujada Bay"	6.8342457	126.290507							FALSE			
MTI-2023_03_05	Tam	Mati	"Tamisan, Pujada Bay"	6.8342457	126.290507							FALSE			
MTI-2023_03_07	Tam	Mati	"Tamisan, Pujada Bay"	6.8342457	126.290507							FALSE			
MTI-2023_04_01	Mti	Mati	Mati Fish Market	6.9571395	126.206693							FALSE			
MUR-2022_01_01	Dap	Dapi	"Murcielagos Bay, Dapitan"	8.664925	123.506771						"collected from """"""""""""""""basnig"""""""""""""""" or liftnet (with light)"	FALSE			
Mas-2022-01_03b	Bur		Port_Busin	13.1258247	122.975714							FALSE			
Mas-2022-02_02	Bur		Port_Busin	13.1258247	122.975714							FALSE			
Mas-2022-02_03			"San Pascual, Burias Is., Masbate"									FALSE			
Mas-2022-02_05	Bur		Port_Busin	13.1258247	122.975714						See_note_on_albatross_duplicate	FALSE			
Mas-2022-02_06	Bur		Port_Busin	13.1258247	122.975714						See_note_on_albatross_duplicate	FALSE			
Mas-2022-03_02	Bur		Port_Busin	13.1258247	122.975714							FALSE			
Mas-2022-03_03	Bur		Port_Busin	13.1258247	122.975714							FALSE			
Mas-2022-04_01	Bur		Port_Busin	13.1258247	122.975714							FALSE			
Mas-2022-04_03	Bur		Port_Busin	13.1258247	122.975714							FALSE			
Mti-2023-03_06	Tam	Mati	"Tamisan, Pujada Bay"									FALSE			
Neg-2021-02_01	Gui	Guij	Guijulugan_Beach	10.1425502	123.281256						"Abner_collected_on_August_21,_2021_from_Barangay_Malusay"	FALSE			
Neg-2021-02_02	Gui	Guij	Guijulugan_Beach	10.1425502	123.281256						"Abner_collected_on_August_21,_2021_from_Sitio_Kinayan,_Barangay_Calamba"	FALSE			
Neg-2022-01_01			"Olympia,_Bais_Bay"									FALSE			
Neg-2022-01_02	Bai		"Olympia,_Bais_Bay"								For_connectivity	FALSE			
PAL-2022-01_09	Nar	Narr	"Narra, Palawan"									FALSE			
PAL-2022-01_11	Nar	Narr	"Narra, Palawan"									FALSE			
PAL-2022-03_01	Mal	Mala	"Malampaya, Palawan"								"29 collected at fish landing in New Guinlo, 11 collected by fishermen of Pancol"	FALSE			
PAL-2022-04_08	Mal	Mala	"Malampaya, Palawan"								Check ID when Albatross lot is taken from USNM to ODU. collected by fishermen of Pancol	FALSE			
PAL-2022-05_01	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
PAL-2022-05_02	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
PAL-2022-05_03	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
PAL-2022-05_06	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
PAL-2022_01_01	Nar	Narr	"Narra, Palawan"								fin clips and tails	FALSE			
PAL-2022_01_02	Nar	Narr	"Narra, Palawan"									FALSE			
PAL-2022_01_04	Nar	Narr	"Narra, Palawan"								"Abner and Eric were unsure of ID. It did had 2 gill rakers but were not sure about the posterior edge operculum. There was a gradient of pointy (S.pinguis) and rounded (S.obtusata) and some indibiduals were in-between. Previous sites, including Albatross, probably need to be checked again. KEC & JGB cannot ID tails. If this lot will be used, make sure to barcode first."	FALSE			
PAL-2022_01_10	Nar	Narr	"Narra, Palawan"									FALSE			
PAL-2022_01_15	Nar	Narr	"Narra, Palawan"								check ID	FALSE			
PAL-2022_01_17	Nar	Narr	"Narra, Palawan"								Cannot confirm ID. Barcode if needed.	FALSE			
PAL-2022_02_01	Tay		"Taytay, Palawan"								"Vendor claim came from TayTay Bay, East Palawan. Not a duplicate"	FALSE			
PAL-2022_03_03	Mal	Mala	"Malampaya, Palawan"								Check Photopectoralis bindus. Body depth was shallower compared to tipical L.equula (like the ones from Pancol). Jeff and Kent took a pictiure of specimens they described as L.equula but USNM later changed the same specimens to P.bindus. Check L.equula slack channel. Met fishermen at New Guinlo fish landing but collected at Alancalian paraguay. Check ID through barcoding before use for connectivity.	FALSE			
PAL-2022_04_02	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Pancol	FALSE			
PAL-2022_04_03	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Pancol	FALSE			
PAL-2022_06_01	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
PAL-2022_06_02	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
Pal-2022-01_03	Nar	Narr	"Narra, Palawan"									FALSE			
Pal-2022-01_06	Nar	Narr	"Narra, Palawan"									FALSE			
Pal-2022-01_07	Nar	Narr	"Narra, Palawan"									FALSE			
Pal-2022-01_12	Nar	Narr	"Narra, Palawan"									FALSE			
Pal-2022-01_13	Nar	Narr	"Narra, Palawan"									FALSE			
Pal-2022-01_14	Nar	Narr	"Narra, Palawan"								check ID	FALSE			
Pal-2022-01_16	Nar	Narr	"Narra, Palawan"								ID checked by KEC & JGB. ID okay	FALSE			
Pal-2022-03_02	Mal	Mala	"Malampaya, Palawan"								"from New Guinlo fish landing but collected at Alancalian paraguay. Mixed lot, cannot ID since it's only tails."	FALSE			
Pal-2022-03_04	Mal	Mala	"Malampaya, Palawan"								from New Guinlo fish landing but collected at Alancalian paraguay	FALSE			
Pal-2022-03_06	Mal	Mala	"Malampaya, Palawan"								from New Guinlo fish landing but collected at Alancalian paraguay	FALSE			
Pal-2022-04_01	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Pancol	FALSE			
Pal-2022-04_04	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Pancol	FALSE			
Pal-2022-04_05	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Pancol	FALSE			
Pal-2022-05_04	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
Pal-2022-05_07	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
Pal-2022-06_03	Mal	Mala	"Malampaya, Palawan"								collected by fishermen of Liminangcong	FALSE			
RAG-2022-01_02	Rag	RagR	Ragay	13.8105766	122.72906						caught by fish corral near Ragay River	FALSE			
RAG-2022-02_03	Rag		Ragay	13.8105766	122.72906						caught using gillnet off Barangay San Rafael	FALSE			
RAG-2022-02_04	Rag		Ragay	13.8105766	122.72906						caught using gillnet off Barangay San Rafael	FALSE			
REU-2019-003_003	Dgt		Silliman_Beach									FALSE			
REU-2019-004_004	Bai		Bais_Bay									FALSE			
REU-2019-005_005	Bai		Bais_Bay									FALSE			
REU-2019-009_009	Bai		Bais_Bay									FALSE			
Rag-2022-02_01			"San Rafael, Ragay"	13.8105766	122.72906						"caught by local fishers near Ragay River. bottle has RAG-2022-02_02, but same LOT ID on Ambassis interrupta already, changed LOT IT to RAG-2022-02_01"	FALSE			
Rag-2022-02_02			Ragay	13.8105766	122.72906						caught by local fishers near Ragay River	FALSE			
SAM-2022_02_08	Bir		"Biri, Northern Samar"	12.6643633	124.361624						"Albatross duplicate for Matnog Bay; collected in between Poblacion and Sto. Nino, Biri Island."	FALSE			
SAM-2022_02_12	Bir		"Biri, Northern Samar"	12.6643633	124.361624						"Albatross duplicate for Port Gubat; collected in Barangay Progress (Rock Formation touristm site), Biri Island."	FALSE			
SAM-2022_02_13	Bir		"Biri, Northern Samar"	12.6643633	124.361624						"collected from Sto. Nino, Biri Island; Need to ID using microscope; count gill rakers"	FALSE			
SAM-2022_02_15	Bir		"Biri, Northern Samar"	12.6643633	124.361624						Contemporary samples are all juveniles BUT could be other species (eg P. simsiang); ID of the Albatross to be checked if some (if not all) matched with contemporary samples.	FALSE			
SEM-2023-01_02												FALSE			
SEM-2023-02_01												FALSE			
SEM-2023-03_01												FALSE			
SEM-2023-03_02												FALSE			
SEM-2023-03_03												FALSE			
SEM-2023-04_02												FALSE			
SEM-2023-04_03												FALSE			
SEM-2023-04_04												FALSE			
SEM-2023-05_02												FALSE			
SIP-2023-01_01												FALSE			
SIP-2023-01_02												FALSE			
SIP-2023-01_03												FALSE			
SIP-2023-02_01												FALSE			
SIP-2023-02_02												FALSE			
SIP-2023-04_01												FALSE			
SIP-2023-05_01												FALSE			
SIP-2023-06_01												FALSE			
SIP-2023-07_01												FALSE			
SIP-2023-07_02												FALSE			
SIP-2023-07_03												FALSE			
SIQ-2023-01_01												FALSE			
Sam-2022-01_01	Cat	Catb	Catbalogan	11.8209235	124.834584						"Buri_Island_vicinity,_lat:11.820987,_long:124.834563"	FALSE			
Sam-2022-01_02	Cat	Catb	Catbalogan	11.7734659	124.879118						"Pier_1_Fish_Market,_lat:11.773044,_long:124.879242"	FALSE			
Sam-2022-01_03	Cat	Catb	Catbalogan	11.7746792	124.878165						"Buri_Island_vicinity,_lat:11.820987,_long:124.834563"	FALSE			
Sam-2022-01_04	Cat	Catb	Catbalogan	11.7746792	124.878165						"Buri_Island_vicinity,_lat:11.820987,_long:124.834563"	FALSE			
Sam-2022-01_07	Cat		Catbalogan	11.7734659	124.879118						"Pier_1_Fish_Market,_lat:11.773044,_long:124.879242"	FALSE			
Sam-2022-01_11	Cat	Catb	Catbalogan								"Buri_Island_vicinity,_lat:11.820987,_long:124.834563"	FALSE			
Sam-2022-01_12	Cat	Catb	Catbalogan	11.7746792	124.878165						"Buri_Island_vicinity,_lat:11.820987,_long:124.834563"	FALSE			
Sam-2022-02_01	Cab		"Cabacungan,_Allen,_Northern_Samar"									FALSE			
Sam-2022-02_02	Cab		"Cabacungan,_Allen,_Northern_Samar"									FALSE			
Sam-2022-02_03	Cab		"Cabacungan,_Allen,_Northern_Samar"									FALSE			
Sam-2022-02_04	Cab		"Cabacungan,_Allen,_Northern_Samar"									FALSE			
Sam-2022-03_01	Cat	Catb	Catbalogan	11.8209235	124.834584						Buri_Island_vicinity	FALSE			
Sam-2022-03_02	Cat	Catb	Catbalogan								Buri_Island_vicinity;_please_double-check_my_labels_in_each_bottle_(1=2/4/22_with_7_samples;_2=2/9/22_with_22_samples)	FALSE			
Sam-2022-03_03	Cat	Catb	Catbalogan	11.7746792	124.878165						Buri_Island_vicinity	FALSE			
Sam-2022-03_04	Cat	Catb	Catbalogan	11.8209235	124.834584						Buri_Island_vicinity_(offshore_fish_aggregating_devices/FADs)	FALSE			
Sam-2022-03_05A	Cat	Catb	Catbalogan	11.8209235	124.834584						Buri_Island_vicinity;_PLEASE_Check_ID_(maybe_mixed_with_another_species)	FALSE			
Sam-2022-03_05B	Cat	Catb	Catbalogan	11.8209235	124.834584						Buri_Island_vicinity;_PLEASE_Check_ID_(maybe_mixed_with_another_species)	FALSE			
Sam-2022-03_06	Cat	Catb	Catbalogan									FALSE			
Sem-2023-01_01												FALSE			
Sem-2023-04_01			Atherinomorous_duodecimalis									FALSE			
Sem-2023-05_01												FALSE			
Sip-2023-03_01												FALSE			
Sul-2019-01_01	Taw	Tawi	"Bongao_Fish_Market,_Tawi-Tawi"	5.029866	119.775417							FALSE			
Sul-2019-01_02	Taw	Tumi	"Bongao_Fish_Market,_Tawi-Tawi"	5.029866	119.775417							FALSE			
Sul-2019-01_03	Taw		"Bongao_Fish_Market,_Tawi-Tawi"	5.029866	119.775417							FALSE			
Sul-2019-02_01	Taw		"Bongao_Fish_Market,_Tawi-Tawi"	5.029866	119.775417							FALSE			
Sul-2019-03_01	Taw	Tawi	"Bongao_Fish_Market,_Tawi-Tawi"								Hypoatherina_temminckii	FALSE			
Sul-2019-04_01	Taw		"Bongao_Fish_Market,_Tawi-Tawi"	5.029866	119.775417							FALSE			
Sul-2019-06_01	Ban		"Lamitan_Fish_Market,_Basilan"								"(originally_identified_Aduo,_Kent:_wrong_ID._Reassigned)."	FALSE			
Sul-2019-08_01	Lam	Zmbo	"Lamitan_Fish_Market,_Basilan"									FALSE			
Sul-2019-09_01	Jol		"Panglima_Tahil,_Jolo"								no_albatross	FALSE			
Sul-2021-04_01	Tat	Tawi	Bongao_Channel	5.0345263	119.744525						"Stored_in_DESS,_Lot_ID_139964_found_under_Lot_ID,_the_erroneus_Lot_ID_was_deleted_and_replaced_with_correct_Contemporary_Lot_ID"	FALSE			
Sul-2021-05_01			Bongao_Channel	5.0345263	119.744525						Stored_in_DESS	FALSE			
Sul-2021-05_03			Bongao_Channel	5.0345263	119.744525						Stored_in_DESS	FALSE			
