individual_id	tissue_id	tissue_type	notes
Pba-CTat_080	Pba-CTat_080-mus	muscle	
Pba-CTat_081	Pba-CTat_081-mus	muscle	
Pba-CTat_082	Pba-CTat_082-mus	muscle	
Pba-CTat_083	Pba-CTat_083-mus	muscle	
Pba-CTat_084	Pba-CTat_084-mus	muscle	
Pba-CTat_085	Pba-CTat_085-mus	muscle	
Pba-CTat_086	Pba-CTat_086-mus	muscle	
Pba-CTat_087	Pba-CTat_087-mus	muscle	
Pba-CTat_088	Pba-CTat_088-mus	muscle	
Pba-CTat_089	Pba-CTat_089-mus	muscle	
Pba-CTat_090	Pba-CTat_090-mus	muscle	
Pba-CTat_091	Pba-CTat_091-mus	muscle	
Pba-CTat_092	Pba-CTat_092-mus	muscle	
Pba-CTat_093	Pba-CTat_093-mus	muscle	
Pba-CTat_094	Pba-CTat_094-mus	muscle	
Pba-CTat_095	Pba-CTat_095-mus	muscle	
Pba-CTat_096	Pba-CTat_096-mus	muscle	
Pba-CVer_001	Pba-CVer_001-mus	muscle	
Pba-CVer_002	Pba-CVer_002-mus	muscle	
Pba-CVer_003	Pba-CVer_003-mus	muscle	
Pba-CVer_004	Pba-CVer_004-mus	muscle	
Pba-CVer_005	Pba-CVer_005-mus	muscle	
Pba-CVer_006	Pba-CVer_006-mus	muscle	
Pba-CVer_007	Pba-CVer_007-mus	muscle	
Pba-CVer_008	Pba-CVer_008-mus	muscle	
Pba-CVer_009	Pba-CVer_009-mus	muscle	
Pba-CVer_010	Pba-CVer_010-mus	muscle	
Pba-CVer_011	Pba-CVer_011-mus	muscle	
Pba-CVer_012	Pba-CVer_012-mus	muscle	
Pba-CVer_013	Pba-CVer_013-mus	muscle	
Pba-CVer_014	Pba-CVer_014-mus	muscle	
Pba-CVer_015	Pba-CVer_015-mus	muscle	
Pba-CVer_016	Pba-CVer_016-mus	muscle	
Pba-CVer_017	Pba-CVer_017-mus	muscle	
Pba-CVer_018	Pba-CVer_018-mus	muscle	
Pba-CVer_019	Pba-CVer_019-mus	muscle	
Pba-CVer_020	Pba-CVer_020-mus	muscle	
Pba-CVer_021	Pba-CVer_021-mus	muscle	
Pba-CVer_022	Pba-CVer_022-mus	muscle	
Pba-CVer_023	Pba-CVer_023-mus	muscle	
Pba-CVer_024	Pba-CVer_024-mus	muscle	
Pba-CVer_025	Pba-CVer_025-mus	muscle	
Pba-CVer_026	Pba-CVer_026-mus	muscle	
Pba-CVer_027	Pba-CVer_027-mus	muscle	
Pba-CVer_028	Pba-CVer_028-mus	muscle	
Pba-CVer_029	Pba-CVer_029-mus	muscle	
Pba-CVer_030	Pba-CVer_030-mus	muscle	
Pba-CVer_031	Pba-CVer_031-mus	muscle	
Pba-CVer_032	Pba-CVer_032-mus	muscle	
Pba-CVer_033	Pba-CVer_033-mus	muscle	
Pba-CVer_034	Pba-CVer_034-mus	muscle	
Pba-CVer_035	Pba-CVer_035-mus	muscle	
Pba-CVer_036	Pba-CVer_036-mus	muscle	
Pba-CVer_037	Pba-CVer_037-mus	muscle	
Pba-CVer_038	Pba-CVer_038-mus	muscle	
Pba-CVer_039	Pba-CVer_039-mus	muscle	
Pba-CVer_040	Pba-CVer_040-mus	muscle	
Pba-CVer_041	Pba-CVer_041-mus	muscle	
Pba-CVer_042	Pba-CVer_042-mus	muscle	
Pba-CVer_043	Pba-CVer_043-mus	muscle	
Pba-CVer_044	Pba-CVer_044-mus	muscle	
Pba-CVer_045	Pba-CVer_045-mus	muscle	
Pba-CVer_046	Pba-CVer_046-mus	muscle	
Pba-CVer_047	Pba-CVer_047-mus	muscle	
Pba-CVer_048	Pba-CVer_048-mus	muscle	
Pba-CVer_049	Pba-CVer_049-mus	muscle	
Pba-CVer_050	Pba-CVer_050-mus	muscle	
Pba-CVer_051	Pba-CVer_051-mus	muscle	
Pba-CVer_052	Pba-CVer_052-mus	muscle	
Pba-CVer_053	Pba-CVer_053-mus	muscle	
Pba-CVer_054	Pba-CVer_054-mus	muscle	
Pba-CVer_055	Pba-CVer_055-mus	muscle	
Pba-CVer_056	Pba-CVer_056-mus	muscle	
Pba-CVer_057	Pba-CVer_057-mus	muscle	
Pba-CVer_058	Pba-CVer_058-mus	muscle	
Pba-CVer_059	Pba-CVer_059-mus	muscle	
Pba-CVer_060	Pba-CVer_060-mus	muscle	
Pba-CVer_061	Pba-CVer_061-mus	muscle	
Pba-CVer_062	Pba-CVer_062-mus	muscle	
Pba-CVer_063	Pba-CVer_063-mus	muscle	
Pba-CVer_064	Pba-CVer_064-mus	muscle	
Pba-CVer_065	Pba-CVer_065-mus	muscle	
Pba-CVer_066	Pba-CVer_066-mus	muscle	
Pba-CVer_067	Pba-CVer_067-mus	muscle	
Pba-CVer_068	Pba-CVer_068-mus	muscle	
Pba-CVer_069	Pba-CVer_069-mus	muscle	
Pba-CVer_070	Pba-CVer_070-mus	muscle	
Pba-CVer_071	Pba-CVer_071-mus	muscle	
Pba-CVer_072	Pba-CVer_072-mus	muscle	
Pba-CVer_073	Pba-CVer_073-mus	muscle	
Pba-CVer_074	Pba-CVer_074-mus	muscle	
Pba-CVer_075	Pba-CVer_075-mus	muscle	
Pba-CVer_076	Pba-CVer_076-mus	muscle	
Pba-CVer_077	Pba-CVer_077-mus	muscle	
Pba-CVer_078	Pba-CVer_078-mus	muscle	
Pba-CVer_079	Pba-CVer_079-mus	muscle	
Pba-CVer_080	Pba-CVer_080-mus	muscle	
Pba-CVer_081	Pba-CVer_081-mus	muscle	
Pba-CVer_082	Pba-CVer_082-mus	muscle	
Pba-CVer_083	Pba-CVer_083-mus	muscle	
Pba-CVer_084	Pba-CVer_084-mus	muscle	
Pba-CVer_085	Pba-CVer_085-mus	muscle	
Pba-CVer_086	Pba-CVer_086-mus	muscle	
Pba-CVer_087	Pba-CVer_087-mus	muscle	
Pba-CVer_088	Pba-CVer_088-mus	muscle	
Pba-CVer_089	Pba-CVer_089-mus	muscle	
Pba-CVer_090	Pba-CVer_090-mus	muscle	
Pba-CVer_091	Pba-CVer_091-mus	muscle	
Pba-CVer_092	Pba-CVer_092-mus	muscle	
Pba-CVer_093	Pba-CVer_093-mus	muscle	
Pba-CVer_094	Pba-CVer_094-mus	muscle	
Pba-CVer_095	Pba-CVer_095-mus	muscle	
Pba-CVer_096	Pba-CVer_096-mus	muscle	
Pbb-AGal_001	Pbb-AGal_001-mus	muscle	
Pbb-AGal_002	Pbb-AGal_002-mus	muscle	
Pbb-AGal_003	Pbb-AGal_003-mus	muscle	
Pbb-AGal_004	Pbb-AGal_004-mus	muscle	
Pbb-AGal_005	Pbb-AGal_005-mus	muscle	
Pbb-AGal_006	Pbb-AGal_006-mus	muscle	
Pbb-AGal_007	Pbb-AGal_007-mus	muscle	
Pbb-AGal_008	Pbb-AGal_008-mus	muscle	
Pbb-AGal_009	Pbb-AGal_009-mus	muscle	
Pbb-AGal_010	Pbb-AGal_010-mus	muscle	
Pbb-AGal_011	Pbb-AGal_011-mus	muscle	
Pbb-AGal_012	Pbb-AGal_012-mus	muscle	
Pbb-AGal_013	Pbb-AGal_013-mus	muscle	
Pbb-AGal_014	Pbb-AGal_014-mus	muscle	
Pbb-AGal_015	Pbb-AGal_015-mus	muscle	
Pbb-AGal_016	Pbb-AGal_016-mus	muscle	
Pbb-AGal_017	Pbb-AGal_017-mus	muscle	
Pbb-AGal_018	Pbb-AGal_018-mus	muscle	
Pbb-AGal_019	Pbb-AGal_019-mus	muscle	
Pbb-AGal_020	Pbb-AGal_020-mus	muscle	
Pbb-AGal_021	Pbb-AGal_021-mus	muscle	
Pbb-AGal_022	Pbb-AGal_022-mus	muscle	
Pbb-AGal_023	Pbb-AGal_023-mus	muscle	
Pbb-AGal_024	Pbb-AGal_024-mus	muscle	
Pbb-AGal_025	Pbb-AGal_025-mus	muscle	
Pbb-AGal_026	Pbb-AGal_026-mus	muscle	
Pbb-AGal_027	Pbb-AGal_027-mus	muscle	
Pbb-AGal_028	Pbb-AGal_028-mus	muscle	
Pbb-AGal_029	Pbb-AGal_029-mus	muscle	
Pbb-AGal_030	Pbb-AGal_030-mus	muscle	
Pbb-AGal_031	Pbb-AGal_031-mus	muscle	
Pbb-AGal_032	Pbb-AGal_032-mus	muscle	
Pbb-AGal_033	Pbb-AGal_033-mus	muscle	
Pbb-AGal_034	Pbb-AGal_034-mus	muscle	
Pbb-AGal_035	Pbb-AGal_035-mus	muscle	
Pbb-AGal_036	Pbb-AGal_036-mus	muscle	
Pbb-AGal_037	Pbb-AGal_037-mus	muscle	
Pbb-CVer_001	Pbb-CVer_001-mus	muscle	
Pbb-CVer_002	Pbb-CVer_002-mus	muscle	
Pbb-CVer_003	Pbb-CVer_003-mus	muscle	
Pbb-CVer_004	Pbb-CVer_004-mus	muscle	
Pbb-CVer_005	Pbb-CVer_005-mus	muscle	
Pbb-CVer_006	Pbb-CVer_006-mus	muscle	
Pbb-CVer_007	Pbb-CVer_007-mus	muscle	
Pbb-CVer_008	Pbb-CVer_008-mus	muscle	
Pbb-CVer_009	Pbb-CVer_009-mus	muscle	
Pbb-CVer_010	Pbb-CVer_010-mus	muscle	
Pbb-CVer_011	Pbb-CVer_011-mus	muscle	
Pbb-CVer_012	Pbb-CVer_012-mus	muscle	
Pbb-CVer_013	Pbb-CVer_013-mus	muscle	
Pbb-CVer_014	Pbb-CVer_014-mus	muscle	
Pbb-CVer_015	Pbb-CVer_015-mus	muscle	
Pbb-CVer_016	Pbb-CVer_016-mus	muscle	
Pbb-CVer_017	Pbb-CVer_017-mus	muscle	
Pbb-CVer_018	Pbb-CVer_018-mus	muscle	
Pbb-CVer_019	Pbb-CVer_019-mus	muscle	
Pbb-CVer_020	Pbb-CVer_020-mus	muscle	
Pbb-CVer_021	Pbb-CVer_021-mus	muscle	
Pbb-CVer_022	Pbb-CVer_022-mus	muscle	
Pbb-CVer_023	Pbb-CVer_023-mus	muscle	
Pbb-CVer_024	Pbb-CVer_024-mus	muscle	
Pbb-CVer_025	Pbb-CVer_025-mus	muscle	
Pbb-CVer_026	Pbb-CVer_026-mus	muscle	
Pbb-CVer_027	Pbb-CVer_027-mus	muscle	
Pbb-CVer_028	Pbb-CVer_028-mus	muscle	
Pbb-CVer_029	Pbb-CVer_029-mus	muscle	
Pbb-CVer_030	Pbb-CVer_030-mus	muscle	
Pbb-CVer_031	Pbb-CVer_031-mus	muscle	
Pbb-CVer_032	Pbb-CVer_032-mus	muscle	
Pbb-CVer_033	Pbb-CVer_033-mus	muscle	
Pbb-CVer_034	Pbb-CVer_034-mus	muscle	
Pbb-CVer_035	Pbb-CVer_035-mus	muscle	
Pbb-CVer_036	Pbb-CVer_036-mus	muscle	
Pbb-CVer_037	Pbb-CVer_037-mus	muscle	
Pbb-CVer_038	Pbb-CVer_038-mus	muscle	
Pbb-CVer_039	Pbb-CVer_039-mus	muscle	
Pbb-CVer_040	Pbb-CVer_040-mus	muscle	
Pbb-CVer_041	Pbb-CVer_041-mus	muscle	
Pbb-CVer_042	Pbb-CVer_042-mus	muscle	
Pbb-CVer_043	Pbb-CVer_043-mus	muscle	
Pbb-CVer_044	Pbb-CVer_044-mus	muscle	
Pli-ARom_001	Pli-ARom_001-mus	muscle	
Pli-ARom_002	Pli-ARom_002-mus	muscle	
Pli-ARom_003	Pli-ARom_003-mus	muscle	
Pli-ARom_004	Pli-ARom_004-mus	muscle	
Pli-ARom_005	Pli-ARom_005-mus	muscle	
Pli-ARom_006	Pli-ARom_006-mus	muscle	
Pli-ARom_007	Pli-ARom_007-mus	muscle	
Pli-ARom_008	Pli-ARom_008-mus	muscle	
Pli-ARom_009	Pli-ARom_009-mus	muscle	
Pli-ARom_010	Pli-ARom_010-mus	muscle	
Pli-ARom_011	Pli-ARom_011-mus	muscle	
Pli-ARom_012	Pli-ARom_012-mus	muscle	
Pli-ARom_013	Pli-ARom_013-mus	muscle	
Pli-ARom_014	Pli-ARom_014-mus	muscle	
Pli-ARom_015	Pli-ARom_015-mus	muscle	
Pli-ARom_016	Pli-ARom_016-mus	muscle	
Pli-ARom_017	Pli-ARom_017-mus	muscle	
Pli-ARom_018	Pli-ARom_018-mus	muscle	
Pli-ARom_019	Pli-ARom_019-mus	muscle	
Pli-AJol_001	Pli-AJol_001-mus	muscle	
Pli-AJol_002	Pli-AJol_002-mus	muscle	
Pli-AJol_003	Pli-AJol_003-mus	muscle	
Pli-AJol_004	Pli-AJol_004-mus	muscle	
Pli-AJol_005	Pli-AJol_005-mus	muscle	
Pli-AJol_006	Pli-AJol_006-mus	muscle	
Pli-AJol_007	Pli-AJol_007-mus	muscle	
Pli-AJol_008	Pli-AJol_008-mus	muscle	
Pli-AJol_009	Pli-AJol_009-mus	muscle	
Pli-AJol_010	Pli-AJol_010-mus	muscle	
Pli-AJol_011	Pli-AJol_011-mus	muscle	
Pli-AJol_012	Pli-AJol_012-mus	muscle	
Pli-AJol_013	Pli-AJol_013-mus	muscle	
Pli-AJol_014	Pli-AJol_014-mus	muscle	
Pli-AJol_015	Pli-AJol_015-mus	muscle	
Pli-AJol_016	Pli-AJol_016-mus	muscle	
Pli-AMvi_001	Pli-AMvi_001-mus	muscle	
Pli-AMvi_002	Pli-AMvi_002-mus	muscle	
Pli-AMvi_003	Pli-AMvi_003-mus	muscle	
Pli-AMvi_004	Pli-AMvi_004-mus	muscle	
Pli-AMvi_005	Pli-AMvi_005-mus	muscle	
Pli-AMvi_006	Pli-AMvi_006-mus	muscle	
Pli-AMvi_007	Pli-AMvi_007-mus	muscle	
Pli-AMvi_008	Pli-AMvi_008-mus	muscle	
Pli-AMvi_009	Pli-AMvi_009-mus	muscle	
Pli-AMvi_010	Pli-AMvi_010-mus	muscle	
Pli-AMvi_011	Pli-AMvi_011-mus	muscle	
Pli-AMvi_012	Pli-AMvi_012-mus	muscle	
Pli-AMvi_013	Pli-AMvi_013-mus	muscle	
Pli-AMvi_014	Pli-AMvi_014-mus	muscle	
Pli-AMvi_015	Pli-AMvi_015-mus	muscle	
Pli-AMvi_016	Pli-AMvi_016-mus	muscle	
Pli-AMvi_017	Pli-AMvi_017-mus	muscle	
Pli-AMvi_018	Pli-AMvi_018-mus	muscle	
Pli-AMvi_019	Pli-AMvi_019-mus	muscle	
Pli-AMvi_020	Pli-AMvi_020-mus	muscle	
Pli-AMvi_021	Pli-AMvi_021-mus	muscle	
Pli-AMvi_022	Pli-AMvi_022-mus	muscle	
Pli-AMvi_023	Pli-AMvi_023-mus	muscle	
Pli-AMvi_024	Pli-AMvi_024-mus	muscle	
Pli-AMvi_025	Pli-AMvi_025-mus	muscle	
Pli-AMvi_026	Pli-AMvi_026-mus	muscle	
Pli-AMvi_027	Pli-AMvi_027-mus	muscle	
Pli-AMvi_028	Pli-AMvi_028-mus	muscle	
Pli-AMvi_029	Pli-AMvi_029-mus	muscle	
Pli-AMvi_030	Pli-AMvi_030-mus	muscle	
Pli-AMvi_031	Pli-AMvi_031-mus	muscle	
Pli-AMvi_032	Pli-AMvi_032-mus	muscle	
Pli-AMvi_033	Pli-AMvi_033-mus	muscle	
Pli-AMvi_034	Pli-AMvi_034-mus	muscle	
Pli-AMvi_035	Pli-AMvi_035-mus	muscle	
Pli-AMvi_036	Pli-AMvi_036-mus	muscle	
Pli-AMvi_037	Pli-AMvi_037-mus	muscle	
Pli-AMvi_038	Pli-AMvi_038-mus	muscle	
Pli-AMvi_039	Pli-AMvi_039-mus	muscle	
Pli-AMvi_040	Pli-AMvi_040-mus	muscle	
Pli-AMvi_041	Pli-AMvi_041-mus	muscle	
Pli-AMvi_042	Pli-AMvi_042-mus	muscle	
Pli-AMvi_043	Pli-AMvi_043-mus	muscle	
Pli-AMvi_044	Pli-AMvi_044-mus	muscle	
Pli-AMvi_045	Pli-AMvi_045-mus	muscle	
Pli-AMvi_046	Pli-AMvi_046-mus	muscle	
Pli-AMvi_047	Pli-AMvi_047-mus	muscle	
Pli-AMvi_048	Pli-AMvi_048-mus	muscle	
Pli-AMvi_049	Pli-AMvi_049-mus	muscle	
Pli-AMvi_050	Pli-AMvi_050-mus	muscle	
Pli-AMvi_051	Pli-AMvi_051-mus	muscle	
Pli-AMvi_052	Pli-AMvi_052-mus	muscle	
Pli-AMvi_053	Pli-AMvi_053-mus	muscle	
Pli-AMvi_054	Pli-AMvi_054-mus	muscle	
Pli-AMvi_055	Pli-AMvi_055-mus	muscle	
Pli-AMvi_056	Pli-AMvi_056-mus	muscle	
Pli-AMvi_057	Pli-AMvi_057-mus	muscle	
Pli-AMvi_058	Pli-AMvi_058-mus	muscle	
Pli-AMvi_059	Pli-AMvi_059-mus	muscle	
Pli-AMvi_060	Pli-AMvi_060-mus	muscle	
Pli-AMvi_061	Pli-AMvi_061-mus	muscle	
Pli-AMvi_062	Pli-AMvi_062-mus	muscle	
Pli-AMvi_063	Pli-AMvi_063-mus	muscle	
Pli-AMvi_064	Pli-AMvi_064-mus	muscle	
Pli-AMvi_065	Pli-AMvi_065-mus	muscle	
Pli-AMvi_066	Pli-AMvi_066-mus	muscle	
Pli-AMvi_067	Pli-AMvi_067-mus	muscle	
Pli-AMvi_068	Pli-AMvi_068-mus	muscle	
Pli-AMvi_069	Pli-AMvi_069-mus	muscle	
Pli-AMvi_070	Pli-AMvi_070-mus	muscle	
Pli-AMvi_071	Pli-AMvi_071-mus	muscle	
Pli-AMvi_072	Pli-AMvi_072-mus	muscle	
Pli-AMvi_073	Pli-AMvi_073-mus	muscle	
Pli-AMvi_074	Pli-AMvi_074-mus	muscle	
Pli-AMvi_075	Pli-AMvi_075-mus	muscle	
Pli-AMvi_076	Pli-AMvi_076-mus	muscle	
Pli-AMvi_077	Pli-AMvi_077-mus	muscle	
Pli-AMvi_078	Pli-AMvi_078-mus	muscle	
Pli-AMvi_079	Pli-AMvi_079-mus	muscle	
Pli-AMvi_080	Pli-AMvi_080-mus	muscle	
Pli-AMvi_081	Pli-AMvi_081-mus	muscle	
Pli-AMvi_082	Pli-AMvi_082-mus	muscle	
Pli-AMvi_083	Pli-AMvi_083-mus	muscle	
Pli-AMvi_084	Pli-AMvi_084-mus	muscle	
Pli-AMvi_085	Pli-AMvi_085-mus	muscle	
Pli-AMvi_086	Pli-AMvi_086-mus	muscle	
Pli-AMvi_087	Pli-AMvi_087-mus	muscle	
Pli-AMvi_088	Pli-AMvi_088-mus	muscle	
Pli-AMvi_089	Pli-AMvi_089-mus	muscle	
Pli-AMvi_090	Pli-AMvi_090-mus	muscle	
Pli-AMvi_091	Pli-AMvi_091-mus	muscle	
Pli-AMvi_092	Pli-AMvi_092-mus	muscle	
Pli-AMvi_093	Pli-AMvi_093-mus	muscle	
Pli-AMvi_094	Pli-AMvi_094-mus	muscle	
Pli-AMvi_095	Pli-AMvi_095-mus	muscle	
Pli-AMvi_096	Pli-AMvi_096-mus	muscle	
Pli-AMvi_097	Pli-AMvi_097-mus	muscle	
Pli-AMvi_098	Pli-AMvi_098-mus	muscle	
Pli-AMvi_099	Pli-AMvi_099-mus	muscle	
Pli-CDgt_001	Pli-CDgt_001-mus	muscle	
Pli-CDgt_002	Pli-CDgt_002-mus	muscle	
Pli-CDgt_003	Pli-CDgt_003-mus	muscle	
Pli-CDgt_004	Pli-CDgt_004-mus	muscle	
Pli-CDgt_005	Pli-CDgt_005-mus	muscle	
Pli-CDgt_006	Pli-CDgt_006-mus	muscle	
Pli-CDgt_007	Pli-CDgt_007-mus	muscle	
Pli-CDgt_008	Pli-CDgt_008-mus	muscle	
Pli-CDgt_009	Pli-CDgt_009-mus	muscle	
Pli-CDgt_010	Pli-CDgt_010-mus	muscle	
Pli-CDgt_011	Pli-CDgt_011-mus	muscle	
Pli-CDgt_012	Pli-CDgt_012-mus	muscle	
Pli-CDgt_013	Pli-CDgt_013-mus	muscle	
Pli-CDgt_014	Pli-CDgt_014-mus	muscle	
Pli-CDgt_015	Pli-CDgt_015-mus	muscle	
Pli-CDgt_016	Pli-CDgt_016-mus	muscle	
Pli-CDgt_017	Pli-CDgt_017-mus	muscle	
Pli-CDgt_018	Pli-CDgt_018-mus	muscle	
Pli-CDgt_019	Pli-CDgt_019-mus	muscle	
Pli-CDgt_020	Pli-CDgt_020-mus	muscle	
Pli-CDgt_021	Pli-CDgt_021-mus	muscle	
Pli-CDgt_022	Pli-CDgt_022-mus	muscle	
Pli-CDgt_023	Pli-CDgt_023-mus	muscle	
Pli-CDgt_024	Pli-CDgt_024-mus	muscle	
Pli-CDgt_025	Pli-CDgt_025-mus	muscle	
Pli-CDgt_026	Pli-CDgt_026-mus	muscle	
Pli-CDgt_027	Pli-CDgt_027-mus	muscle	
Pli-CDgt_028	Pli-CDgt_028-mus	muscle	
Pli-CDgt_029	Pli-CDgt_029-mus	muscle	
Pli-CDgt_030	Pli-CDgt_030-mus	muscle	
Pli-CDgt_031	Pli-CDgt_031-mus	muscle	
Pli-CDgt_032	Pli-CDgt_032-mus	muscle	
Pli-CDgt_033	Pli-CDgt_033-mus	muscle	
Pli-CDgt_034	Pli-CDgt_034-mus	muscle	
Pli-CDgt_035	Pli-CDgt_035-mus	muscle	
Pli-CDgt_036	Pli-CDgt_036-mus	muscle	
Pli-CDgt_037	Pli-CDgt_037-mus	muscle	
Pli-CDgt_038	Pli-CDgt_038-mus	muscle	
Pli-CDgt_039	Pli-CDgt_039-mus	muscle	
Pli-CDgt_040	Pli-CDgt_040-mus	muscle	
Pli-CDgt_041	Pli-CDgt_041-mus	muscle	
Pli-CDgt_042	Pli-CDgt_042-mus	muscle	
Pli-CDgt_043	Pli-CDgt_043-mus	muscle	
Pli-CDgt_044	Pli-CDgt_044-mus	muscle	
Pli-CDgt_045	Pli-CDgt_045-mus	muscle	
Pli-CDgt_046	Pli-CDgt_046-mus	muscle	
Pli-CDgt_047	Pli-CDgt_047-mus	muscle	
Pli-CDgt_048	Pli-CDgt_048-mus	muscle	
Pli-CDgt_049	Pli-CDgt_049-mus	muscle	
Pli-CDgt_050	Pli-CDgt_050-mus	muscle	
Pli-CDgt_051	Pli-CDgt_051-mus	muscle	
Pli-CDgt_052	Pli-CDgt_052-mus	muscle	
Pli-CDgt_053	Pli-CDgt_053-mus	muscle	
Pli-CJol_001	Pli-CJol_001-mus	muscle	
Pli-CJol_002	Pli-CJol_002-mus	muscle	
Pli-CJol_003	Pli-CJol_003-mus	muscle	
Pli-CJol_004	Pli-CJol_004-mus	muscle	
Pli-CJol_005	Pli-CJol_005-mus	muscle	
Pli-CJol_006	Pli-CJol_006-mus	muscle	
Pli-CJol_007	Pli-CJol_007-mus	muscle	
Pli-CJol_008	Pli-CJol_008-mus	muscle	
Pli-CJol_009	Pli-CJol_009-mus	muscle	
Pli-CJol_010	Pli-CJol_010-mus	muscle	
Pli-CJol_011	Pli-CJol_011-mus	muscle	
Pli-CJol_012	Pli-CJol_012-mus	muscle	
Pli-CJol_013	Pli-CJol_013-mus	muscle	
Pli-CJol_014	Pli-CJol_014-mus	muscle	
Pli-CJol_015	Pli-CJol_015-mus	muscle	
Pli-CJol_016	Pli-CJol_016-mus	muscle	
Pli-CJol_017	Pli-CJol_017-mus	muscle	
Pli-CJol_018	Pli-CJol_018-mus	muscle	
Pli-CJol_019	Pli-CJol_019-mus	muscle	
Pli-CJol_020	Pli-CJol_020-mus	muscle	
Pli-CJol_021	Pli-CJol_021-mus	muscle	
Pli-CJol_022	Pli-CJol_022-mus	muscle	
Pli-CJol_023	Pli-CJol_023-mus	muscle	
Pli-CJol_024	Pli-CJol_024-mus	muscle	
Pli-CJol_025	Pli-CJol_025-mus	muscle	
Pli-CJol_026	Pli-CJol_026-mus	muscle	
Pli-CJol_027	Pli-CJol_027-mus	muscle	
Pli-CJol_028	Pli-CJol_028-mus	muscle	
Pli-CJol_029	Pli-CJol_029-mus	muscle	
Pli-CJol_030	Pli-CJol_030-mus	muscle	
Pli-CJol_031	Pli-CJol_031-mus	muscle	
Pli-CJol_032	Pli-CJol_032-mus	muscle	
Pli-CJol_033	Pli-CJol_033-mus	muscle	
Pli-CJol_034	Pli-CJol_034-mus	muscle	
Pli-CJol_035	Pli-CJol_035-mus	muscle	
Pli-CJol_036	Pli-CJol_036-mus	muscle	
Pli-CJol_037	Pli-CJol_037-mus	muscle	
Pli-CJol_038	Pli-CJol_038-mus	muscle	
Pli-CJol_039	Pli-CJol_039-mus	muscle	
Pli-CJol_040	Pli-CJol_040-mus	muscle	
Pli-CJol_041	Pli-CJol_041-mus	muscle	
Pli-CJol_042	Pli-CJol_042-mus	muscle	
Pli-CJol_043	Pli-CJol_043-mus	muscle	
Pli-CJol_044	Pli-CJol_044-mus	muscle	
Pli-CJol_045	Pli-CJol_045-mus	muscle	
Pli-CJol_046	Pli-CJol_046-mus	muscle	
Pli-CJol_047	Pli-CJol_047-mus	muscle	
Pli-CJol_048	Pli-CJol_048-mus	muscle	
Pli-CJol_049	Pli-CJol_049-mus	muscle	
Pli-CJol_050	Pli-CJol_050-mus	muscle	
Pli-CJol_051	Pli-CJol_051-mus	muscle	
Pli-CJol_052	Pli-CJol_052-mus	muscle	
Pli-CJol_053	Pli-CJol_053-mus	muscle	
Pli-CJol_054	Pli-CJol_054-mus	muscle	
Pli-CJol_055	Pli-CJol_055-mus	muscle	
Pli-CJol_056	Pli-CJol_056-mus	muscle	
Pli-CJol_057	Pli-CJol_057-mus	muscle	
Pli-CJol_058	Pli-CJol_058-mus	muscle	
Pli-CJol_059	Pli-CJol_059-mus	muscle	
Pli-CJol_060	Pli-CJol_060-mus	muscle	
Pli-CJol_061	Pli-CJol_061-mus	muscle	
Pli-CJol_062	Pli-CJol_062-mus	muscle	
Pli-CJol_063	Pli-CJol_063-mus	muscle	
Pli-CJol_064	Pli-CJol_064-mus	muscle	
Pli-CJol_065	Pli-CJol_065-mus	muscle	
Pli-CJol_066	Pli-CJol_066-mus	muscle	
Pli-CJol_067	Pli-CJol_067-mus	muscle	
Pli-CJol_068	Pli-CJol_068-mus	muscle	
Pli-CJol_069	Pli-CJol_069-mus	muscle	
Pli-CJol_070	Pli-CJol_070-mus	muscle	
Pli-CJol_071	Pli-CJol_071-mus	muscle	
Pli-CJol_072	Pli-CJol_072-mus	muscle	
Pli-CJol_073	Pli-CJol_073-mus	muscle	
Pli-CJol_074	Pli-CJol_074-mus	muscle	
Pli-CJol_075	Pli-CJol_075-mus	muscle	
Pli-CJol_076	Pli-CJol_076-mus	muscle	
Pli-CJol_077	Pli-CJol_077-mus	muscle	
Pli-CJol_078	Pli-CJol_078-mus	muscle	
Pli-CJol_079	Pli-CJol_079-mus	muscle	
Pli-CJol_080	Pli-CJol_080-mus	muscle	
Pli-CJol_081	Pli-CJol_081-mus	muscle	
Pli-CJol_082	Pli-CJol_082-mus	muscle	
Pli-CJol_083	Pli-CJol_083-mus	muscle	
Pli-CJol_084	Pli-CJol_084-mus	muscle	
Pli-CJol_085	Pli-CJol_085-mus	muscle	
Pli-CJol_086	Pli-CJol_086-mus	muscle	
Pli-CJol_087	Pli-CJol_087-mus	muscle	
Pli-CJol_088	Pli-CJol_088-mus	muscle	
Pli-CJol_089	Pli-CJol_089-mus	muscle	
Pli-CJol_090	Pli-CJol_090-mus	muscle	
Pli-CJol_091	Pli-CJol_091-mus	muscle	
Pli-CJol_092	Pli-CJol_092-mus	muscle	
Pli-CJol_093	Pli-CJol_093-mus	muscle	
Pli-CJol_094	Pli-CJol_094-mus	muscle	
Pli-CJol_095	Pli-CJol_095-mus	muscle	
Pli-CJol_096	Pli-CJol_096-mus	muscle	
Pli-CMvi_001	Pli-CMvi_001-mus	muscle	
Pli-CMvi_002	Pli-CMvi_002-mus	muscle	
Pli-CMvi_003	Pli-CMvi_003-mus	muscle	
Pli-CMvi_004	Pli-CMvi_004-mus	muscle	
Pli-CMvi_005	Pli-CMvi_005-mus	muscle	
