Individual_ID	Extraction_ID	Storage_solution	Date_Subsampling	Subsampler	Date_Extracting	Tube_Stuffer	mg_Tissue_Extracted	Digestion_min	Extractor	Extraction_TubeID	PlateID	Elution_Buffer	num_elutions	Elution1_PlateID	Elution1_Plate_Column	Elution1_Plate_Row	Elution1_Total_volume_ul	Elution1_Vol_for_TAMUCC	Elution1_Vol_for_ODU	Elution1_nanodrop_ng_ul	Elution2_PlateID	Elution2_Plate_Column	Elution2_Plate_Row	Elution2_Total_volume_ul	Elution2_Vol_for_TAMUCC	Elution2_Vol_for_ODU	Elution2_nanodrop_ng_ul	Elution3_PlateID	Elution3_Plate_Column	Elution3_Plate_Row	Elution3_Total_volume_ul	Elution3_Vol_for_TAMUCC	Elution3_Vol_for_ODU	Elution3_nanodrop_ng_ul	Elution4_PlateID	Elution4_Plate_Column	Elution4_Plate_Row	Elution4_Total_volume_ul	Elution4_Vol_for_TAMUCC	Elution4_Vol_for_ODU	Elution4_nanodrop_ng_ul	Date_Gelled_ODU	ODU_Volume_Gelled_ul	ODU_Gel_Jockey	Elution1_Gel_Score_TAMUCC	Elution2_Gel_Score_TAMUCC	Elution3_Gel_Score_TAMUCC	Elution4_Gel_Score_TAMUCC	Elution_Used	Notes
Adu-AMat_079	Adu-AMat_079-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	13	Adu-A_001	NA	2	Adu-A_001_E1	3	H	100	100	0	NA	Adu-A_001_E2	7	H	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_080	Adu-AMat_080-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	14	Adu-A_001	NA	2	Adu-A_001_E1	3	G	100	100	0	NA	Adu-A_001_E2	7	G	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_081	Adu-AMat_081-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	15	Adu-A_001	NA	2	Adu-A_001_E1	3	F	100	100	0	NA	Adu-A_001_E2	7	F	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_082	Adu-AMat_082-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	16	Adu-A_001	NA	2	Adu-A_001_E1	3	E	100	100	0	NA	Adu-A_001_E2	7	E	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_083	Adu-AMat_083-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	17	Adu-A_001	NA	2	Adu-A_001_E1	3	D	100	100	0	NA	Adu-A_001_E2	7	D	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_084	Adu-AMat_084-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	18	Adu-A_001	NA	2	Adu-A_001_E1	3	C	100	100	0	NA	Adu-A_001_E2	7	C	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_085	Adu-AMat_085-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	19	Adu-A_001	NA	2	Adu-A_001_E1	3	B	100	100	0	NA	Adu-A_001_E2	7	B	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_086	Adu-AMat_086-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	20	Adu-A_001	NA	2	Adu-A_001_E1	3	A	100	100	0	NA	Adu-A_001_E2	7	A	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_087	Adu-AMat_087-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	21	Adu-A_001	NA	2	Adu-A_001_E1	4	H	100	100	0	NA	Adu-A_001_E2	8	H	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_088	Adu-AMat_088-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	22	Adu-A_001	NA	2	Adu-A_001_E1	4	G	100	100	0	NA	Adu-A_001_E2	8	G	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hte-AMat_089	Hte-AMat_089-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	23	Adu-A_001	NA	2	Adu-A_001_E1	4	F	100	100	0	NA	Adu-A_001_E2	8	F	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hte-AMat_090	Hte-AMat_090-Ex1	EtOH	2018-04-09T00:00:00Z	Maddy_Kenton	2018-04-10T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	24	Adu-A_001	NA	2	Adu-A_001_E1	4	E	100	100	0	NA	Adu-A_001_E2	8	E	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_005	Adu-AMat_005-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	1	Adu-A_002	NA	2	Adu-A_002_E1	1	H	100	100	0	NA	Adu-A_002_E2	4	H	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_006	Adu-AMat_006-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	2	Adu-A_002	NA	2	Adu-A_002_E1	1	G	100	100	0	NA	Adu-A_002_E2	4	G	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_007	Adu-AMat_007-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	3	Adu-A_002	NA	2	Adu-A_002_E1	1	F	100	100	0	NA	Adu-A_002_E2	4	F	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_008	Adu-AMat_008-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	4	Adu-A_002	NA	2	Adu-A_002_E1	1	E	100	100	0	NA	Adu-A_002_E2	4	E	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_009	Adu-AMat_009-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	5	Adu-A_002	NA	2	Adu-A_002_E1	1	D	100	100	0	NA	Adu-A_002_E2	4	D	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_010	Adu-AMat_010-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	6	Adu-A_002	NA	2	Adu-A_002_E1	1	C	100	100	0	NA	Adu-A_002_E2	4	C	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_011	Adu-AMat_011-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	7	Adu-A_002	NA	2	Adu-A_002_E1	1	B	100	100	0	NA	Adu-A_002_E2	4	B	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_012	Adu-AMat_012-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	8	Adu-A_002	NA	2	Adu-A_002_E1	1	A	100	100	0	NA	Adu-A_002_E2	4	A	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_013	Adu-AMat_013-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	9	Adu-A_002	NA	2	Adu-A_002_E1	2	H	100	100	0	NA	Adu-A_002_E2	5	H	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_014	Adu-AMat_014-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	10	Adu-A_002	NA	2	Adu-A_002_E1	2	G	100	100	0	NA	Adu-A_002_E2	5	G	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_015	Adu-AMat_015-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	11	Adu-A_002	NA	2	Adu-A_002_E1	2	F	100	100	0	NA	Adu-A_002_E2	5	F	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_016	Adu-AMat_016-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	12	Adu-A_002	NA	2	Adu-A_002_E1	2	E	100	100	0	NA	Adu-A_002_E2	5	E	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_017	Adu-AMat_017-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	13	Adu-A_002	NA	2	Adu-A_002_E1	2	D	100	100	0	NA	Adu-A_002_E2	5	D	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_018	Adu-AMat_018-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	14	Adu-A_002	NA	2	Adu-A_002_E1	2	C	100	100	0	NA	Adu-A_002_E2	5	C	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_019	Adu-AMat_019-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	15	Adu-A_002	NA	2	Adu-A_002_E1	2	B	100	100	0	NA	Adu-A_002_E2	5	B	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_020	Adu-AMat_020-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	16	Adu-A_002	NA	2	Adu-A_002_E1	2	A	100	100	0	NA	Adu-A_002_E2	5	A	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_021	Adu-AMat_021-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	17	Adu-A_002	NA	2	Adu-A_002_E1	3	H	100	100	0	NA	Adu-A_002_E2	6	H	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_022	Adu-AMat_022-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	18	Adu-A_002	NA	2	Adu-A_002_E1	3	G	100	100	0	NA	Adu-A_002_E2	6	G	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_023	Adu-AMat_023-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	19	Adu-A_002	NA	2	Adu-A_002_E1	3	F	100	100	0	NA	Adu-A_002_E2	6	F	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_024	Adu-AMat_024-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	20	Adu-A_002	NA	2	Adu-A_002_E1	3	E	100	100	0	NA	Adu-A_002_E2	6	E	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_025	Adu-AMat_025-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	21	Adu-A_002	NA	2	Adu-A_002_E1	3	D	100	100	0	NA	Adu-A_002_E2	6	D	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_026	Adu-AMat_026-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	22	Adu-A_002	NA	2	Adu-A_002_E1	3	C	100	100	0	NA	Adu-A_002_E2	6	C	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_027	Adu-AMat_027-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	23	Adu-A_002	NA	2	Adu-A_002_E1	3	B	100	100	0	NA	Adu-A_002_E2	6	B	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_028	Adu-AMat_028-Ex1	EtOH	2017-11-15T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	24	Adu-A_002	NA	2	Adu-A_002_E1	3	A	100	100	0	NA	Adu-A_002_E2	6	A	100	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_029	Adu-AMat_029-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	1	Adu-A_004	NA	2	Adu-A_004_E1	1	H	100	50	50	NA	Adu-A_004_E2	4	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_030	Adu-AMat_030-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	2	Adu-A_004	NA	2	Adu-A_004_E1	1	G	100	50	50	NA	Adu-A_004_E2	4	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_031	Adu-AMat_031-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	3	Adu-A_004	NA	2	Adu-A_004_E1	1	F	100	50	50	NA	Adu-A_004_E2	4	F	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_032	Adu-AMat_032-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	4	Adu-A_004	NA	2	Adu-A_004_E1	1	E	100	50	50	NA	Adu-A_004_E2	4	E	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_033	Adu-AMat_033-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	5	Adu-A_004	NA	2	Adu-A_004_E1	1	D	100	50	50	NA	Adu-A_004_E2	4	D	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_034	Adu-AMat_034-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	6	Adu-A_004	NA	2	Adu-A_004_E1	1	C	100	50	50	NA	Adu-A_004_E2	4	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_035	Adu-AMat_035-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	7	Adu-A_004	NA	2	Adu-A_004_E1	1	B	100	50	50	NA	Adu-A_004_E2	4	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adu-AMat_036	Adu-AMat_036-Ex1	EtOH	2018-04-10T00:00:00Z	Maddy_Kenton	2018-05-02T00:00:00Z	Maddy_Kenton	20	NA	Maddy_Kenton	8	Adu-A_004	NA	2	Adu-A_004_E1	1	A	100	50	50	NA	Adu-A_004_E2	4	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
