Individual_ID	Extraction_ID	Storage_solution	Date_Subsampling	Subsampler	Date_Extracting	Tube_Stuffer	mg_Tissue_Extracted	Digestion_min	Extractor	Extraction_TubeID	PlateID	Elution_Buffer	num_elutions	Elution1_PlateID	Elution1_Plate_Column	Elution1_Plate_Row	Elution1_Total_volume_ul	Elution1_Vol_for_TAMUCC	Elution1_Vol_for_ODU	Elution1_nanodrop_ng_ul	Elution2_PlateID	Elution2_Plate_Column	Elution2_Plate_Row	Elution2_Total_volume_ul	Elution2_Vol_for_TAMUCC	Elution2_Vol_for_ODU	Elution2_nanodrop_ng_ul	Elution3_PlateID	Elution3_Plate_Column	Elution3_Plate_Row	Elution3_Total_volume_ul	Elution3_Vol_for_TAMUCC	Elution3_Vol_for_ODU	Elution3_nanodrop_ng_ul	Elution4_PlateID	Elution4_Plate_Column	Elution4_Plate_Row	Elution4_Total_volume_ul	Elution4_Vol_for_TAMUCC	Elution4_Vol_for_ODU	Elution4_nanodrop_ng_ul	Date_Gelled_ODU	ODU_Volume_Gelled_ul	ODU_Gel_Jockey	Elution1_Gel_Score_TAMUCC	Elution2_Gel_Score_TAMUCC	Elution3_Gel_Score_TAMUCC	Elution4_Gel_Score_TAMUCC	Elution_Used	Notes
Sde-CHam_070	Sde-CHam_070-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	Jem_Baldisimo	20	90	Ivan_Lopez	NA	Sde-C_002	NA	4	Sde-C_002_E1	10	F	100	50	50	NA	Sde-C_002_E2	10	F	100	50	50	NA	Sde-C_002_E3	10	F	100	50	50	NA	Sde-C_002_E4	10	F	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_071	Sde-CHam_071-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	Jem_Baldisimo	20	90	Maddy_Kenton	NA	Sde-C_002	NA	4	Sde-C_002_E1	11	F	100	50	50	NA	Sde-C_002_E2	11	F	100	50	50	NA	Sde-C_002_E3	11	F	100	50	50	NA	Sde-C_002_E4	11	F	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_072	Sde-CHam_072-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Sde-C_002	NA	4	Sde-C_002_E1	12	F	100	50	50	NA	Sde-C_002_E2	12	F	100	50	50	NA	Sde-C_002_E3	12	F	100	50	50	NA	Sde-C_002_E4	12	F	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_073	Sde-CHam_073-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	Jem_Baldisimo	20	90	John_Whalen	NA	Sde-C_002	NA	4	Sde-C_002_E1	1	G	100	50	50	NA	Sde-C_002_E2	1	G	100	50	50	NA	Sde-C_002_E3	1	G	100	50	50	NA	Sde-C_002_E4	1	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_074	Sde-CHam_074-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Eric_Garcia	NA	Sde-C_002	NA	4	Sde-C_002_E1	2	G	100	50	50	NA	Sde-C_002_E2	2	G	100	50	50	NA	Sde-C_002_E3	2	G	100	50	50	NA	Sde-C_002_E4	2	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_075	Sde-CHam_075-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Ivan_Lopez	NA	Sde-C_002	NA	4	Sde-C_002_E1	3	G	100	50	50	NA	Sde-C_002_E2	3	G	100	50	50	NA	Sde-C_002_E3	3	G	100	50	50	NA	Sde-C_002_E4	3	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_076	Sde-CHam_076-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Maddy_Kenton	NA	Sde-C_002	NA	4	Sde-C_002_E1	4	G	100	50	50	NA	Sde-C_002_E2	4	G	100	50	50	NA	Sde-C_002_E3	4	G	100	50	50	NA	Sde-C_002_E4	4	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_077	Sde-CHam_077-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Jem_Baldisimo	NA	Sde-C_002	NA	4	Sde-C_002_E1	5	G	100	50	50	NA	Sde-C_002_E2	5	G	100	50	50	NA	Sde-C_002_E3	5	G	100	50	50	NA	Sde-C_002_E4	5	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_078	Sde-CHam_078-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	John_Whalen	NA	Sde-C_002	NA	4	Sde-C_002_E1	6	G	100	50	50	NA	Sde-C_002_E2	6	G	100	50	50	NA	Sde-C_002_E3	6	G	100	50	50	NA	Sde-C_002_E4	6	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_079	Sde-CHam_079-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Eric_Garcia	NA	Sde-C_002	NA	4	Sde-C_002_E1	7	G	100	50	50	NA	Sde-C_002_E2	7	G	100	50	50	NA	Sde-C_002_E3	7	G	100	50	50	NA	Sde-C_002_E4	7	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_080	Sde-CHam_080-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Ivan_Lopez	NA	Sde-C_002	NA	4	Sde-C_002_E1	8	G	100	50	50	NA	Sde-C_002_E2	8	G	100	50	50	NA	Sde-C_002_E3	8	G	100	50	50	NA	Sde-C_002_E4	8	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_081	Sde-CHam_081-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	Jem_Baldisimo	20	90	Maddy_Kenton	NA	Sde-C_002	NA	4	Sde-C_002_E1	9	G	100	50	50	NA	Sde-C_002_E2	9	G	100	50	50	NA	Sde-C_002_E3	9	G	100	50	50	NA	Sde-C_002_E4	9	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_082	Sde-CHam_082-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Jem_Baldisimo	NA	Sde-C_002	NA	4	Sde-C_002_E1	10	G	100	50	50	NA	Sde-C_002_E2	10	G	100	50	50	NA	Sde-C_002_E3	10	G	100	50	50	NA	Sde-C_002_E4	10	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_083	Sde-CHam_083-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	John_Whalen	NA	Sde-C_002	NA	4	Sde-C_002_E1	11	G	100	50	50	NA	Sde-C_002_E2	11	G	100	50	50	NA	Sde-C_002_E3	11	G	100	50	50	NA	Sde-C_002_E4	11	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_084	Sde-CHam_084-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Eric_Garcia	NA	Sde-C_002	NA	4	Sde-C_002_E1	12	G	100	50	50	NA	Sde-C_002_E2	12	G	100	50	50	NA	Sde-C_002_E3	12	G	100	50	50	NA	Sde-C_002_E4	12	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_085	Sde-CHam_085-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Ivan_Lopez	NA	Sde-C_002	NA	4	Sde-C_002_E1	1	H	100	50	50	NA	Sde-C_002_E2	1	H	100	50	50	NA	Sde-C_002_E3	1	H	100	50	50	NA	Sde-C_002_E4	1	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_086	Sde-CHam_086-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Maddy_Kenton	NA	Sde-C_002	NA	4	Sde-C_002_E1	2	H	100	50	50	NA	Sde-C_002_E2	2	H	100	50	50	NA	Sde-C_002_E3	2	H	100	50	50	NA	Sde-C_002_E4	2	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_087	Sde-CHam_087-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Jem_Baldisimo	NA	Sde-C_002	NA	4	Sde-C_002_E1	3	H	100	50	50	NA	Sde-C_002_E2	3	H	100	50	50	NA	Sde-C_002_E3	3	H	100	50	50	NA	Sde-C_002_E4	3	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_088	Sde-CHam_088-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	John_Whalen	NA	Sde-C_002	NA	4	Sde-C_002_E1	4	H	100	50	50	NA	Sde-C_002_E2	4	H	100	50	50	NA	Sde-C_002_E3	4	H	100	50	50	NA	Sde-C_002_E4	4	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_089	Sde-CHam_089-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	Jem_Baldisimo	20	90	Eric_Garcia	NA	Sde-C_002	NA	4	Sde-C_002_E1	5	H	100	50	50	NA	Sde-C_002_E2	5	H	100	50	50	NA	Sde-C_002_E3	5	H	100	50	50	NA	Sde-C_002_E4	5	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_090	Sde-CHam_090-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Ivan_Lopez	NA	Sde-C_002	NA	4	Sde-C_002_E1	6	H	100	50	50	NA	Sde-C_002_E2	6	H	100	50	50	NA	Sde-C_002_E3	6	H	100	50	50	NA	Sde-C_002_E4	6	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_091	Sde-CHam_091-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Maddy_Kenton	NA	Sde-C_002	NA	4	Sde-C_002_E1	7	H	100	50	50	NA	Sde-C_002_E2	7	H	100	50	50	NA	Sde-C_002_E3	7	H	100	50	50	NA	Sde-C_002_E4	7	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_092	Sde-CHam_092-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Jem_Baldisimo	NA	Sde-C_002	NA	4	Sde-C_002_E1	8	H	100	50	50	NA	Sde-C_002_E2	8	H	100	50	50	NA	Sde-C_002_E3	8	H	100	50	50	NA	Sde-C_002_E4	8	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_093	Sde-CHam_093-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	John_Whalen	NA	Sde-C_002	NA	4	Sde-C_002_E1	9	H	100	50	50	NA	Sde-C_002_E2	9	H	100	50	50	NA	Sde-C_002_E3	9	H	100	50	50	NA	Sde-C_002_E4	9	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_094	Sde-CHam_094-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Eric_Garcia	NA	Sde-C_002	NA	4	Sde-C_002_E1	10	H	100	50	50	NA	Sde-C_002_E2	10	H	100	50	50	NA	Sde-C_002_E3	10	H	100	50	50	NA	Sde-C_002_E4	10	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_095	Sde-CHam_095-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Ivan_Lopez	NA	Sde-C_002	NA	4	Sde-C_002_E1	11	H	100	50	50	NA	Sde-C_002_E2	11	H	100	50	50	NA	Sde-C_002_E3	11	H	100	50	50	NA	Sde-C_002_E4	11	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde-CHam_096	Sde-CHam_096-Ex1	EtOH	2019-09-11T00:00:00Z	John_Whalen	2019-09-12T00:00:00Z	John_Whalen	20	90	Maddy_Kenton	NA	Sde-C_002	NA	4	Sde-C_002_E1	12	H	100	50	50	NA	Sde-C_002_E2	12	H	100	50	50	NA	Sde-C_002_E3	12	H	100	50	50	NA	Sde-C_002_E4	12	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aur-CHam_001	Aur-CHam_001-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	1	A	100	50	50	164.2	Aur-C_002-E2	1	A	100	50	50	418.7	Aur-C_002-E3	1	A	100	50	50	178	Aur-C_002-E4	1	A	100	50	50	25	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	10	NA	NA
Aur-CHam_002	Aur-CHam_002-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Eric_Garcia	30	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	2	A	100	50	50	121.4	Aur-C_002-E2	2	A	100	50	50	131.6	Aur-C_002-E3	2	A	100	50	50	31	Aur-C_002-E4	2	A	100	50	50	-4.1	2019-10-23T00:00:00Z	3	John_Whalen	10	10	5	0	NA	NA
Aur-CHam_003	Aur-CHam_003-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	3	A	100	50	50	100.3	Aur-C_002-E2	3	A	100	50	50	297.7	Aur-C_002-E3	3	A	100	50	50	44.4	Aur-C_002-E4	3	A	100	50	50	11.6	2019-10-23T00:00:00Z	3	John_Whalen	10	10	4	5	NA	NA
Aur-CHam_004	Aur-CHam_004-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	4	A	100	50	50	93.1	Aur-C_002-E2	4	A	100	50	50	128.2	Aur-C_002-E3	4	A	100	50	50	92	Aur-C_002-E4	4	A	100	50	50	65.599999999999994	2019-10-23T00:00:00Z	3	John_Whalen	4	10	5	5	NA	NA
Aur-CHam_005	Aur-CHam_005-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	5	A	100	50	50	104.4	Aur-C_002-E2	5	A	100	50	50	231	Aur-C_002-E3	5	A	100	50	50	254.4	Aur-C_002-E4	5	A	100	50	50	81.599999999999994	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	5	NA	NA
Aur-CHam_006	Aur-CHam_006-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	6	A	100	50	50	225.6	Aur-C_002-E2	6	A	100	50	50	258.4	Aur-C_002-E3	6	A	100	50	50	142.2	Aur-C_002-E4	6	A	100	50	50	43.9	2019-10-23T00:00:00Z	3	John_Whalen	4	10	10	5	NA	NA
Aur-CHam_007	Aur-CHam_007-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Jem_Baldisimo	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	7	A	100	50	50	64.099999999999994	Aur-C_002-E2	7	A	100	50	50	308.2	Aur-C_002-E3	7	A	100	50	50	242.9	Aur-C_002-E4	7	A	100	50	50	82.2	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	5	NA	NA
Aur-CHam_008	Aur-CHam_008-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Jem_Baldisimo	34	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	8	A	100	50	50	80.8	Aur-C_002-E2	8	A	100	50	50	260.3	Aur-C_002-E3	8	A	100	50	50	272	Aur-C_002-E4	8	A	100	50	50	84	2019-10-23T00:00:00Z	3	John_Whalen	4	10	5	5	NA	NA
Aur-CHam_009	Aur-CHam_009-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Jem_Baldisimo	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	9	A	100	50	50	0.5	Aur-C_002-E2	9	A	100	50	50	9.7	Aur-C_002-E3	9	A	100	50	50	23.4	Aur-C_002-E4	9	A	100	50	50	44.4	2019-10-23T00:00:00Z	3	John_Whalen	4	3	3	3	NA	"Filter_was_clogged_after_centrifuge_lysate._Had_to_centrifuge_3_times,_10_min_each"
Aur-CHam_010	Aur-CHam_010-Ex1	EtOH	2019-09-26T00:00:00Z	Daniel_Fitzgerald	2019-10-22T00:00:00Z	Ivan_Lopez	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	10	A	100	50	50	67	Aur-C_002-E2	10	A	100	50	50	274.5	Aur-C_002-E3	10	A	100	50	50	189.4	Aur-C_002-E4	10	A	100	50	50	69.900000000000006	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	0	NA	NA
Aur-CHam_011	Aur-CHam_011-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Ivan_Lopez	27	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	11	A	100	50	50	74.400000000000006	Aur-C_002-E2	11	A	100	50	50	274.8	Aur-C_002-E3	11	A	100	50	50	144.9	Aur-C_002-E4	11	A	100	50	50	19.7	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	0	NA	NA
Aur-CHam_012	Aur-CHam_012-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Ivan_Lopez	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	12	A	100	50	50	64.2	Aur-C_002-E2	12	A	100	50	50	-13.2	Aur-C_002-E3	12	A	100	50	50	-9.9	Aur-C_002-E4	12	A	100	50	50	21.8	2019-10-23T00:00:00Z	3	John_Whalen	0	0	0	0	NA	"Filter_was_clogged_after_centrifuge_lysate._Had_to_centrifuge_3_times,_10_min_each"
Aur-CHam_013	Aur-CHam_013-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	1	B	100	50	50	NA	Aur-C_002-E2	1	B	100	50	50	NA	Aur-C_002-E3	1	B	100	50	50	NA	Aur-C_002-E4	1	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	4	3	0	3	NA	"Filter_was_clogged_after_centrifuge_lysate._Had_to_centrifuge_3_times,_10_min_each"
Aur-CHam_014	Aur-CHam_014-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Eric_Garcia	30	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	2	B	100	50	50	NA	Aur-C_002-E2	2	B	100	50	50	NA	Aur-C_002-E3	2	B	100	50	50	NA	Aur-C_002-E4	2	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	10	10	5	5	NA	NA
Aur-CHam_015	Aur-CHam_015-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Eric_Garcia	40	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	3	B	100	50	50	NA	Aur-C_002-E2	3	B	100	50	50	NA	Aur-C_002-E3	3	B	100	50	50	NA	Aur-C_002-E4	3	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	5	NA	NA
Aur-CHam_016	Aur-CHam_016-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	4	B	100	50	50	NA	Aur-C_002-E2	4	B	100	50	50	NA	Aur-C_002-E3	4	B	100	50	50	NA	Aur-C_002-E4	4	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	4	10	10	10	NA	NA
Aur-CHam_017	Aur-CHam_017-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	5	B	100	50	50	NA	Aur-C_002-E2	5	B	100	50	50	NA	Aur-C_002-E3	5	B	100	50	50	NA	Aur-C_002-E4	5	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	4	10	10	5	NA	NA
Aur-CHam_018	Aur-CHam_018-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	6	B	100	50	50	NA	Aur-C_002-E2	6	B	100	50	50	NA	Aur-C_002-E3	6	B	100	50	50	NA	Aur-C_002-E4	6	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	5	NA	NA
Aur-CHam_019	Aur-CHam_019-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Ivan_Lopez	33	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	7	B	100	50	50	NA	Aur-C_002-E2	7	B	100	50	50	NA	Aur-C_002-E3	7	B	100	50	50	NA	Aur-C_002-E4	7	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	10	10	3	1	NA	NA
Aur-CHam_020	Aur-CHam_020-Ex1	EtOH	2019-09-26T00:00:00Z	Melissa_Wagner	2019-10-22T00:00:00Z	Ivan_Lopez	36	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	8	B	100	50	50	NA	Aur-C_002-E2	8	B	100	50	50	NA	Aur-C_002-E3	8	B	100	50	50	NA	Aur-C_002-E4	8	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	10	10	3	5	NA	NA
Aur-CHam_021	Aur-CHam_021-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Ivan_Lopez	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	9	B	100	50	50	NA	Aur-C_002-E2	9	B	100	50	50	NA	Aur-C_002-E3	9	B	100	50	50	NA	Aur-C_002-E4	9	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	0	3	0	3	NA	"Filter_was_clogged_after_centrifuge_lysate._Had_to_centrifuge_3_times,_10_min_each"
Aur-CHam_022	Aur-CHam_022-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Ivan_Lopez	33	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	10	B	100	50	50	NA	Aur-C_002-E2	10	B	100	50	50	NA	Aur-C_002-E3	10	B	100	50	50	NA	Aur-C_002-E4	10	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	10	10	10	5	NA	NA
Aur-CHam_023	Aur-CHam_023-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Ivan_Lopez	50	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	11	B	100	50	50	NA	Aur-C_002-E2	11	B	100	50	50	NA	Aur-C_002-E3	11	B	100	50	50	NA	Aur-C_002-E4	11	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	4	10	10	10	NA	NA
Aur-CHam_024	Aur-CHam_024-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Ivan_Lopez	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	12	B	100	50	50	NA	Aur-C_002-E2	12	B	100	50	50	NA	Aur-C_002-E3	12	B	100	50	50	NA	Aur-C_002-E4	12	B	100	50	50	NA	2019-10-23T00:00:00Z	3	John_Whalen	0	0	2	3	NA	"Filter_was_clogged_after_centrifuge_lysate._Had_to_centrifuge_3_times,_10_min_each"
Aur-CHam_025	Aur-CHam_025-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Eric_Garcia	40	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	1	C	100	50	50	NA	Aur-C_002-E2	1	C	100	50	50	NA	Aur-C_002-E3	1	C	100	50	50	NA	Aur-C_002-E4	1	C	100	50	50	NA	NA	NA	NA	10	10	5	10	NA	NA
Aur-CHam_026	Aur-CHam_026-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Jem_Baldisimo	NA	Aur-C_002	NA	4	Aur-C_002_E1	2	C	100	50	50	NA	Aur-C_002-E2	2	C	100	50	50	NA	Aur-C_002-E3	2	C	100	50	50	NA	Aur-C_002-E4	2	C	100	50	50	NA	NA	NA	NA	10	10	10	4	NA	NA
Aur-CHam_027	Aur-CHam_027-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Ivan_Lopez	NA	Aur-C_002	NA	4	Aur-C_002_E1	3	C	100	50	50	NA	Aur-C_002-E2	3	C	100	50	50	NA	Aur-C_002-E3	3	C	100	50	50	NA	Aur-C_002-E4	3	C	100	50	50	NA	NA	NA	NA	10	10	10	10	NA	NA
Aur-CHam_028	Aur-CHam_028-Ex1	EtOH	2019-09-26T00:00:00Z	Ivan_Lopez	2019-10-22T00:00:00Z	Eric_Garcia	50	90	Eric_Garcia	NA	Aur-C_002	NA	4	Aur-C_002_E1	4	C	100	50	50	NA	Aur-C_002-E2	4	C	100	50	50	NA	Aur-C_002-E3	4	C	100	50	50	NA	Aur-C_002-E4	4	C	100	50	50	NA	NA	NA	NA	10	4	10	10	NA	"Filter_was_clogged_after_centrifuge_lysate._Had_to_centrifuge_3_times,_10_min_each"
