individual_id	tissue_id	extraction_id	storage_solution	date_subsampling	subsampler	date_extracting	tube_stuffer	mg_tissue_extracted	digestion_min	extractor	extraction_tubeid	plateid	elution_buffer	num_elutions	elution1_plateid	elution1_plate_column	elution1_plate_row	elution1_total_volume_ul	elution1_vol_for_tamucc	elution1_vol_for_odu	elution1_nanodrop_ng_ul	elution2_plateid	elution2_plate_column	elution2_plate_row	elution2_total_volume_ul	elution2_vol_for_tamucc	elution2_vol_for_odu	elution2_nanodrop_ng_ul	elution3_plateid	elution3_plate_column	elution3_plate_row	elution3_total_volume_ul	elution3_vol_for_tamucc	elution3_vol_for_odu	elution3_nanodrop_ng_ul	elution4_plateid	elution4_plate_column	elution4_plate_row	elution4_total_volume_ul	elution4_vol_for_tamucc	elution4_vol_for_odu	elution4_nanodrop_ng_ul	date_gelled_odu	odu_volume_gelled_ul	odu_gel_jockey	elution1_gel_score_tamucc	elution2_gel_score_tamucc	elution3_gel_score_tamucc	elution4_gel_score_tamucc	elution_used	notes
Gmi-CBas_072	Gmi-CBas_072-mus	Gmi-CBas_072-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Maddy_Kenton	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	12	F	100	50	50	NA	Gmi-C_002_E2	12	F	100	50	50	NA	Gmi-C_002_E3	12	F	100	50	50	NA	Gmi-C_002_E4	12	F	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_073	Gmi-CBas_073-mus	Gmi-CBas_073-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Ivan_Lopez	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	1	G	100	50	50	NA	Gmi-C_002_E2	1	G	100	50	50	NA	Gmi-C_002_E3	1	G	100	50	50	NA	Gmi-C_002_E4	1	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_074	Gmi-CBas_074-mus	Gmi-CBas_074-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Ivan_Lopez	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	2	G	100	50	50	NA	Gmi-C_002_E2	2	G	100	50	50	NA	Gmi-C_002_E3	2	G	100	50	50	NA	Gmi-C_002_E4	2	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_075	Gmi-CBas_075-mus	Gmi-CBas_075-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Jem_Baldisimo	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	3	G	100	50	50	NA	Gmi-C_002_E2	3	G	100	50	50	NA	Gmi-C_002_E3	3	G	100	50	50	NA	Gmi-C_002_E4	3	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_076	Gmi-CBas_076-mus	Gmi-CBas_076-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Jem_Baldisimo	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	4	G	100	50	50	NA	Gmi-C_002_E2	4	G	100	50	50	NA	Gmi-C_002_E3	4	G	100	50	50	NA	Gmi-C_002_E4	4	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_077	Gmi-CBas_077-mus	Gmi-CBas_077-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Jem_Baldisimo	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	5	G	100	50	50	NA	Gmi-C_002_E2	5	G	100	50	50	NA	Gmi-C_002_E3	5	G	100	50	50	NA	Gmi-C_002_E4	5	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_078	Gmi-CBas_078-mus	Gmi-CBas_078-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	John_Whalen	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	6	G	100	50	50	NA	Gmi-C_002_E2	6	G	100	50	50	NA	Gmi-C_002_E3	6	G	100	50	50	NA	Gmi-C_002_E4	6	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_079	Gmi-CBas_079-mus	Gmi-CBas_079-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	John_Whalen	40	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	7	G	100	50	50	NA	Gmi-C_002_E2	7	G	100	50	50	NA	Gmi-C_002_E3	7	G	100	50	50	NA	Gmi-C_002_E4	7	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_080	Gmi-CBas_080-mus	Gmi-CBas_080-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Eric_Garcia	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	8	G	100	50	50	NA	Gmi-C_002_E2	8	G	100	50	50	NA	Gmi-C_002_E3	8	G	100	50	50	NA	Gmi-C_002_E4	8	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_081	Gmi-CBas_081-mus	Gmi-CBas_081-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Eric_Garcia	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	9	G	100	50	50	NA	Gmi-C_002_E2	9	G	100	50	50	NA	Gmi-C_002_E3	9	G	100	50	50	NA	Gmi-C_002_E4	9	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_082	Gmi-CBas_082-mus	Gmi-CBas_082-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Maddy_Kenton	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	10	G	100	50	50	NA	Gmi-C_002_E2	10	G	100	50	50	NA	Gmi-C_002_E3	10	G	100	50	50	NA	Gmi-C_002_E4	10	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_083	Gmi-CBas_083-mus	Gmi-CBas_083-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Maddy_Kenton	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	11	G	100	50	50	NA	Gmi-C_002_E2	11	G	100	50	50	NA	Gmi-C_002_E3	11	G	100	50	50	NA	Gmi-C_002_E4	11	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_084	Gmi-CBas_084-mus	Gmi-CBas_084-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Maddy_Kenton	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	12	G	100	50	50	NA	Gmi-C_002_E2	12	G	100	50	50	NA	Gmi-C_002_E3	12	G	100	50	50	NA	Gmi-C_002_E4	12	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_085	Gmi-CBas_085-mus	Gmi-CBas_085-Ex1	EtOH	2019-11-12T00:00:00Z	Melissa_Wagner	2019-12-17T00:00:00Z	Ivan_Lopez	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	1	H	100	50	50	NA	Gmi-C_002_E2	1	H	100	50	50	NA	Gmi-C_002_E3	1	H	100	50	50	NA	Gmi-C_002_E4	1	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_086	Gmi-CBas_086-mus	Gmi-CBas_086-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Ivan_Lopez	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	2	H	100	50	50	NA	Gmi-C_002_E2	2	H	100	50	50	NA	Gmi-C_002_E3	2	H	100	50	50	NA	Gmi-C_002_E4	2	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_087	Gmi-CBas_087-mus	Gmi-CBas_087-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Jem_Baldisimo	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	3	H	100	50	50	NA	Gmi-C_002_E2	3	H	100	50	50	NA	Gmi-C_002_E3	3	H	100	50	50	NA	Gmi-C_002_E4	3	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_088	Gmi-CBas_088-mus	Gmi-CBas_088-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Jem_Baldisimo	39	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	4	H	100	50	50	NA	Gmi-C_002_E2	4	H	100	50	50	NA	Gmi-C_002_E3	4	H	100	50	50	NA	Gmi-C_002_E4	4	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_089	Gmi-CBas_089-mus	Gmi-CBas_089-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Jem_Baldisimo	30	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	5	H	100	50	50	NA	Gmi-C_002_E2	5	H	100	50	50	NA	Gmi-C_002_E3	5	H	100	50	50	NA	Gmi-C_002_E4	5	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_090	Gmi-CBas_090-mus	Gmi-CBas_090-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	John_Whalen	90	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	6	H	100	50	50	NA	Gmi-C_002_E2	6	H	100	50	50	NA	Gmi-C_002_E3	6	H	100	50	50	NA	Gmi-C_002_E4	6	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_091	Gmi-CBas_091-mus	Gmi-CBas_091-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	John_Whalen	25	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	7	H	100	50	50	NA	Gmi-C_002_E2	7	H	100	50	50	NA	Gmi-C_002_E3	7	H	100	50	50	NA	Gmi-C_002_E4	7	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_092	Gmi-CBas_092-mus	Gmi-CBas_092-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Eric_Garcia	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	8	H	100	50	50	NA	Gmi-C_002_E2	8	H	100	50	50	NA	Gmi-C_002_E3	8	H	100	50	50	NA	Gmi-C_002_E4	8	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_093	Gmi-CBas_093-mus	Gmi-CBas_093-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Eric_Garcia	50	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	9	H	100	50	50	NA	Gmi-C_002_E2	9	H	100	50	50	NA	Gmi-C_002_E3	9	H	100	50	50	NA	Gmi-C_002_E4	9	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_094	Gmi-CBas_094-mus	Gmi-CBas_094-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Maddy_Kenton	50	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	10	H	100	50	50	NA	Gmi-C_002_E2	10	H	100	50	50	NA	Gmi-C_002_E3	10	H	100	50	50	NA	Gmi-C_002_E4	10	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_095	Gmi-CBas_095-mus	Gmi-CBas_095-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Eric_Garcia	40	157	John_Whalen	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	11	H	100	50	50	NA	Gmi-C_002_E2	11	H	100	50	50	NA	Gmi-C_002_E3	11	H	100	50	50	NA	Gmi-C_002_E4	11	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBas_096	Gmi-CBas_096-mus	Gmi-CBas_096-Ex1	EtOH	2019-11-12T00:00:00Z	Daniel_Fitzgerald	2019-12-17T00:00:00Z	Eric_Garcia	40	157	Maddy_Kenton	NA	Gmi-C_002	NA	4	Gmi-C_002_E1	12	H	100	50	50	NA	Gmi-C_002_E2	12	H	100	50	50	NA	Gmi-C_002_E3	12	H	100	50	50	NA	Gmi-C_002_E4	12	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cam-2019-002_002 (1-35) is combined into one site with Cam-2019-003_004 (36-96 in plate)
Gmi-CBat_001	Gmi-CBat_001-mus	Gmi-CBat_001-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	1	A	100	50	50	NA	Gmi-C_001_E2	1	A	100	50	50	NA	Gmi-C_001_E3	1	A	100	50	50	NA	Gmi-C_001_E4	1	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_002	Gmi-CBat_002-mus	Gmi-CBat_002-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	2	A	100	50	50	NA	Gmi-C_001_E2	2	A	100	50	50	NA	Gmi-C_001_E3	2	A	100	50	50	NA	Gmi-C_001_E4	2	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_003	Gmi-CBat_003-mus	Gmi-CBat_003-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	3	A	100	50	50	NA	Gmi-C_001_E2	3	A	100	50	50	NA	Gmi-C_001_E3	3	A	100	50	50	NA	Gmi-C_001_E4	3	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_004	Gmi-CBat_004-mus	Gmi-CBat_004-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	4	A	100	50	50	NA	Gmi-C_001_E2	4	A	100	50	50	NA	Gmi-C_001_E3	4	A	100	50	50	NA	Gmi-C_001_E4	4	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_005	Gmi-CBat_005-mus	Gmi-CBat_005-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	5	A	100	50	50	NA	Gmi-C_001_E2	5	A	100	50	50	NA	Gmi-C_001_E3	5	A	100	50	50	NA	Gmi-C_001_E4	5	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_006	Gmi-CBat_006-mus	Gmi-CBat_006-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	6	A	100	50	50	NA	Gmi-C_001_E2	6	A	100	50	50	NA	Gmi-C_001_E3	6	A	100	50	50	NA	Gmi-C_001_E4	6	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_007	Gmi-CBat_007-mus	Gmi-CBat_007-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	7	A	100	50	50	NA	Gmi-C_001_E2	7	A	100	50	50	NA	Gmi-C_001_E3	7	A	100	50	50	NA	Gmi-C_001_E4	7	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_008	Gmi-CBat_008-mus	Gmi-CBat_008-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	8	A	100	50	50	NA	Gmi-C_001_E2	8	A	100	50	50	NA	Gmi-C_001_E3	8	A	100	50	50	NA	Gmi-C_001_E4	8	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_009	Gmi-CBat_009-mus	Gmi-CBat_009-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	9	A	100	50	50	NA	Gmi-C_001_E2	9	A	100	50	50	NA	Gmi-C_001_E3	9	A	100	50	50	NA	Gmi-C_001_E4	9	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_010	Gmi-CBat_010-mus	Gmi-CBat_010-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	10	A	100	50	50	NA	Gmi-C_001_E2	10	A	100	50	50	NA	Gmi-C_001_E3	10	A	100	50	50	NA	Gmi-C_001_E4	10	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_011	Gmi-CBat_011-mus	Gmi-CBat_011-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	11	A	100	50	50	NA	Gmi-C_001_E2	11	A	100	50	50	NA	Gmi-C_001_E3	11	A	100	50	50	NA	Gmi-C_001_E4	11	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_012	Gmi-CBat_012-mus	Gmi-CBat_012-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	12	A	100	50	50	NA	Gmi-C_001_E2	12	A	100	50	50	NA	Gmi-C_001_E3	12	A	100	50	50	NA	Gmi-C_001_E4	12	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_013	Gmi-CBat_013-mus	Gmi-CBat_013-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	1	B	100	50	50	NA	Gmi-C_001_E2	1	B	100	50	50	NA	Gmi-C_001_E3	1	B	100	50	50	NA	Gmi-C_001_E4	1	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_014	Gmi-CBat_014-mus	Gmi-CBat_014-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	2	B	100	50	50	NA	Gmi-C_001_E2	2	B	100	50	50	NA	Gmi-C_001_E3	2	B	100	50	50	NA	Gmi-C_001_E4	2	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_015	Gmi-CBat_015-mus	Gmi-CBat_015-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	3	B	100	50	50	NA	Gmi-C_001_E2	3	B	100	50	50	NA	Gmi-C_001_E3	3	B	100	50	50	NA	Gmi-C_001_E4	3	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_016	Gmi-CBat_016-mus	Gmi-CBat_016-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	4	B	100	50	50	NA	Gmi-C_001_E2	4	B	100	50	50	NA	Gmi-C_001_E3	4	B	100	50	50	NA	Gmi-C_001_E4	4	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_017	Gmi-CBat_017-mus	Gmi-CBat_017-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	5	B	100	50	50	NA	Gmi-C_001_E2	5	B	100	50	50	NA	Gmi-C_001_E3	5	B	100	50	50	NA	Gmi-C_001_E4	5	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_018	Gmi-CBat_018-mus	Gmi-CBat_018-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	6	B	100	50	50	NA	Gmi-C_001_E2	6	B	100	50	50	NA	Gmi-C_001_E3	6	B	100	50	50	NA	Gmi-C_001_E4	6	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_019	Gmi-CBat_019-mus	Gmi-CBat_019-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	7	B	100	50	50	NA	Gmi-C_001_E2	7	B	100	50	50	NA	Gmi-C_001_E3	7	B	100	50	50	NA	Gmi-C_001_E4	7	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
Gmi-CBat_020	Gmi-CBat_020-mus	Gmi-CBat_020-Ex1	EtOH	2019-04-10T00:00:00Z	Jem_Baldisimo	2019-05-10T00:00:00Z	Jem_Baldisimo	20	90	Jem_Baldisimo	NA	Gmi-C_001	NA	4	Gmi-C_001_E1	8	B	100	50	50	NA	Gmi-C_001_E2	8	B	100	50	50	NA	Gmi-C_001_E3	8	B	100	50	50	NA	Gmi-C_001_E4	8	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Extra DNA from elutions 1-3 were sent to TAMUCC June 1, 2021. E4 was not found"
