individual_id	tissue_id	extraction_id	storage_solution	date_subsampling	subsampler	date_extracting	tube_stuffer	mg_tissue_extracted	digestion_min	extractor	extraction_tubeid	plateid	elution_buffer	num_elutions	elution1_plateid	elution1_plate_column	elution1_plate_row	elution1_total_volume_ul	elution1_vol_for_tamucc	elution1_vol_for_odu	elution1_nanodrop_ng_ul	elution2_plateid	elution2_plate_column	elution2_plate_row	elution2_total_volume_ul	elution2_vol_for_tamucc	elution2_vol_for_odu	elution2_nanodrop_ng_ul	elution3_plateid	elution3_plate_column	elution3_plate_row	elution3_total_volume_ul	elution3_vol_for_tamucc	elution3_vol_for_odu	elution3_nanodrop_ng_ul	elution4_plateid	elution4_plate_column	elution4_plate_row	elution4_total_volume_ul	elution4_vol_for_tamucc	elution4_vol_for_odu	elution4_nanodrop_ng_ul	date_gelled_odu	odu_volume_gelled_ul	odu_gel_jockey	elution1_gel_score_tamucc	elution2_gel_score_tamucc	elution3_gel_score_tamucc	elution4_gel_score_tamucc	elution_used	notes
Lva-CPnd_019	Lva-CPnd_019-mus	Lva-CPnd_019-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	Jem_Baldisimo	19	Lva-C_001	EB	1	Lva-C_001_E1	7	B	100	100	0	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_020	Lva-CPnd_020-mus	Lva-CPnd_020-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	Jem_Baldisimo	20	Lva-C_001	EB	1	Lva-C_001_E1	8	B	100	100	0	16.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_021	Lva-CPnd_021-mus	Lva-CPnd_021-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	Jem_Baldisimo	21	Lva-C_001	EB	1	Lva-C_001_E1	9	B	100	100	0	13.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_022	Lva-CPnd_022-mus	Lva-CPnd_022-Ex1	DESS	2021-12-14T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	Jem_Baldisimo	22	Lva-C_001	EB	1	Lva-C_001_E1	10	B	100	100	0	9.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_023	Lva-CPnd_023-mus	Lva-CPnd_023-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	Jem_Baldisimo	23	Lva-C_001	EB	1	Lva-C_001_E1	11	B	100	100	0	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_024	Lva-CPnd_024-mus	Lva-CPnd_024-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	Jem_Baldisimo	24	Lva-C_001	EB	1	Lva-C_001_E1	12	B	100	100	0	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_025	Lva-CPnd_025-mus	Lva-CPnd_025-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	25	Lva-C_001	EB	1	Lva-C_001_E1	1	C	100	100	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_026	Lva-CPnd_026-mus	Lva-CPnd_026-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	26	Lva-C_001	EB	1	Lva-C_001_E1	2	C	100	100	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_027	Lva-CPnd_027-mus	Lva-CPnd_027-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	27	Lva-C_001	EB	1	Lva-C_001_E1	3	C	100	100	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_028	Lva-CPnd_028-mus	Lva-CPnd_028-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	28	Lva-C_001	EB	1	Lva-C_001_E1	4	C	100	100	0	-0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_029	Lva-CPnd_029-mus	Lva-CPnd_029-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	29	Lva-C_001	EB	1	Lva-C_001_E1	5	C	100	100	0	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_030	Lva-CPnd_030-mus	Lva-CPnd_030-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	30	Lva-C_001	EB	1	Lva-C_001_E1	6	C	100	100	0	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_031	Lva-CPnd_031-mus	Lva-CPnd_031-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	31	Lva-C_001	EB	1	Lva-C_001_E1	7	C	100	100	0	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_032	Lva-CPnd_032-mus	Lva-CPnd_032-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	Jem_Baldisimo	45-50	160	John_Whalen	32	Lva-C_001	EB	1	Lva-C_001_E1	8	C	100	100	0	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_033	Lva-CPnd_033-mus	Lva-CPnd_033-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	33	Lva-C_001	EB	1	Lva-C_001_E1	9	C	100	100	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_034	Lva-CPnd_034-mus	Lva-CPnd_034-Ex1	DESS	2021-12-14T00:00:00Z	John_Whalen	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	34	Lva-C_001	EB	1	Lva-C_001_E1	10	C	100	100	0	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_035	Lva-CPnd_035-mus	Lva-CPnd_035-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	35	Lva-C_001	EB	1	Lva-C_001_E1	11	C	100	100	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_036	Lva-CPnd_036-mus	Lva-CPnd_036-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	36	Lva-C_001	EB	1	Lva-C_001_E1	12	C	100	100	0	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_037	Lva-CPnd_037-mus	Lva-CPnd_037-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	37	Lva-C_001	EB	1	Lva-C_001_E1	1	D	100	100	0	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_038	Lva-CPnd_038-mus	Lva-CPnd_038-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	38	Lva-C_001	EB	1	Lva-C_001_E1	2	D	100	100	0	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_039	Lva-CPnd_039-mus	Lva-CPnd_039-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	39	Lva-C_001	EB	1	Lva-C_001_E1	3	D	100	100	0	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_040	Lva-CPnd_040-mus	Lva-CPnd_040-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	40	Lva-C_001	EB	1	Lva-C_001_E1	4	D	100	100	0	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_041	Lva-CPnd_041-mus	Lva-CPnd_041-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	41	Lva-C_001	EB	1	Lva-C_001_E1	5	D	100	100	0	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_042	Lva-CPnd_042-mus	Lva-CPnd_042-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	42	Lva-C_001	EB	1	Lva-C_001_E1	6	D	100	100	0	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_043	Lva-CPnd_043-mus	Lva-CPnd_043-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	43	Lva-C_001	EB	1	Lva-C_001_E1	7	D	100	100	0	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_044	Lva-CPnd_044-mus	Lva-CPnd_044-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	44	Lva-C_001	EB	1	Lva-C_001_E1	8	D	100	100	0	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_045	Lva-CPnd_045-mus	Lva-CPnd_045-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	45	Lva-C_001	EB	1	Lva-C_001_E1	9	D	100	100	0	-1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_046	Lva-CPnd_046-mus	Lva-CPnd_046-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	46	Lva-C_001	EB	1	Lva-C_001_E1	10	D	100	100	0	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_047	Lva-CPnd_047-mus	Lva-CPnd_047-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	47	Lva-C_001	EB	1	Lva-C_001_E1	11	D	100	100	0	-0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_048	Lva-CPnd_048-mus	Lva-CPnd_048-Ex1	DESS	2021-12-15T00:00:00Z	Nichole_Leach	2022-01-13T00:00:00Z	John_Whalen	45-50	160	John_Whalen	48	Lva-C_001	EB	1	Lva-C_001_E1	12	D	100	100	0	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lva-CPnd_049	Lva-CPnd_049-mus	Lva-CPnd_049-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Mix-C_008	EB	1	Mix-C_008_E1	4	E	NA	NA	100	78.900000000000006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_050	Lva-CPnd_050-mus	Lva-CPnd_050-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Mix-C_008	EB	1	Mix-C_008_E1	5	E	NA	NA	100	39.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_051	Lva-CPnd_051-mus	Lva-CPnd_051-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Mix-C_008	EB	1	Mix-C_008_E1	6	E	NA	NA	100	9.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_052	Lva-CPnd_052-mus	Lva-CPnd_052-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Mix-C_008	EB	1	Mix-C_008_E1	7	E	NA	NA	100	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_053	Lva-CPnd_053-mus	Lva-CPnd_053-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Mix-C_008	EB	1	Mix-C_008_E1	8	E	NA	NA	100	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_054	Lva-CPnd_054-mus	Lva-CPnd_054-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Mix-C_008	EB	1	Mix-C_008_E1	9	E	NA	NA	100	63.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_055	Lva-CPnd_055-mus	Lva-CPnd_055-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Mix-C_008	EB	1	Mix-C_008_E1	10	E	NA	NA	100	68.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_056	Lva-CPnd_056-mus	Lva-CPnd_056-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Mix-C_008	EB	1	Mix-C_008_E1	11	E	NA	NA	100	8.3000000000000007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Lva-CPnd_057	Lva-CPnd_057-mus	Lva-CPnd_057-Ex1	DESS	2022-09-22T00:00:00Z	Gabe_Salomon	2022-09-27T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Mix-C_008	EB	1	Mix-C_008_E1	12	E	NA	NA	100	60.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-09-27T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_001	Och-ACan_001-mus	Och-ACan_001-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	1	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_002	Och-ACan_002-mus	Och-ACan_002-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	2	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_003	Och-ACan_003-mus	Och-ACan_003-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	3	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_004	Och-ACan_004-mus	Och-ACan_004-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	4	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_005	Och-ACan_005-mus	Och-ACan_005-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	5	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_006	Och-ACan_006-mus	Och-ACan_006-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	6	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_007	Och-ACan_007-mus	Och-ACan_007-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	Chandy_Jablonski	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	7	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_008	Och-ACan_008-mus	Och-ACan_008-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	Chandy_Jablonski	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	8	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_009	Och-ACan_009-mus	Och-ACan_009-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	Chandy_Jablonski	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	9	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_010	Och-ACan_010-mus	Och-ACan_010-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	Chandy_Jablonski	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	10	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_011	Och-ACan_011-mus	Och-ACan_011-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	Chandy_Jablonski	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	11	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_012	Och-ACan_012-mus	Och-ACan_012-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	Chandy_Jablonski	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	12	G	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2022-10-05T00:00:00Z	2	John_Schaefer	NA	NA	NA	NA	NA	NA
Och-ACan_013	Och-ACan_013-mus	Och-ACan_013-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	1	H	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Och-ACan_014	Och-ACan_014-mus	Och-ACan_014-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	2	H	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Och-ACan_015	Och-ACan_015-mus	Och-ACan_015-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	3	H	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Och-ACan_016	Och-ACan_016-mus	Och-ACan_016-Ex1	EtOH	2022-09-22T00:00:00Z	John_Schaefer	2022-10-05T00:00:00Z	John_Schaefer	50	90	John_Schaefer	NA	Mix-A_005	EB	1	Mix-A_005_E1	4	H	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
