gcl_sequence_id	pire_sequence_id	extraction_id
GmA0102409Acssl	Gmi-AHam_024-Ex1-cssl	Gmi-AHam_024-Ex1
GmA0102501Hcssl	Gmi-AHam_025-Ex1-cssl	Gmi-AHam_025-Ex1
GmA0103407Ecssl	Gmi-AHam_034-Ex1-cssl	Gmi-AHam_034-Ex1
GmA0103609Bcssl	Gmi-AHam_036-Ex1-cssl	Gmi-AHam_036-Ex1
GmA0103802Ecssl	Gmi-AHam_038-Ex1-cssl	Gmi-AHam_038-Ex1
GmA0104003Ecssl	Gmi-AHam_040-Ex1-cssl	Gmi-AHam_040-Ex1
GmA0104305Ccssl	Gmi-AHam_043-Ex1-cssl	Gmi-AHam_043-Ex1
GmA0104405Hcssl	Gmi-AHam_044-Ex1-cssl	Gmi-AHam_044-Ex1
GmA0104506Gcssl	Gmi-AHam_045-Ex1-cssl	Gmi-AHam_045-Ex1
GmA0104607Fcssl	Gmi-AHam_046-Ex1-cssl	Gmi-AHam_046-Ex1
GmA0104708Dcssl	Gmi-AHam_047-Ex1-cssl	Gmi-AHam_047-Ex1
GmA0104809Ccssl	Gmi-AHam_048-Ex1-cssl	Gmi-AHam_048-Ex1
GmA0104902Acssl	Gmi-AHam_049-Ex1-cssl	Gmi-AHam_049-Ex1
GmA0105002Fcssl	Gmi-AHam_050-Ex1-cssl	Gmi-AHam_050-Ex1
GmA0105103Acssl	Gmi-AHam_051-Ex1-cssl	Gmi-AHam_051-Ex1
GmA0105203Fcssl	Gmi-AHam_052-Ex1-cssl	Gmi-AHam_052-Ex1
GmA0105304Ccssl	Gmi-AHam_053-Ex1-cssl	Gmi-AHam_053-Ex1
GmA0105404Fcssl	Gmi-AHam_054-Ex1-cssl	Gmi-AHam_054-Ex1
GmA0105606Acssl	Gmi-AHam_056-Ex1-cssl	Gmi-AHam_056-Ex1
GmA0105706Hcssl	Gmi-AHam_057-Ex1-cssl	Gmi-AHam_057-Ex1
GmA0105807Gcssl	Gmi-AHam_058-Ex1-cssl	Gmi-AHam_058-Ex1
GmA0105908Ecssl	Gmi-AHam_059-Ex1-cssl	Gmi-AHam_059-Ex1
GmA0106102Bcssl	Gmi-AHam_061-Ex1-cssl	Gmi-AHam_061-Ex1
GmA0106202Gcssl	Gmi-AHam_062-Ex1-cssl	Gmi-AHam_062-Ex1
GmA0106303Bcssl	Gmi-AHam_063-Ex1-cssl	Gmi-AHam_063-Ex1
GmA0106403Gcssl	Gmi-AHam_064-Ex1-cssl	Gmi-AHam_064-Ex1
GmA0106604Gcssl	Gmi-AHam_066-Ex1-cssl	Gmi-AHam_066-Ex1
GmA0106705Dcssl	Gmi-AHam_067-Ex1-cssl	Gmi-AHam_067-Ex1
GmA0106806Bcssl	Gmi-AHam_068-Ex1-cssl	Gmi-AHam_068-Ex1
GmA0106907Acssl	Gmi-AHam_069-Ex1-cssl	Gmi-AHam_069-Ex1
GmA0107007Hcssl	Gmi-AHam_070-Ex1-cssl	Gmi-AHam_070-Ex1
GmA0107108Fcssl	Gmi-AHam_071-Ex1-cssl	Gmi-AHam_071-Ex1
GmA0107209Dcssl	Gmi-AHam_072-Ex1-cssl	Gmi-AHam_072-Ex1
GmA0107302Ccssl	Gmi-AHam_073-Ex1-cssl	Gmi-AHam_073-Ex1
GmA0107401Fcssl2	Gmi-AHam_074-Ex1-cssl2	Gmi-AHam_074-Ex1
GmA0107503Ccssl	Gmi-AHam_075-Ex1-cssl	Gmi-AHam_075-Ex1
GmA0107603Hcssl	Gmi-AHam_076-Ex1-cssl	Gmi-AHam_076-Ex1
GmA0107704Dcssl	Gmi-AHam_077-Ex1-cssl	Gmi-AHam_077-Ex1
GmA0108006Ccssl	Gmi-AHam_080-Ex1-cssl	Gmi-AHam_080-Ex1
GmA0108107Bcssl	Gmi-AHam_081-Ex1-cssl	Gmi-AHam_081-Ex1
GmA0108208Acssl	Gmi-AHam_082-Ex1-cssl	Gmi-AHam_082-Ex1
GmA0108409Ecssl	Gmi-AHam_084-Ex1-cssl	Gmi-AHam_084-Ex1
GmA0108602Hcssl	Gmi-AHam_086-Ex1-cssl	Gmi-AHam_086-Ex1
GmA0108703Dcssl	Gmi-AHam_087-Ex1-cssl	Gmi-AHam_087-Ex1
GmA0108804Acssl	Gmi-AHam_088-Ex1-cssl	Gmi-AHam_088-Ex1
GmA0109004Hcssl	Gmi-AHam_090-Ex1-cssl	Gmi-AHam_090-Ex1
GmA0109105Ecssl	Gmi-AHam_091-Ex1-cssl	Gmi-AHam_091-Ex1
GmA0109206Dcssl	Gmi-AHam_092-Ex1-cssl	Gmi-AHam_092-Ex1
GmA0109307Ccssl	Gmi-AHam_093-Ex1-cssl	Gmi-AHam_093-Ex1
GmA0109408Bcssl	Gmi-AHam_094-Ex1-cssl	Gmi-AHam_094-Ex1
GmA0109508Gcssl	Gmi-AHam_095-Ex1-cssl	Gmi-AHam_095-Ex1
GmA0109609Fcssl	Gmi-AHam_096-Ex1-cssl	Gmi-AHam_096-Ex1
GmC0200301Ccssl	Gmi-CBas_003-Ex1-cssl	Gmi-CBas_003-Ex1
GmC0200401Dcssl	Gmi-CBas_004-Ex1-cssl	Gmi-CBas_004-Ex1
GmC0200501Ecssl	Gmi-CBas_005-Ex1-cssl	Gmi-CBas_005-Ex1
GmC0200605Acssl2	Gmi-CBas_006-Ex1-cssl2	Gmi-CBas_006-Ex1
GmC0200705Bcssl2	Gmi-CBas_007-Ex1-cssl2	Gmi-CBas_007-Ex1
GmC0200901Fcssl	Gmi-CBas_009-Ex1-cssl	Gmi-CBas_009-Ex1
GmC0201001Gcssl	Gmi-CBas_010-Ex1-cssl	Gmi-CBas_010-Ex1
GmC0201205Dcssl2	Gmi-CBas_012-Ex1-cssl2	Gmi-CBas_012-Ex1
GmC0201305Ecssl2	Gmi-CBas_013-Ex1-cssl2	Gmi-CBas_013-Ex1
GmC0201405Fcssl2	Gmi-CBas_014-Ex1-cssl2	Gmi-CBas_014-Ex1
GmC0201505Gcssl2	Gmi-CBas_015-Ex1-cssl2	Gmi-CBas_015-Ex1
GmC0201605Hcssl2	Gmi-CBas_016-Ex1-cssl2	Gmi-CBas_016-Ex1
GmC0201706Acssl2	Gmi-CBas_017-Ex1-cssl2	Gmi-CBas_017-Ex1
GmC0201906Bcssl2	Gmi-CBas_019-Ex1-cssl2	Gmi-CBas_019-Ex1
GmC0202306Ccssl2	Gmi-CBas_023-Ex1-cssl2	Gmi-CBas_023-Ex1
GmC0202406Dcssl2	Gmi-CBas_024-Ex1-cssl2	Gmi-CBas_024-Ex1
GmC0202606Ecssl2	Gmi-CBas_026-Ex1-cssl2	Gmi-CBas_026-Ex1
GmC0202706Fcssl2	Gmi-CBas_027-Ex1-cssl2	Gmi-CBas_027-Ex1
GmC0202801Hcssl	Gmi-CBas_028-Ex1-cssl	Gmi-CBas_028-Ex1
GmC0202906Gcssl2	Gmi-CBas_029-Ex1-cssl2	Gmi-CBas_029-Ex1
GmC0203302Bcssl2	Gmi-CBas_033-Ex1-cssl2	Gmi-CBas_033-Ex1
GmC0203406Hcssl2	Gmi-CBas_034-Ex1-cssl2	Gmi-CBas_034-Ex1
GmC0203907Bcssl2	Gmi-CBas_039-Ex1-cssl2	Gmi-CBas_039-Ex1
GmC0204107Ccssl2	Gmi-CBas_041-Ex1-cssl2	Gmi-CBas_041-Ex1
GmC0204502Ccssl2	Gmi-CBas_045-Ex1-cssl2	Gmi-CBas_045-Ex1
GmC0204602Dcssl	Gmi-CBas_046-Ex1-cssl	Gmi-CBas_046-Ex1
GmC0204702Ecssl	Gmi-CBas_047-Ex1-cssl	Gmi-CBas_047-Ex1
GmC0204807Dcssl2	Gmi-CBas_048-Ex1-cssl2	Gmi-CBas_048-Ex1
GmC0204908Gcssl2	Gmi-CBas_049-Ex1-cssl2	Gmi-CBas_049-Ex1
GmC0205302Fcssl	Gmi-CBas_053-Ex1-cssl	Gmi-CBas_053-Ex1
GmC0205407Ecssl2	Gmi-CBas_054-Ex1-cssl2	Gmi-CBas_054-Ex1
GmC0205502Gcssl	Gmi-CBas_055-Ex1-cssl	Gmi-CBas_055-Ex1
GmC0205707Fcssl2	Gmi-CBas_057-Ex1-cssl2	Gmi-CBas_057-Ex1
GmC0205802Hcssl	Gmi-CBas_058-Ex1-cssl	Gmi-CBas_058-Ex1
GmC0206003Acssl	Gmi-CBas_060-Ex1-cssl	Gmi-CBas_060-Ex1
GmC0206103Bcssl	Gmi-CBas_061-Ex1-cssl	Gmi-CBas_061-Ex1
GmC0206409Acssl2	Gmi-CBas_064-Ex1-cssl2	Gmi-CBas_064-Ex1
GmC0206607Gcssl2	Gmi-CBas_066-Ex1-cssl2	Gmi-CBas_066-Ex1
GmC0206703Ccssl	Gmi-CBas_067-Ex1-cssl	Gmi-CBas_067-Ex1
GmC0206807Hcssl2	Gmi-CBas_068-Ex1-cssl2	Gmi-CBas_068-Ex1
GmC0206909Bcssl2	Gmi-CBas_069-Ex1-cssl2	Gmi-CBas_069-Ex1
GmC0207003Dcssl	Gmi-CBas_070-Ex1-cssl	Gmi-CBas_070-Ex1
GmC0207103Ecssl	Gmi-CBas_071-Ex1-cssl	Gmi-CBas_071-Ex1
GmC0207508Acssl2	Gmi-CBas_075-Ex1-cssl2	Gmi-CBas_075-Ex1
GmC0207803Fcssl	Gmi-CBas_078-Ex1-cssl	Gmi-CBas_078-Ex1
GmC0207903Gcssl	Gmi-CBas_079-Ex1-cssl	Gmi-CBas_079-Ex1
GmC0208008Ccssl2	Gmi-CBas_080-Ex1-cssl2	Gmi-CBas_080-Ex1
GmC0208103Hcssl	Gmi-CBas_081-Ex1-cssl	Gmi-CBas_081-Ex1
GmC0208208Dcssl2	Gmi-CBas_082-Ex1-cssl2	Gmi-CBas_082-Ex1
GmC0208301Acssl2	Gmi-CBas_083-Ex1-cssl2	Gmi-CBas_083-Ex1
GmC0208404Acssl	Gmi-CBas_084-Ex1-cssl	Gmi-CBas_084-Ex1
GmC0208504Bcssl	Gmi-CBas_085-Ex1-cssl	Gmi-CBas_085-Ex1
GmC0208601Bcssl2	Gmi-CBas_086-Ex1-cssl2	Gmi-CBas_086-Ex1
GmC0208804Ccssl	Gmi-CBas_088-Ex1-cssl	Gmi-CBas_088-Ex1
GmC0208904Dcssl	Gmi-CBas_089-Ex1-cssl	Gmi-CBas_089-Ex1
GmC0209004Ecssl	Gmi-CBas_090-Ex1-cssl	Gmi-CBas_090-Ex1
GmC0209104Fcssl	Gmi-CBas_091-Ex1-cssl	Gmi-CBas_091-Ex1
GmC0209208Ecssl2	Gmi-CBas_092-Ex1-cssl2	Gmi-CBas_092-Ex1
GmC0209304Gcssl	Gmi-CBas_093-Ex1-cssl	Gmi-CBas_093-Ex1
GmC0209404Hcssl	Gmi-CBas_094-Ex1-cssl	Gmi-CBas_094-Ex1
GmC0209508Fcssl2	Gmi-CBas_095-Ex1-cssl2	Gmi-CBas_095-Ex1
GoA0104506E	Goy-APnd_045-Ex1-6E-lcwgs-1-2	Goy-APnd_045-Ex1
GoA0104806H	Goy-APnd_048-Ex1-6H-lcwgs-1-2	Goy-APnd_048-Ex1
GoA0104606F	Goy-APnd_046-Ex1-6F-lcwgs-1-2	Goy-APnd_046-Ex1
GoA0102203F	Goy-APnd_022-Ex1-3F-lcwgs-1-2	Goy-APnd_022-Ex1
GoA0105607H	Goy-APnd_056-Ex1-7H-lcwgs-1-2	Goy-APnd_056-Ex1
GoA0102403H	Goy-APnd_024-Ex1-3H-lcwgs-1-2	Goy-APnd_024-Ex1
GoA0100301C	Goy-APnd_003-Ex1-1C-lcwgs-1-2	Goy-APnd_003-Ex1
GoA0102804D	Goy-APnd_028-Ex1-4D-lcwgs-1-2	Goy-APnd_028-Ex1
GoA0105507G	Goy-APnd_055-Ex1-7G-lcwgs-1-2	Goy-APnd_055-Ex1
GoA0105207D	Goy-APnd_052-Ex1-7D-lcwgs-1-2	Goy-APnd_052-Ex1
GoA0103305A	Goy-APnd_033-Ex1-5A-lcwgs-1-2	Goy-APnd_033-Ex1
GoA0102103E	Goy-APnd_021-Ex1-3E-lcwgs-1-2	Goy-APnd_021-Ex1
GoA0100401D	Goy-APnd_004-Ex1-1D-lcwgs-1-2	Goy-APnd_004-Ex1
GoA0102003D	Goy-APnd_020-Ex1-3D-lcwgs-1-2	Goy-APnd_020-Ex1
GoA0106408H	Goy-APnd_064-Ex1-8H-lcwgs-1-2	Goy-APnd_064-Ex1
GoA0101903C	Goy-APnd_019-Ex1-3C-lcwgs-1-2	Goy-APnd_019-Ex1
GoA0102704C	Goy-APnd_027-Ex1-4C-lcwgs-1-2	Goy-APnd_027-Ex1
GoA0101402F	Goy-APnd_014-Ex1-2F-lcwgs-1-2	Goy-APnd_014-Ex1
GoA0101202D	Goy-APnd_012-Ex1-2D-lcwgs-1-2	Goy-APnd_012-Ex1
GoA0101002B	Goy-APnd_010-Ex1-2B-lcwgs-1-2	Goy-APnd_010-Ex1
GoA0102303G	Goy-APnd_023-Ex1-3G-lcwgs-1-2	Goy-APnd_023-Ex1
GoA0101602H	Goy-APnd_016-Ex1-2H-lcwgs-1-2	Goy-APnd_016-Ex1
GoA0105908C	Goy-APnd_059-Ex1-8C-lcwgs-1-2	Goy-APnd_059-Ex1
GoA0105107C	Goy-APnd_051-Ex1-7C-lcwgs-1-2	Goy-APnd_051-Ex1
GoA0101102C	Goy-APnd_011-Ex1-2C-lcwgs-1-2	Goy-APnd_011-Ex1
GoA0104406D	Goy-APnd_044-Ex1-6D-lcwgs-1-2	Goy-APnd_044-Ex1
GoA0104306C	Goy-APnd_043-Ex1-6C-lcwgs-1-2	Goy-APnd_043-Ex1
GoA0101502G	Goy-APnd_015-Ex1-2G-lcwgs-1-2	Goy-APnd_015-Ex1
GoA0103805F	Goy-APnd_038-Ex1-5F-lcwgs-1-2	Goy-APnd_038-Ex1
GoA0100201B	Goy-APnd_002-Ex1-1B-lcwgs-1-2	Goy-APnd_002-Ex1
GoA0100601F	Goy-APnd_006-Ex1-1F-lcwgs-1-2	Goy-APnd_006-Ex1
GoA0104106A	Goy-APnd_041-Ex1-6A-lcwgs-1-2	Goy-APnd_041-Ex1
GoA0105407F	Goy-APnd_054-Ex1-7F-lcwgs-1-2	Goy-APnd_054-Ex1
GoA0103004F	Goy-APnd_030-Ex1-4F-lcwgs-1-2	Goy-APnd_030-Ex1
GoA0100701G	Goy-APnd_007-Ex1-1G-lcwgs-1-2	Goy-APnd_007-Ex1
GoA0105007B	Goy-APnd_050-Ex1-7B-lcwgs-1-2	Goy-APnd_050-Ex1
GoA0105307E	Goy-APnd_053-Ex1-7E-lcwgs-1-2	Goy-APnd_053-Ex1
GoA0104907A	Goy-APnd_049-Ex1-7A-lcwgs-1-2	Goy-APnd_049-Ex1
GoA0102904E	Goy-APnd_029-Ex1-4E-lcwgs-1-2	Goy-APnd_029-Ex1
GoA0106308G	Goy-APnd_063-Ex1-8G-lcwgs-1-2	Goy-APnd_063-Ex1
GoA0104005H	Goy-APnd_040-Ex1-5H-lcwgs-1-2	Goy-APnd_040-Ex1
GoA0100501E	Goy-APnd_005-Ex1-1E-lcwgs-1-2	Goy-APnd_005-Ex1
GoA0101703A	Goy-APnd_017-Ex1-3A-lcwgs-1-2	Goy-APnd_017-Ex1
GoA0102504A	Goy-APnd_025-Ex1-4A-lcwgs-1-2	Goy-APnd_025-Ex1
GoA0106208F	Goy-APnd_062-Ex1-8F-lcwgs-1-2	Goy-APnd_062-Ex1
GoA0103505C	Goy-APnd_035-Ex1-5C-lcwgs-1-2	Goy-APnd_035-Ex1
GoA0106008D	Goy-APnd_060-Ex1-8D-lcwgs-1-2	Goy-APnd_060-Ex1
GoA0103705E	Goy-APnd_037-Ex1-5E-lcwgs-1-2	Goy-APnd_037-Ex1
GoC0208405E	Goy-CPnd_084-Ex1-5E-lcwgs-1-2	Goy-CPnd_084-Ex1
GoC0204103C	Goy-CPnd_041-Ex1-3C-lcwgs-1-2	Goy-CPnd_041-Ex1
GoC0201006D	Goy-CPnd_010-Ex1-6D-lcwgs-1-2	Goy-CPnd_010-Ex1
GoC0207001A	Goy-CPnd_070-Ex1-1A-lcwgs-1-2	Goy-CPnd_070-Ex1
GoC0205603G	Goy-CPnd_056-Ex1-3G-lcwgs-1-2	Goy-CPnd_056-Ex1
GoC0206302G	Goy-CPnd_063-Ex1-2G-lcwgs-1-2	Goy-CPnd_063-Ex1
GoC0205704F	Goy-CPnd_057-Ex1-4F-lcwgs-1-2	Goy-CPnd_057-Ex1
GoC0206107E	Goy-CPnd_061-Ex1-7E-lcwgs-1-2	Goy-CPnd_061-Ex1
GoC0200402D	Goy-CPnd_004-Ex1-2D-lcwgs-1-2	Goy-CPnd_004-Ex1
GoC0209104G	Goy-CPnd_091-Ex1-4G-lcwgs-1-2	Goy-CPnd_091-Ex1
GoC0206802A	Goy-CPnd_068-Ex1-2A-lcwgs-1-2	Goy-CPnd_068-Ex1
GoC0200804B	Goy-CPnd_008-Ex1-4B-lcwgs-1-2	Goy-CPnd_008-Ex1
GoC0203806F	Goy-CPnd_038-Ex1-6F-lcwgs-1-2	Goy-CPnd_038-Ex1
GoC0201501E	Goy-CPnd_015-Ex1-1E-lcwgs-1-2	Goy-CPnd_015-Ex1
GoC0202702H	Goy-CPnd_027-Ex1-2H-lcwgs-1-2	Goy-CPnd_027-Ex1
GoC0200107F	Goy-CPnd_001-Ex1-7F-lcwgs-1-2	Goy-CPnd_001-Ex1
GoC0206408D	Goy-CPnd_064-Ex1-8D-lcwgs-1-2	Goy-CPnd_064-Ex1
GoC0206203F	Goy-CPnd_062-Ex1-3F-lcwgs-1-2	Goy-CPnd_062-Ex1
GoC0208806H	Goy-CPnd_088-Ex1-6H-lcwgs-1-2	Goy-CPnd_088-Ex1
GoC0205203D	Goy-CPnd_052-Ex1-3D-lcwgs-1-2	Goy-CPnd_052-Ex1
GoC0207103E	Goy-CPnd_071-Ex1-3E-lcwgs-1-2	Goy-CPnd_071-Ex1
GoC0206007D	Goy-CPnd_060-Ex1-7D-lcwgs-1-2	Goy-CPnd_060-Ex1
GoC0202602F	Goy-CPnd_026-Ex1-2F-lcwgs-1-2	Goy-CPnd_026-Ex1
GoC0205302E	Goy-CPnd_053-Ex1-2E-lcwgs-1-2	Goy-CPnd_053-Ex1
GoC0200602C	Goy-CPnd_006-Ex1-2C-lcwgs-1-2	Goy-CPnd_006-Ex1
GoC0200708E	Goy-CPnd_007-Ex1-8E-lcwgs-1-2	Goy-CPnd_007-Ex1
GoC0202505D	Goy-CPnd_025-Ex1-5D-lcwgs-1-2	Goy-CPnd_025-Ex1
GoC0204706E	Goy-CPnd_047-Ex1-6E-lcwgs-1-2	Goy-CPnd_047-Ex1
GoC0203703H	Goy-CPnd_037-Ex1-3H-lcwgs-1-2	Goy-CPnd_037-Ex1
GoC0201607C	Goy-CPnd_016-Ex1-7C-lcwgs-1-2	Goy-CPnd_016-Ex1
GoC0203908A	Goy-CPnd_039-Ex1-8A-lcwgs-1-2	Goy-CPnd_039-Ex1
GoC0204203B	Goy-CPnd_042-Ex1-3B-lcwgs-1-2	Goy-CPnd_042-Ex1
GoC0208506G	Goy-CPnd_085-Ex1-6G-lcwgs-1-2	Goy-CPnd_085-Ex1
GoC0207204D	Goy-CPnd_072-Ex1-4D-lcwgs-1-2	Goy-CPnd_072-Ex1
GoC0200307G	Goy-CPnd_003-Ex1-7G-lcwgs-1-2	Goy-CPnd_003-Ex1
GoC0209505A	Goy-CPnd_095-Ex1-5A-lcwgs-1-2	Goy-CPnd_095-Ex1
GoC0200506A	Goy-CPnd_005-Ex1-6A-lcwgs-1-2	Goy-CPnd_005-Ex1
GoC0209204A	Goy-CPnd_092-Ex1-4A-lcwgs-1-2	Goy-CPnd_092-Ex1
GoC0200908H	Goy-CPnd_009-Ex1-8H-lcwgs-1-2	Goy-CPnd_009-Ex1
GoC0207304C	Goy-CPnd_073-Ex1-4C-lcwgs-1-2	Goy-CPnd_073-Ex1
GoC0207401C	Goy-CPnd_074-Ex1-1C-lcwgs-1-2	Goy-CPnd_074-Ex1
GoC0205908G	Goy-CPnd_059-Ex1-8G-lcwgs-1-2	Goy-CPnd_059-Ex1
GoC0204808B	Goy-CPnd_048-Ex1-8B-lcwgs-1-2	Goy-CPnd_048-Ex1
GoC0208706C	Goy-CPnd_087-Ex1-6C-lcwgs-1-2	Goy-CPnd_087-Ex1
GoC0209005G	Goy-CPnd_090-Ex1-5G-lcwgs-1-2	Goy-CPnd_090-Ex1
GoC0203503A	Goy-CPnd_035-Ex1-3A-lcwgs-1-2	Goy-CPnd_035-Ex1
GoC0202005B	Goy-CPnd_020-Ex1-5B-lcwgs-1-2	Goy-CPnd_020-Ex1
GoC0203101F	Goy-CPnd_031-Ex1-1F-lcwgs-1-2	Goy-CPnd_031-Ex1
GoA0100101A	Goy-APnd_001-Ex1-1A-lcwgs-1-T	Goy-APnd_001-Ex1
GoA0100201B	Goy-APnd_002-Ex1-1B-lcwgs-1-T	Goy-APnd_002-Ex1
GoA0100301C	Goy-APnd_003-Ex1-1C-lcwgs-1-T	Goy-APnd_003-Ex1
GoA0100401D	Goy-APnd_004-Ex1-1D-lcwgs-1-T	Goy-APnd_004-Ex1
GoA0100501E	Goy-APnd_005-Ex1-1E-lcwgs-1-T	Goy-APnd_005-Ex1
GoA0100601F	Goy-APnd_006-Ex1-1F-lcwgs-1-T	Goy-APnd_006-Ex1
GoA0100701G	Goy-APnd_007-Ex1-1G-lcwgs-1-T	Goy-APnd_007-Ex1
GoA0100801H	Goy-APnd_008-Ex1-1H-lcwgs-1-T	Goy-APnd_008-Ex1
GoA0100902A	Goy-APnd_009-Ex1-2A-lcwgs-1-T	Goy-APnd_009-Ex1
GoA0101002B	Goy-APnd_010-Ex1-2B-lcwgs-1-T	Goy-APnd_010-Ex1
GoA0101102C	Goy-APnd_011-Ex1-2C-lcwgs-1-T	Goy-APnd_011-Ex1
GoA0101202D	Goy-APnd_012-Ex1-2D-lcwgs-1-T	Goy-APnd_012-Ex1
GoA0101302E	Goy-APnd_013-Ex1-2E-lcwgs-1-T	Goy-APnd_013-Ex1
GoA0101402F	Goy-APnd_014-Ex1-2F-lcwgs-1-T	Goy-APnd_014-Ex1
GoA0101502G	Goy-APnd_015-Ex1-2G-lcwgs-1-T	Goy-APnd_015-Ex1
GoA0101602H	Goy-APnd_016-Ex1-2H-lcwgs-1-T	Goy-APnd_016-Ex1
GoA0101703A	Goy-APnd_017-Ex1-3A-lcwgs-1-T	Goy-APnd_017-Ex1
GoA0101803B	Goy-APnd_018-Ex1-3B-lcwgs-1-T	Goy-APnd_018-Ex1
GoA0101903C	Goy-APnd_019-Ex1-3C-lcwgs-1-T	Goy-APnd_019-Ex1
GoA0102003D	Goy-APnd_020-Ex1-3D-lcwgs-1-T	Goy-APnd_020-Ex1
GoA0102103E	Goy-APnd_021-Ex1-3E-lcwgs-1-T	Goy-APnd_021-Ex1
GoA0102203F	Goy-APnd_022-Ex1-3F-lcwgs-1-T	Goy-APnd_022-Ex1
GoA0102303G	Goy-APnd_023-Ex1-3G-lcwgs-1-T	Goy-APnd_023-Ex1
GoA0102403H	Goy-APnd_024-Ex1-3H-lcwgs-1-T	Goy-APnd_024-Ex1
GoA0102504A	Goy-APnd_025-Ex1-4A-lcwgs-1-T	Goy-APnd_025-Ex1
GoA0102604B	Goy-APnd_026-Ex1-4B-lcwgs-1-T	Goy-APnd_026-Ex1
GoA0102704C	Goy-APnd_027-Ex1-4C-lcwgs-1-T	Goy-APnd_027-Ex1
GoA0102804D	Goy-APnd_028-Ex1-4D-lcwgs-1-T	Goy-APnd_028-Ex1
GoA0102904E	Goy-APnd_029-Ex1-4E-lcwgs-1-T	Goy-APnd_029-Ex1
GoA0103004F	Goy-APnd_030-Ex1-4F-lcwgs-1-T	Goy-APnd_030-Ex1
GoA0103104G	Goy-APnd_031-Ex1-4G-lcwgs-1-T	Goy-APnd_031-Ex1
GoA0103204H	Goy-APnd_032-Ex1-4H-lcwgs-1-T	Goy-APnd_032-Ex1
GoA0103305A	Goy-APnd_033-Ex1-5A-lcwgs-1-T	Goy-APnd_033-Ex1
GoA0103405B	Goy-APnd_034-Ex1-5B-lcwgs-1-T	Goy-APnd_034-Ex1
GoA0103505C	Goy-APnd_035-Ex1-5C-lcwgs-1-T	Goy-APnd_035-Ex1
GoA0103605D	Goy-APnd_036-Ex1-5D-lcwgs-1-T	Goy-APnd_036-Ex1
GoA0103705E	Goy-APnd_037-Ex1-5E-lcwgs-1-T	Goy-APnd_037-Ex1
GoA0103805F	Goy-APnd_038-Ex1-5F-lcwgs-1-T	Goy-APnd_038-Ex1
GoA0103905G	Goy-APnd_039-Ex1-5G-lcwgs-1-T	Goy-APnd_039-Ex1
GoA0104005H	Goy-APnd_040-Ex1-5H-lcwgs-1-T	Goy-APnd_040-Ex1
GoA0104106A	Goy-APnd_041-Ex1-6A-lcwgs-1-T	Goy-APnd_041-Ex1
GoA0104206B	Goy-APnd_042-Ex1-6B-lcwgs-1-T	Goy-APnd_042-Ex1
GoA0104306C	Goy-APnd_043-Ex1-6C-lcwgs-1-T	Goy-APnd_043-Ex1
GoA0104406D	Goy-APnd_044-Ex1-6D-lcwgs-1-T	Goy-APnd_044-Ex1
GoA0104506E	Goy-APnd_045-Ex1-6E-lcwgs-1-T	Goy-APnd_045-Ex1
GoA0104606F	Goy-APnd_046-Ex1-6F-lcwgs-1-T	Goy-APnd_046-Ex1
GoA0104706G	Goy-APnd_047-Ex1-6G-lcwgs-1-T	Goy-APnd_047-Ex1
GoA0104806H	Goy-APnd_048-Ex1-6H-lcwgs-1-T	Goy-APnd_048-Ex1
GoA0104907A	Goy-APnd_049-Ex1-7A-lcwgs-1-T	Goy-APnd_049-Ex1
GoA0105007B	Goy-APnd_050-Ex1-7B-lcwgs-1-T	Goy-APnd_050-Ex1
GoA0105107C	Goy-APnd_051-Ex1-7C-lcwgs-1-T	Goy-APnd_051-Ex1
GoA0105207D	Goy-APnd_052-Ex1-7D-lcwgs-1-T	Goy-APnd_052-Ex1
GoA0105307E	Goy-APnd_053-Ex1-7E-lcwgs-1-T	Goy-APnd_053-Ex1
GoA0105407F	Goy-APnd_054-Ex1-7F-lcwgs-1-T	Goy-APnd_054-Ex1
GoA0105507G	Goy-APnd_055-Ex1-7G-lcwgs-1-T	Goy-APnd_055-Ex1
GoA0105607H	Goy-APnd_056-Ex1-7H-lcwgs-1-T	Goy-APnd_056-Ex1
GoA0105708A	Goy-APnd_057-Ex1-8A-lcwgs-1-T	Goy-APnd_057-Ex1
GoA0105808B	Goy-APnd_058-Ex1-8B-lcwgs-1-T	Goy-APnd_058-Ex1
GoA0105908C	Goy-APnd_059-Ex1-8C-lcwgs-1-T	Goy-APnd_059-Ex1
GoA0106008D	Goy-APnd_060-Ex1-8D-lcwgs-1-T	Goy-APnd_060-Ex1
GoA0106108E	Goy-APnd_061-Ex1-8E-lcwgs-1-T	Goy-APnd_061-Ex1
GoA0106208F	Goy-APnd_062-Ex1-8F-lcwgs-1-T	Goy-APnd_062-Ex1
GoA0106308G	Goy-APnd_063-Ex1-8G-lcwgs-1-T	Goy-APnd_063-Ex1
GoA0106408H	Goy-APnd_064-Ex1-8H-lcwgs-1-T	Goy-APnd_064-Ex1
GoA0106509A	Goy-APnd_065-Ex1-9A-lcwgs-1-T	Goy-APnd_065-Ex1
GoA0106609B	Goy-APnd_066-Ex1-9B-lcwgs-1-T	Goy-APnd_066-Ex1
GoA0106709C	Goy-APnd_067-Ex1-9C-lcwgs-1-T	Goy-APnd_067-Ex1
GoC0207001A	Goy-CPnd_070-Ex1-1A-lcwgs-1-T	Goy-CPnd_070-Ex1
