index	date_processed	species	xray_kv	xray_ua	xray_exposure_seconds	distance_source_sensor	distance_xxx_platform	frame_id	xray_file_base_name	photo_file_name	specimen_position	tissue_id	individual_id	collection	lot_id	id_lot_description	xray_technician_names	data_entry_name	notes_lab	notes	correction_applied	correction_id	correction_details	correction_date
431	9/15/2025	Spratelloides delicatulus	40	180	5			109	sde_x-ray_109	P9153167.ORF	2	Sde-C-0298-E-mus	Sde-CBau_093	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
432	9/15/2025	Spratelloides delicatulus	40	180	5			109	sde_x-ray_109	P9153167.ORF	3	Sde-C-0306-E-mus	Sde-CBau_101	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
433	9/15/2025	Spratelloides delicatulus	40	180	5			109	sde_x-ray_109	P9153167.ORF	4	Sde-C-0268-E-mus	Sde-CBau_063	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
434	9/15/2025	Spratelloides delicatulus	40	180	5			110	sde_x-ray_110	P9153168.ORF	1	Sde-C-0296-E-mus	Sde-CBau_091	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
435	9/15/2025	Spratelloides delicatulus	40	180	5			110	sde_x-ray_110	P9153168.ORF	2	Sde-C-0303-E-mus	Sde-CBau_098	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
436	9/15/2025	Spratelloides delicatulus	40	180	5			110	sde_x-ray_110	P9153168.ORF	3	Sde-C-0304-E-mus	Sde-CBau_099	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
437	9/15/2025	Spratelloides delicatulus	40	180	5			110	sde_x-ray_110	P9153168.ORF	4	Sde-C-0278-E-mus	Sde-CBau_073	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
438	9/15/2025	Spratelloides delicatulus	40	180	5			111	sde_x-ray_111	P9153169.ORF	1	Sde-C-0284-E-mus	Sde-CBau_079	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
439	9/15/2025	Spratelloides delicatulus	40	180	5			111	sde_x-ray_111	P9153169.ORF	2	Sde-C-0262-E-mus	Sde-CBau_057	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
440	9/15/2025	Spratelloides delicatulus	40	180	5			112	sde_x-ray_112	P9153170.ORF	1	Sde-C-0301-E-mus	Sde-CBau_096	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
441	9/15/2025	Spratelloides delicatulus	40	180	5			112	sde_x-ray_112	P9153170.ORF	2	Sde-C-0288-E-mus	Sde-CBau_083	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
442	9/15/2025	Spratelloides delicatulus	40	180	5			112	sde_x-ray_112	P9153170.ORF	3	Sde-C-0271-E-mus	Sde-CBau_066	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
443	9/15/2025	Spratelloides delicatulus	40	180	5			112	sde_x-ray_112	P9153170.ORF	4	Sde-C-0277-E-mus	Sde-CBau_072	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
444	9/15/2025	Spratelloides delicatulus	40	180	5			113	sde_x-ray_113	P9153171.ORF	1	Sde-C-0290-E-mus	Sde-CBau_085	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
445	9/15/2025	Spratelloides delicatulus	40	180	5			113	sde_x-ray_113	P9153171.ORF	2	Sde-C-0289-E-mus	Sde-CBau_084	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
446	9/15/2025	Spratelloides delicatulus	40	180	5			113	sde_x-ray_113	P9153171.ORF	3	Sde-C-0275-E-mus	Sde-CBau_070	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
447	9/15/2025	Spratelloides delicatulus	40	180	5			114	sde_x-ray_114	P9153172.ORF	1	Sde-C-0286-E-mus	Sde-CBau_081	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
448	9/15/2025	Spratelloides delicatulus	40	180	5			114	sde_x-ray_114	P9153172.ORF	2	Sde-C-0282-E-mus	Sde-CBau_077	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
449	9/15/2025	Spratelloides delicatulus	40	180	5			114	sde_x-ray_114	P9153172.ORF	3	Sde-C-0276-E-mus	Sde-CBau_071	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
450	9/15/2025	Spratelloides delicatulus	40	180	5			115	sde_x-ray_115	P9153173.ORF	1	Sde-C-0228-E-mus	Sde-CBau_023	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
451	9/15/2025	Spratelloides delicatulus	40	180	5			115	sde_x-ray_115	P9153173.ORF	2	Sde-C-0234-E-mus	Sde-CBau_029	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
452	9/15/2025	Spratelloides delicatulus	40	180	5			115	sde_x-ray_115	P9153173.ORF	3	Sde-C-0241-E-mus	Sde-CBau_036	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
453	9/15/2025	Spratelloides delicatulus	40	180	5			116	sde_x-ray_116	P9153174.ORF	1	Sde-C-0252-E-mus	Sde-CBau_047	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
454	9/15/2025	Spratelloides delicatulus	40	180	5			116	sde_x-ray_116	P9153174.ORF	2	Sde-C-0221-E-mus	Sde-CBau_016	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
455	9/15/2025	Spratelloides delicatulus	40	180	5			116	sde_x-ray_116	P9153174.ORF	3	Sde-C-0240-E-mus	Sde-CBau_035	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
456	9/15/2025	Spratelloides delicatulus	40	180	5			116	sde_x-ray_116	P9153174.ORF	4	Sde-C-0253-E-mus	Sde-CBau_048	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
457	9/15/2025	Spratelloides delicatulus	40	180	5			116	sde_x-ray_116	P9153174.ORF	5	Sde-C-0209-E-mus	Sde-CBau_004	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Chris Bird	Chris Bird			FALSE			
458	9/16/2025	Spratelloides delicatulus	40	180	5			117	sde_x-ray_117	P9163176.ORF	1	Sde-C-0243-E-mus	Sde-CBau_038	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
459	9/16/2025	Spratelloides delicatulus	40	180	5			117	sde_x-ray_117	P9163176.ORF	2	Sde-C-0245-E-mus	Sde-CBau_040	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
460	9/16/2025	Spratelloides delicatulus	40	180	5			117	sde_x-ray_117	P9163176.ORF	3	Sde-C-0223-E-mus	Sde-CBau_018	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
461	9/16/2025	Spratelloides delicatulus	40	180	5			118	sde_x-ray_118	P9163177.ORF	1	Sde-AMar_048-mus	Sde-AMar_048	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
462	9/16/2025	Spratelloides delicatulus	40	180	5			118	sde_x-ray_118	P9163177.ORF	2	Sde-AMar_051-mus	Sde-AMar_051	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
463	9/16/2025	Spratelloides delicatulus	40	180	5			118	sde_x-ray_118	P9163177.ORF	3	Sde-AMar_031-mus	Sde-AMar_031	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
464	9/16/2025	Spratelloides delicatulus	40	180	5			118	sde_x-ray_118	P9163177.ORF	4	Sde-AMar_039-mus	Sde-AMar_039	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
465	9/16/2025	Spratelloides delicatulus	40	180	5			119	sde_x-ray_119	P9163178.ORF	1	Sde-AMar_037-mus	Sde-AMar_037	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
466	9/16/2025	Spratelloides delicatulus	40	180	5			119	sde_x-ray_119	P9163178.ORF	2	Sde-AMar_040-mus	Sde-AMar_040	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
467	9/16/2025	Spratelloides delicatulus	40	180	5			119	sde_x-ray_119	P9163178.ORF	3	Sde-C-0224-E-mus	Sde-CBau_019	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
468	9/16/2025	Spratelloides delicatulus	40	180	5			120	sde_x-ray_120	PP9163179.ORF	1	Sde-C-0229-E-mus	Sde-CBau_024	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
469	9/16/2025	Spratelloides delicatulus	40	180	5			120	sde_x-ray_120	PP9163179.ORF	2	Sde-C-0248-E-mus	Sde-CBau_043	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
470	9/16/2025	Spratelloides delicatulus	40	180	5			120	sde_x-ray_120	PP9163179.ORF	3	Sde-C-0220-E-mus	Sde-CBau_015	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
471	9/16/2025	Spratelloides delicatulus	40	180	5			120	sde_x-ray_120	P9163179.ORF	4	Sde-C-0238-E-mus	Sde-CBau_033	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
472	9/16/2025	Spratelloides delicatulus	40	180	5			121	sde_x-ray_121	P9163180.ORF	1	Sde-AMar_053-mus	Sde-AMar_053	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
473	9/16/2025	Spratelloides delicatulus	40	180	5			121	sde_x-ray_121	P9163180.ORF	2	Sde-AMar_026-mus	Sde-AMar_026	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
474	9/16/2025	Spratelloides delicatulus	40	180	5			121	sde_x-ray_121	P9163180.ORF	3	Sde-C-0217-E-mus	Sde-CBau_012	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
475	9/16/2025	Spratelloides delicatulus	40	180	5			121	sde_x-ray_121	P9163180.ORF	4	Sde-C-0231-E-mus	Sde-CBau_026	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
476	9/16/2025	Spratelloides delicatulus	40	180	5			122	sde_x-ray_122	P9163181.ORF	1	Sde-AMar_045-mus	Sde-AMar_045	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
477	9/16/2025	Spratelloides delicatulus	40	180	5			122	sde_x-ray_122	P9163181.ORF	2	Sde-AMar_043-mus	Sde-AMar_043	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
478	9/16/2025	Spratelloides delicatulus	40	180	5			122	sde_x-ray_122	P9163181.ORF	3	Sde-AMar_023-mus	Sde-AMar_023	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
479	9/16/2025	Spratelloides delicatulus	40	180	5			122	sde_x-ray_122	P9163181.ORF	4	Sde-C-0232-E-mus	Sde-CBau_027	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
480	9/16/2025	Spratelloides delicatulus	40	180	5			123	sde_x-ray_123	P9163182.ORF	1	Sde-C-0251-E-mus	Sde-CBau_046	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
481	9/16/2025	Spratelloides delicatulus	40	180	5			123	sde_x-ray_123	P9163182.ORF	2	Sde-C-0239-E-mus	Sde-CBau_034	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
482	9/16/2025	Spratelloides delicatulus	40	180	5			123	sde_x-ray_123	P9163182.ORF	3	Sde-C-0213-E-mus	Sde-CBau_008	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
483	9/16/2025	Spratelloides delicatulus	40	180	5			123	sde_x-ray_123	P9163182.ORF	4	Sde-C-0235-E-mus	Sde-CBau_030	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
484	9/16/2025	Spratelloides delicatulus	40	180	5			124	sde_x-ray_124	P9163183.ORF	1	Sde-AMar_036-mus	Sde-AMar_036	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
485	9/16/2025	Spratelloides delicatulus	40	180	5			124	sde_x-ray_124	P9163183.ORF	2	Sde-AMar_034-mus	Sde-AMar_034	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
486	9/16/2025	Spratelloides delicatulus	40	180	5			124	sde_x-ray_124	P9163183.ORF	3	Sde-C-0254-E-mus	Sde-CBau_049	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
487	9/16/2025	Spratelloides delicatulus	40	180	5			124	sde_x-ray_124	P9163183.ORF	4	Sde-C-0212-E-mus	Sde-CBau_007	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
488	9/16/2025	Spratelloides delicatulus	40	180	5			125	sde_x-ray_125	P9163184.ORF	1	Sde-AMar_009-mus	Sde-AMar_009	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
489	9/16/2025	Spratelloides delicatulus	40	180	5			125	sde_x-ray_125	P9163184.ORF	2	Sde-AMar_018-mus	Sde-AMar_018	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
490	9/16/2025	Spratelloides delicatulus	40	180	5			125	sde_x-ray_125	P9163184.ORF	3	Sde-C-0219-E-mus	Sde-CBau_014	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
491	9/16/2025	Spratelloides delicatulus	40	180	5			125	sde_x-ray_125	P9163184.ORF	4	Sde-C-0230-E-mus	Sde-CBau_025	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
492	9/16/2025	Spratelloides delicatulus	40	180	5			126	sde_x-ray_126	P9163185.ORF	1	Sde-AMar_052-mus	Sde-AMar_052	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
