index	date_processed	species	xray_kv	xray_ua	xray_exposure_seconds	distance_source_sensor	distance_xxx_platform	frame_id	xray_file_base_name	photo_file_name	specimen_position	tissue_id	individual_id	collection	lot_id	id_lot_description	xray_technician_names	data_entry_name	notes_lab	notes	correction_applied	correction_id	correction_details	correction_date
493	9/16/2025	Spratelloides delicatulus	40	180	5			126	sde_x-ray_126	P9163185.ORF	2	Sde-AMar_050-mus	Sde-AMar_050	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
494	9/16/2025	Spratelloides delicatulus	40	180	5			126	sde_x-ray_126	P9163185.ORF	3	Sde-C-0233-E-mus	Sde-CBau_028	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
495	9/16/2025	Spratelloides delicatulus	40	180	5			126	sde_x-ray_126	P9163185.ORF	4	Sde-C-0208-E-mus	Sde-CBau_003	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
496	9/16/2025	Spratelloides delicatulus	40	180	5			127	sde_x-ray_127	P9163186.ORF	1	Sde-AMar_024-mus	Sde-AMar_024	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
497	9/16/2025	Spratelloides delicatulus	40	180	5			127	sde_x-ray_127	P9163186.ORF	2	Sde-AMar_042-mus	Sde-AMar_042	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
498	9/16/2025	Spratelloides delicatulus	40	180	5			127	sde_x-ray_127	P9163186.ORF	3	Sde-C-0250-E-mus	Sde-CBau_045	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
499	9/16/2025	Spratelloides delicatulus	40	180	5			127	sde_x-ray_127	P9163186.ORF	4	Sde-C-0214-E-mus	Sde-CBau_009	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
500	9/16/2025	Spratelloides delicatulus	40	180	5			128	sde_x-ray_128	P9163188.ORF	1	Sde-AMar_044-mus	Sde-AMar_044	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
501	9/16/2025	Spratelloides delicatulus	40	180	5			128	sde_x-ray_128	P9163188.ORF	2	Sde-AMar_016-mus	Sde-AMar_016	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
502	9/16/2025	Spratelloides delicatulus	40	180	5			128	sde_x-ray_128	P9163188.ORF	3	Sde-C-0222-E-mus	Sde-CBau_017	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
503	9/16/2025	Spratelloides delicatulus	40	180	5			128	sde_x-ray_128	P9163188.ORF	4	Sde-C-0242-E-mus	Sde-CBau_037	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
504	9/16/2025	Spratelloides delicatulus	40	180	5			129	sde_x-ray_129	P9163189.ORF	1	Sde-C-0211-E-mus	Sde-CBau_006	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
505	9/16/2025	Spratelloides delicatulus	40	180	5			129	sde_x-ray_129	P9163189.ORF	2	Sde-C-0249-E-mus	Sde-CBau_044	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
506	9/16/2025	Spratelloides delicatulus	40	180	5			129	sde_x-ray_129	P9163189.ORF	3	Sde-C-0225-E-mus	Sde-CBau_020	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
507	9/16/2025	Spratelloides delicatulus	40	180	5			129	sde_x-ray_129	P9163189.ORF	4	Sde-C-0215-E-mus	Sde-CBau_010	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
508	9/16/2025	Spratelloides delicatulus	40	180	5			130	sde_x-ray_130	P9163190.ORF	1	Sde-AMar_033-mus	Sde-AMar_033	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
509	9/16/2025	Spratelloides delicatulus	40	180	5			130	sde_x-ray_130	P9163190.ORF	2	Sde-AMar_028-mus	Sde-AMar_028	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
510	9/16/2025	Spratelloides delicatulus	40	180	5			130	sde_x-ray_130	P9163190.ORF	3	Sde-AMar_022-mus	Sde-AMar_022	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
511	9/16/2025	Spratelloides delicatulus	40	180	5			130	sde_x-ray_130	P9163190.ORF	4	Sde-AMar_041-mus	Sde-AMar_041	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
512	9/16/2025	Spratelloides delicatulus	40	180	5			131	sde_x-ray_131	P9163191.ORF	1	Sde-AMar_030-mus	Sde-AMar_030	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
513	9/16/2025	Spratelloides delicatulus	40	180	5			131	sde_x-ray_131	P9163191.ORF	2	Sde-C-0247-E-mus	Sde-CBau_042	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
514	9/16/2025	Spratelloides delicatulus	40	180	5			131	sde_x-ray_131	P9163191.ORF	3	Sde-C-0237-E-mus	Sde-CBau_032	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
515	9/16/2025	Spratelloides delicatulus	40	180	5			131	sde_x-ray_131	P9163191.ORF	4	Sde-C-0227-E-mus	Sde-CBau_022	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
516	9/16/2025	Spratelloides delicatulus	40	180	5			132	sde_x-ray_132	P9163192.ORF	1	Sde-AMar_046-mus	Sde-AMar_046	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
517	9/16/2025	Spratelloides delicatulus	40	180	5			132	sde_x-ray_132	P9163192.ORF	2	Sde-C-0207-E-mus	Sde-CBau_002	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
518	9/16/2025	Spratelloides delicatulus	40	180	5			132	sde_x-ray_132	P9163192.ORF	3	Sde-C-0206-E-mus	Sde-CBau_001	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
519	9/16/2025	Spratelloides delicatulus	40	180	5			132	sde_x-ray_132	P9163192.ORF	4	Sde-C-0218-E-mus	Sde-CBau_013	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
520	9/16/2025	Spratelloides delicatulus	40	180	5			133	sde_x-ray_133	P9163193.ORF	1	Sde-AMar_008-mus	Sde-AMar_008	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
521	9/16/2025	Spratelloides delicatulus	40	180	5			133	sde_x-ray_133	P9163193.ORF	2	Sde-C-0244-E-mus	Sde-CBau_039	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
522	9/16/2025	Spratelloides delicatulus	40	180	5			133	sde_x-ray_133	P9163193.ORF	3	Sde-C-0255-E-mus	Sde-CBau_050	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
523	9/16/2025	Spratelloides delicatulus	40	180	5			133	sde_x-ray_133	P9163193.ORF	4	Sde-C-0210-E-mus	Sde-CBau_005	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
524	9/16/2025	Spratelloides delicatulus	40	180	5			134	sde_x-ray_134	P9163194.ORF	1	Sde-AMar_021-mus	Sde-AMar_021	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
525	9/16/2025	Spratelloides delicatulus	40	180	5			134	sde_x-ray_134	P9163194.ORF	2	Sde-AMar_035-mus	Sde-AMar_035	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
526	9/16/2025	Spratelloides delicatulus	40	180	5			134	sde_x-ray_134	P9163194.ORF	3	Sde-C-0236-E-mus	Sde-CBau_031	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
527	9/16/2025	Spratelloides delicatulus	40	180	5			134	sde_x-ray_134	P9163194.ORF	4	Sde-C-0246-E-mus	Sde-CBau_041	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
528	9/16/2025	Spratelloides delicatulus	40	180	5			134	sde_x-ray_134	P9163194.ORF	5	Sde-C-0216-E-mus	Sde-CBau_011	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
529	9/16/2025	Spratelloides delicatulus	40	180	5			135	sde_x-ray_135	P9163195.ORF	1	Sde-AMar_027-mus	Sde-AMar_027	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
530	9/16/2025	Spratelloides delicatulus	40	180	5			135	sde_x-ray_135	P9163195.ORF	2	Sde-AMar_032-mus	Sde-AMar_032	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
531	9/16/2025	Spratelloides delicatulus	40	180	5			135	sde_x-ray_135	P9163195.ORF	3	Sde-AMar_038-mus	Sde-AMar_038	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
532	9/16/2025	Spratelloides delicatulus	40	180	5			135	sde_x-ray_135	P9163195.ORF	4	Sde-AMar_029-mus	Sde-AMar_029	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
533	9/16/2025	Spratelloides delicatulus	40	180	5			135	sde_x-ray_135	P9163195.ORF	5	Sde-C-0226-E-mus	Sde-CBau_021	nsf-deb-spratelloidesdelicatulus-2024-2025	BAU-2025-01_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
534	9/16/2025	Spratelloides delicatulus	40	180	5			136.1	sde_x-ray_136.1	P9163196.ORF	1	Sde-C-0310-E-mus	Sde-CPla_003	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
535	9/16/2025	Spratelloides delicatulus	40	180	5			136.1	sde_x-ray_136.1	P9163196.ORF	2	Sde-C-0313-E-mus	Sde-CPla_006	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
536	9/16/2025	Spratelloides delicatulus	40	180	5			136.1	sde_x-ray_136.1	P9163196.ORF	3	Sde-C-0319-E-mus	Sde-CPla_012	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
537	9/16/2025	Spratelloides delicatulus	40	180	5			136.2	sde_x-ray_136.2	P9163196.ORF	4	Sde-C-0322-E-mus	Sde-CPla_015	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
538	9/16/2025	Spratelloides delicatulus	40	180	5			137	sde_x-ray_137	P9163197.ORF	1	Sde-C-0308-E-mus	Sde-CPla_001	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
539	9/16/2025	Spratelloides delicatulus	40	180	5			137	sde_x-ray_137	P9163197.ORF	2	Sde-C-0345-E-mus	Sde-CPla_038	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
540	9/16/2025	Spratelloides delicatulus	40	180	5			137	sde_x-ray_137	P9163197.ORF	3	Sde-C-0329-E-mus	Sde-CPla_022	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
541	9/16/2025	Spratelloides delicatulus	40	180	5			137	sde_x-ray_137	P9163197.ORF	4	Sde-C-0321-E-mus	Sde-CPla_014	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
542	9/16/2025	Spratelloides delicatulus	40	180	5			138	sde_x-ray_138	P9163198.ORF	1	Sde-AMar_015-mus	Sde-AMar_015	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
543	9/16/2025	Spratelloides delicatulus	40	180	5			138	sde_x-ray_138	P9163198.ORF	2	Sde-AMar_013-mus	Sde-AMar_013	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
544	9/16/2025	Spratelloides delicatulus	40	180	5			138	sde_x-ray_138	P9163198.ORF	3	Sde-AMar_020-mus	Sde-AMar_020	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
545	9/16/2025	Spratelloides delicatulus	40	180	5			138	sde_x-ray_138	P9163198.ORF	4	Sde-AMar_011-mus	Sde-AMar_011	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
546	9/16/2025	Spratelloides delicatulus	40	180	5			138	sde_x-ray_138	P9163198.ORF	5	Sde-AMar_010-mus	Sde-AMar_010	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
547	9/16/2025	Spratelloides delicatulus	40	180	5			139.1	sde_x-ray_139.1	P9163199.ORF	1	Sde-C-0335-E-mus	Sde-CPla_028	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
548	9/16/2025	Spratelloides delicatulus	40	180	5			139.1	sde_x-ray_139.1	P9163199.ORF	2	Sde-C-0331-E-mus	Sde-CPla_024	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
549	9/16/2025	Spratelloides delicatulus	40	180	5			139.1	sde_x-ray_139.1	P9163199.ORF	3	Sde-C-0336-E-mus	Sde-CPla_029	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
550	9/16/2025	Spratelloides delicatulus	40	180	5			139.2	sde_x-ray_139.2	P9163199.ORF	4	Sde-C-0357-E-mus	Sde-CPla_050	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
551	9/16/2025	Spratelloides delicatulus	40	180	5			140	sde_x-ray_140	P9163200.ORF	1	Sde-AMar_017-mus	Sde-AMar_017	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
552	9/16/2025	Spratelloides delicatulus	40	180	5			140	sde_x-ray_140	P9163200.ORF	2	Sde-AMar_014-mus	Sde-AMar_014	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
553	9/16/2025	Spratelloides delicatulus	40	180	5			140	sde_x-ray_140	P9163200.ORF	3	Sde-AMar_012-mus	Sde-AMar_012	usnm-albatross	138982	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
554	9/16/2025	Spratelloides delicatulus	40	180	5			141	sde_x-ray_141	P9163201.ORF	1	Sde-C-0337-E-mus	Sde-CPla_030	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
555	9/16/2025	Spratelloides delicatulus	40	180	5			141	sde_x-ray_141	P9163201.ORF	2	Sde-C-0314-E-mus	Sde-CPla_007	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
556	9/16/2025	Spratelloides delicatulus	40	180	5			141	sde_x-ray_141	P9163201.ORF	3	Sde-C-0348-E-mus	Sde-CPla_041	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
557	9/16/2025	Spratelloides delicatulus	40	180	5			141.1	sde_x-ray_141.1	P9163201.ORF	4	Sde-C-0346-E-mus	Sde-CPla_039	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
558	9/16/2025	Spratelloides delicatulus	40	180	5			142	sde_x-ray_142	P9163202.ORF	1	Sde-AIna_045-mus	Sde-AIna_045	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
559	9/16/2025	Spratelloides delicatulus	40	180	5			142	sde_x-ray_142	P9163202.ORF	2	Sde-C-0349-E-mus	Sde-CPla_042	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
560	9/16/2025	Spratelloides delicatulus	40	180	5			142	sde_x-ray_142	P9163202.ORF	3	Sde-C-0339-E-mus	Sde-CPla_032	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
561	9/16/2025	Spratelloides delicatulus	40	180	5			142.1	sde_x-ray_142.1	P9163202.ORF	4	Sde-C-0358-E-mus	Sde-CPla_051	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
562	9/16/2025	Spratelloides delicatulus	40	180	5			143	sde_x-ray_143	P9163203.ORF	1	Sde-AIna_054-mus	Sde-AIna_054	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
563	9/16/2025	Spratelloides delicatulus	40	180	5			143	sde_x-ray_143	P9163203.ORF	2	Sde-AIna_062-mus	Sde-AIna_062	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
564	9/16/2025	Spratelloides delicatulus	40	180	5			143	sde_x-ray_143	P9163203.ORF	3	Sde-C-0333-E-mus	Sde-CPla_026	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
565	9/16/2025	Spratelloides delicatulus	40	180	5			144	sde_x-ray_144	P9163204.ORF	1	Sde-AIna_040-mus	Sde-AIna_040	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
566	9/16/2025	Spratelloides delicatulus	40	180	5			144	sde_x-ray_144	P9163204.ORF	2	Sde-C-0328-E-mus	Sde-CPla_021	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
567	9/16/2025	Spratelloides delicatulus	40	180	5			144	sde_x-ray_144	P9163204.ORF	3	Sde-C-0338-E-mus	Sde-CPla_031	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
568	9/16/2025	Spratelloides delicatulus	40	180	5			145	sde_x-ray_145	P9163205.ORF	1	Sde-AIna_041-mus	Sde-AIna_041	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
569	9/16/2025	Spratelloides delicatulus	40	180	5			145	sde_x-ray_145	P9163205.ORF	2	Sde-C-0355-E-mus	Sde-CPla_048	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
570	9/16/2025	Spratelloides delicatulus	40	180	5			145	sde_x-ray_145	P9163205.ORF	3	Sde-C-0341-E-mus	Sde-CPla_034	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
571	9/16/2025	Spratelloides delicatulus	40	180	5			145.1	sde_x-ray_145.1	P9163205.ORF	4	Sde-AIna_007-mus	Sde-AIna_007	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
572	9/16/2025	Spratelloides delicatulus	40	180	5			146	sde_x-ray_146	P9163206.ORF	1	Sde-C-0354-E-mus	Sde-CPla_047	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
573	9/16/2025	Spratelloides delicatulus	40	180	5			146	sde_x-ray_146	P9163206.ORF	2	Sde-C-0340-E-mus	Sde-CPla_033	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
574	9/16/2025	Spratelloides delicatulus	40	180	5			146	sde_x-ray_146	P9163206.ORF	3	Sde-C-0343-E-mus	Sde-CPla_036	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
575	9/16/2025	Spratelloides delicatulus	40	180	5			146.1	sde_x-ray_146.1	P9163206.ORF	4	Sde-C-0353-E-mus	Sde-CPla_046	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
576	9/16/2025	Spratelloides delicatulus	40	180	5			147	sde_x-ray_147	P9163207.ORF	1	Sde-AIna_048-mus	Sde-AIna_048	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
577	9/16/2025	Spratelloides delicatulus	40	180	5			147	sde_x-ray_147	P9163207.ORF	2	Sde-AIna_047-mus	Sde-AIna_047	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
578	9/16/2025	Spratelloides delicatulus	40	180	5			147	sde_x-ray_147	P9163207.ORF	3	Sde-AIna_044-mus	Sde-AIna_044	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
579	9/16/2025	Spratelloides delicatulus	40	180	5			147	sde_x-ray_147	P9163207.ORF	4	Sde-AIna_059-mus	Sde-AIna_059	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
580	9/16/2025	Spratelloides delicatulus	40	180	5			148	sde_x-ray_148	P9163208.ORF	1	Sde-C-0352-E-mus	Sde-CPla_045	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
581	9/16/2025	Spratelloides delicatulus	40	180	5			148	sde_x-ray_148	P9163208.ORF	2	Sde-C-0332-E-mus	Sde-CPla_025	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
582	9/16/2025	Spratelloides delicatulus	40	180	5			148	sde_x-ray_148	P9163208.ORF	3	Sde-C-0326-E-mus	Sde-CPla_019	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
583	9/16/2025	Spratelloides delicatulus	40	180	5			148	sde_x-ray_148	P9163208.ORF	4	Sde-C-0327-E-mus	Sde-CPla_020	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
584	9/16/2025	Spratelloides delicatulus	40	180	5			149	sde_x-ray_149	P9163209.ORF	1	Sde-AIna_042-mus	Sde-AIna_042	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
585	9/16/2025	Spratelloides delicatulus	40	180	5			149	sde_x-ray_149	P9163209.ORF	2	Sde-AIna_017-mus	Sde-AIna_017	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
586	9/16/2025	Spratelloides delicatulus	40	180	5			149	sde_x-ray_149	P9163209.ORF	3	Sde-AIna_050-mus	Sde-AIna_050	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
587	9/16/2025	Spratelloides delicatulus	40	180	5			149	sde_x-ray_149	P9163209.ORF	4	Sde-AIna_015-mus	Sde-AIna_015	usnm-albatross	138964	usnm_original	Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
588	9/16/2025	Spratelloides delicatulus	40	180	5			150	sde_x-ray_150	P9163210.ORF	1	Sde-C-0324-E-mus	Sde-CPla_017	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
589	9/16/2025	Spratelloides delicatulus	40	180	5			150	sde_x-ray_150	P9163210.ORF	2	Sde-C-0320-E-mus	Sde-CPla_013	nsf-deb-spratelloidesdelicatulus-2024-2025	PLA-2025-04_01		Mariana Dehasque; Jason Selwyn; Chris Bird	Chris Bird			FALSE			
